module:input:0:probDimension	module:pub_input::blockSize	module:pub_input::mem_max	module:pub_input::nnz	module:pub_input::t_max	module:measure:time:time	module:measure:timestamp:End	module:measure:timestamp:Start	module:output:0:rssUsage	module:output:0:vmUsage
262144	6	500	90	5	0.837607	1425334331.008773	1425334330.17115	2596	228
262144	6	500	90	5	0.837839	1425337120.521969	1425337119.684113	2616	228
524288	8	10000	1000	5	8.855937000000001	1425333331.254774	1425333322.39882	2360	0
524288	8	10000	1000	5	10.589296	1425336119.693812	1425336109.104499	2592	232
524288	8	10000	1000	5	8.865129	1425338914.506882	1425338905.641737	2360	0
131072	8	50000	1000	5	10.58015	1425334000.615833	1425333990.035666	2592	232
131072	8	50000	1000	5	8.850440000000001	1425336790.134241	1425336781.283784	2360	0
131072	8	50000	1000	5	10.582104	1425339588.860215	1425339578.278094	2592	232
131072	1	10000	40	5	1.429143	1425332669.692956	1425332668.263796	2360	0
262144	8	5000	1000	5	10.587678	1425332655.889404	1425332645.301709	2592	232
262144	8	5000	1000	5	8.859220000000001	1425335446.026148	1425335437.166912	2360	0
262144	8	5000	1000	5	8.866982999999999	1425338242.027909	1425338233.160911	2360	0
8388608	8	10000	100	5	0.931577	1425333278.50197	1425333277.570378	1864	1124
8388608	8	10000	100	5	1.113263	1425336065.195092	1425336064.081812	1864	1124
8388608	8	10000	100	5	1.114114	1425338861.679353	1425338860.565223	3492	1124
524288	8	1000	100	5	0.932487	1425331956.396942	1425331955.464439	1864	1124
524288	8	1000	100	5	1.113371	1425334753.431036	1425334752.317649	1864	1124
524288	8	1000	100	5	1.112674	1425337543.055589	1425337541.942899	1864	1124
131072	8	50000	100	5	1.127051	1425333947.01356	1425333945.8864	-2008	1128
131072	1	10000	40	5	1.598868	1425335459.90003	1425335458.301049	-2904	232
131072	8	50000	100	5	0.931283	1425336737.396104	1425336736.464804	1868	1128
131072	8	50000	100	5	0.932477	1425339533.991214	1425339533.058721	1868	1128
4194304	8	5000	100	5	0.9338	1425332601.967067	1425332601.033251	1864	1124
4194304	8	5000	100	5	1.113845	1425335394.14794	1425335393.034078	1864	1124
4194304	8	5000	100	5	0.94311	1425338190.139662	1425338189.196438	-1980	1124
262144	8	500	100	5	0.930914	1425331574.472665	1425331573.541734	3492	1124
262144	8	500	100	5	0.931841	1425334371.516527	1425334370.58467	3492	1124
262144	8	500	100	5	0.931482	1425337160.587012	1425337159.655513	3512	1124
4194304	8	10000	200	5	1.77296	1425333285.352485	1425333283.579508	968	228
4194304	8	10000	200	5	1.774468	1425336072.049721	1425336070.275236	2616	228
131072	1	10000	40	5	1.431549	1425338255.770485	1425338254.338919	740	0
4194304	8	10000	200	5	1.774704	1425338868.488893	1425338866.714172	968	228
262144	8	1000	200	5	1.775784	1425331963.250168	1425331961.474367	2596	228
262144	8	1000	200	5	2.134744	1425334760.628862	1425334758.493998	-2876	228
262144	8	1000	200	5	1.781491	1425337549.923274	1425337548.141669	-2908	228
131072	8	50000	200	5	1.775574	1425333953.849881	1425333952.07429	2592	232
131072	8	50000	200	5	1.77629	1425336744.237884	1425336742.461575	2592	232
131072	8	50000	200	5	2.131904	1425339541.183647	1425339539.051627	-2872	232
2097152	8	5000	200	5	2.128774	1425332609.143636	1425332607.014752	-2904	228
2097152	8	5000	200	5	1.77478	1425335400.99345	1425335399.218653	2616	228
2097152	8	5000	200	5	1.774985	1425338196.973533	1425338195.198531	2616	228
2097152	1	1000	40	5	1.430054	1425331597.265781	1425331595.83571	740	0
131072	8	500	200	5	1.774335	1425331581.30665	1425331579.532299	2596	228
131072	8	500	200	5	1.774833	1425334378.383719	1425334376.60887	968	228
131072	8	500	200	5	1.775815	1425337167.429448	1425337165.653617	2596	228
33554432	8	10000	20	5	0.217534	1425333253.970129	1425333253.75258	740	0
33554432	8	10000	20	5	0.260277	1425336040.085878	1425336039.825585	968	228
33554432	8	10000	20	5	0.217944	1425338836.634245	1425338836.416284	740	0
2097152	8	1000	20	5	0.222369	1425331931.619724	1425331931.397338	740	0
2097152	8	1000	20	5	0.260587	1425334728.254241	1425334727.993638	968	228
2097152	8	1000	20	5	0.21759	1425337518.014739	1425337517.797133	740	0
262144	8	100	20	5	0.217034	1425331305.207235	1425331304.990185	740	0
2097152	1	1000	40	5	1.585815	1425334394.43718	1425334392.85135	2620	232
262144	8	100	20	5	0.216354	1425334102.940948	1425334102.724578	740	0
262144	8	100	20	5	0.216275	1425336892.274102	1425336892.057811	740	0
131072	8	50000	20	5	0.220239	1425333921.817653	1425333921.597397	740	0
131072	8	50000	20	5	0.218642	1425336712.573509	1425336712.354851	740	0
131072	8	50000	20	5	0.218458	1425339508.954728	1425339508.736253	740	0
16777216	8	5000	20	5	0.260359	1425332577.117277	1425332576.856902	968	228
16777216	8	5000	20	5	0.260323	1425335369.172578	1425335368.912239	968	228
16777216	8	5000	20	5	0.260285	1425338165.358004	1425338165.097703	968	228
1048576	8	500	20	5	0.260762	1425331549.757945	1425331549.497167	968	228
1048576	8	500	20	5	0.260554	1425334346.7955	1425334346.53493	968	228
262144	1	5000	1000	5	46.054841	1425337862.745709	1425337816.690852	3064	748
2097152	1	1000	40	5	1.581544	1425337183.68169	1425337182.10013	972	232
1048576	8	500	20	5	0.260444	1425337135.959951	1425337135.69949	968	228
16777216	8	10000	30	5	0.301785	1425333256.073194	1425333255.771392	1288	548
16777216	8	10000	30	5	0.355801	1425336042.241412	1425336041.885594	1288	548
16777216	8	10000	30	5	0.299204	1425338838.716767	1425338838.417548	1288	548
2097152	8	1000	30	5	0.359978	1425331933.772167	1425331933.412173	1288	548
2097152	8	1000	30	5	0.359204	1425334730.407079	1425334730.047858	1288	548
2097152	8	1000	30	5	0.302106	1425337520.128572	1425337519.82645	1288	548
262144	8	100	30	5	0.301745	1425331307.315122	1425331307.01336	1288	548
262144	8	100	30	5	0.301489	1425334105.048265	1425334104.74676	1288	548
262144	8	100	30	5	0.359246	1425336894.406181	1425336894.046919	1288	548
131072	1	100	40	5	1.428957	1425331217.197695	1425331215.768722	740	0
131072	8	50000	30	5	0.302987	1425333923.932129	1425333923.629124	1292	552
131072	8	50000	30	5	0.301823	1425336714.678514	1425336714.376673	1292	552
131072	8	50000	30	5	0.359977	1425339511.120068	1425339510.760074	1292	552
8388608	8	5000	30	5	0.35613	1425332579.281274	1425332578.925128	1288	548
8388608	8	5000	30	5	0.301772	1425335371.274116	1425335370.972328	1288	548
8388608	8	5000	30	5	0.30202	1425338167.462774	1425338167.160738	1288	548
1048576	8	500	30	5	0.302059	1425331551.846894	1425331551.544819	1288	548
1048576	8	500	30	5	0.301727	1425334348.885249	1425334348.583505	1288	548
1048576	8	500	30	5	0.302034	1425337138.06664	1425337137.76459	1288	548
16777216	8	10000	40	5	0.374572	1425333258.39371	1425333258.019122	1352	612
131072	1	100	40	5	1.42865	1425334014.556508	1425334013.127842	740	0
16777216	8	10000	40	5	0.446961	1425336044.648507	1425336044.20153	1352	612
16777216	8	10000	40	5	0.446377	1425338841.141478	1425338840.695085	1352	612
2097152	8	1000	40	5	0.446244	1425331936.170746	1425331935.724482	1352	612
2097152	8	1000	40	5	0.374807	1425334732.765116	1425334732.390293	1352	612
2097152	8	1000	40	5	0.446429	1425337522.541158	1425337522.094712	1352	612
131072	8	100	40	5	0.386167	1425331309.683282	1425331309.297005	-2524	612
131072	8	100	40	5	0.446982	1425334107.477995	1425334107.030996	1352	612
131072	8	100	40	5	0.374771	1425336896.768389	1425336896.393602	1352	612
131072	8	50000	40	5	0.446338	1425333926.365758	1425333925.919398	1356	616
131072	8	50000	40	5	0.370384	1425336717.01635	1425336716.64595	1356	616
131072	1	100	40	5	1.581753	1425336804.373407	1425336802.791637	972	232
131072	8	50000	40	5	0.446445	1425339513.559346	1425339513.112884	1356	616
8388608	8	5000	40	5	0.375437	1425332581.629291	1425332581.253837	1352	612
8388608	8	5000	40	5	0.444123	1425335373.676984	1425335373.232845	1352	612
8388608	8	5000	40	5	0.386837	1425338169.791667	1425338169.404721	-2524	612
1048576	8	500	40	5	0.446349	1425331554.224988	1425331553.778624	1352	612
1048576	8	500	40	5	0.374848	1425334351.246211	1425334350.871346	1352	612
1048576	8	500	40	5	0.446272	1425337140.476493	1425337140.030206	1352	612
1048576	8	10000	500	5	5.326179	1425333301.681131	1425333296.354935	2592	232
1048576	8	10000	500	5	5.326909	1425336088.389725	1425336083.0628	2600	232
1048576	8	10000	500	5	5.337032	1425338884.888764	1425338879.55171	2600	232
131072	1	50000	40	5	1.589984	1425333345.162919	1425333343.572917	972	232
131072	8	1000	500	5	4.451454	1425331978.692616	1425331974.241145	2360	0
131072	8	1000	500	5	5.322355	1425334776.97361	1425334771.651237	2592	232
131072	8	1000	500	5	4.453767	1425337565.370599	1425337560.916816	2360	0
131072	8	50000	500	5	4.452774	1425333969.308839	1425333964.856048	2360	0
131072	8	50000	500	5	5.327849	1425336760.56793	1425336755.240064	2592	232
131072	8	50000	500	5	5.330046	1425339557.558629	1425339552.228568	2592	232
524288	8	5000	500	5	4.453568	1425332624.585195	1425332620.13161	2360	0
524288	8	5000	500	5	4.456707	1425335416.452633	1425335411.99591	2360	0
524288	8	5000	500	5	4.457765	1425338212.444524	1425338207.986742	2360	0
16777216	8	10000	50	5	0.444527	1425333260.939923	1425333260.495379	1416	676
131072	1	50000	40	5	1.595297	1425336133.564818	1425336131.969503	972	232
16777216	8	10000	50	5	0.444005	1425336047.236035	1425336046.792014	1416	676
16777216	8	10000	50	5	0.444985	1425338843.703436	1425338843.258434	1416	676
1048576	8	1000	50	5	0.443879	1425331938.719359	1425331938.275464	1416	676
1048576	8	1000	50	5	0.439568	1425334735.310498	1425334734.870914	1416	676
1048576	8	1000	50	5	0.529661	1425337525.196511	1425337524.666834	1416	676
131072	8	100	50	5	0.444051	1425331312.253841	1425331311.809773	1416	676
131072	8	100	50	5	0.457209	1425334110.070741	1425334109.61342	-2428	676
131072	8	100	50	5	0.457708	1425336899.351935	1425336898.894115	-2460	676
131072	8	50000	50	5	0.444382	1425333928.937826	1425333928.493427	1420	680
131072	8	50000	50	5	0.444022	1425336719.617944	1425336719.173906	1420	680
131072	1	50000	40	5	1.438769	1425338928.250657	1425338926.81187	740	0
131072	8	50000	50	5	0.529825	1425339516.19622	1425339515.666379	1420	680
8388608	8	5000	50	5	0.443968	1425332584.172905	1425332583.72892	1416	676
8388608	8	5000	50	5	0.52988	1425335376.322115	1425335375.792219	1416	676
8388608	8	5000	50	5	0.444857	1425338172.345796	1425338171.900923	1416	676
524288	8	500	50	5	0.444331	1425331556.793724	1425331556.349376	1416	676
524288	8	500	50	5	0.458236	1425334353.864194	1425334353.405848	-2428	676
524288	8	500	50	5	0.443906	1425337143.056352	1425337142.612429	1416	676
8388608	8	10000	60	5	0.694785	1425333264.033689	1425333263.338888	1548	808
8388608	8	10000	60	5	0.707972	1425336050.374384	1425336049.666302	-2292	808
8388608	8	10000	60	5	0.696034	1425338846.835546	1425338846.139496	1548	808
8388608	1	5000	40	5	1.585062	1425331993.611116	1425331992.026037	972	232
1048576	8	1000	60	5	0.582948	1425331941.729556	1425331941.146592	1548	808
1048576	8	1000	60	5	0.695983	1425334738.413764	1425334737.717765	1548	808
1048576	8	1000	60	5	0.582418	1425337528.212033	1425337527.629598	1548	808
131072	8	100	60	5	0.582327	1425331315.25569	1425331314.673347	1548	808
131072	8	100	60	5	0.695726	1425334113.166888	1425334112.471145	1548	808
131072	8	100	60	5	0.5826210000000001	1425336902.337214	1425336901.754577	1548	808
131072	8	50000	60	5	0.695737	1425333932.05242	1425333931.356666	1548	808
131072	8	50000	60	5	0.58296	1425336722.638677	1425336722.0557	1548	808
131072	8	50000	60	5	0.695592	1425339519.32094	1425339518.625331	1548	808
4194304	8	5000	60	5	0.582588	1425332587.181968	1425332586.599365	1548	808
8388608	1	5000	40	5	1.427203	1425334791.828039	1425334790.400821	2360	0
4194304	8	5000	60	5	0.69533	1425335379.440907	1425335378.745561	1548	808
4194304	8	5000	60	5	0.582761	1425338175.347986	1425338174.765209	1548	808
524288	8	500	60	5	0.592272	1425331559.821985	1425331559.229602	-2328	808
524288	8	500	60	5	0.583479	1425334356.847247	1425334356.263751	1548	808
524288	8	500	60	5	0.582611	1425337146.062791	1425337145.480163	1548	808
8388608	8	10000	70	5	0.65909	1425333267.285088	1425333266.625983	1612	872
8388608	8	10000	70	5	0.786558	1425336053.742342	1425336052.955767	1612	872
8388608	8	10000	70	5	0.671963	1425338850.082426	1425338849.410349	-2232	872
1048576	8	1000	70	5	0.657803	1425331944.94668	1425331944.28886	1612	872
1048576	8	1000	70	5	0.786405	1425334741.791262	1425334741.004839	1612	872
8388608	1	5000	40	5	1.594453	1425337580.379756	1425337578.785183	-2868	232
1048576	8	1000	70	5	0.787308	1425337531.591997	1425337530.804673	1612	872
131072	8	50000	70	5	0.786303	1425333935.432915	1425333934.646596	1612	872
131072	8	50000	70	5	0.657431	1425336725.876316	1425336725.218868	1612	872
131072	8	50000	70	5	0.6601089999999999	1425339522.581138	1425339521.921011	1612	872
4194304	8	5000	70	5	0.659886	1425332590.445619	1425332589.785717	3260	872
4194304	8	5000	70	5	0.659095	1425335382.671279	1425335382.012168	1612	872
4194304	8	5000	70	5	0.78634	1425338178.716365	1425338177.930009	1612	872
524288	8	500	70	5	0.671611	1425331563.082542	1425331562.410823	-2264	872
524288	8	500	70	5	0.671929	1425334360.112793	1425334359.440746	-2232	872
524288	8	500	70	5	0.66006	1425337149.3188	1425337148.658723	1612	872
131072	1	10000	100	5	3.571128	1425332727.20867	1425332723.637525	3092	744
1048576	1	500	40	5	1.443216	1425331336.783912	1425331335.340583	-3100	0
8388608	8	10000	80	5	0.7213039999999999	1425333270.74561	1425333270.024289	3324	936
8388608	8	10000	80	5	0.720523	1425336057.187365	1425336056.466827	1676	936
8388608	8	10000	80	5	0.720691	1425338853.509641	1425338852.788933	1676	936
1048576	8	1000	80	5	0.732747	1425331948.441122	1425331947.708263	-2168	936
1048576	8	1000	80	5	0.720842	1425334745.257436	1425334744.536577	1676	936
1048576	8	1000	80	5	0.732845	1425337535.089191	1425337534.356234	-2168	936
131072	8	50000	80	5	0.719991	1425333938.888647	1425333938.168639	1676	936
131072	8	50000	80	5	0.860555	1425336729.460602	1425336728.60003	1676	936
131072	8	50000	80	5	0.8619599999999999	1425339526.186264	1425339525.324287	1676	936
4194304	8	5000	80	5	0.860886	1425332594.007859	1425332593.146958	1676	936
1048576	1	500	40	5	1.598412	1425334134.874012	1425334133.275489	-2868	232
4194304	8	5000	80	5	0.720853	1425335386.138027	1425335385.417157	1676	936
4194304	8	5000	80	5	0.861133	1425338182.293886	1425338181.432737	1676	936
524288	8	500	80	5	0.861088	1425331566.660731	1425331565.799627	1676	936
524288	8	500	80	5	0.874277	1425334363.708817	1425334362.834424	-2200	936
524288	8	500	80	5	0.7210839999999999	1425337152.760064	1425337152.038964	1676	936
8388608	8	10000	90	5	0.790276	1425333274.384667	1425333273.594374	1736	996
8388608	8	10000	90	5	0.791063	1425336060.896579	1425336060.1055	3384	996
8388608	8	10000	90	5	0.936203	1425338857.376634	1425338856.440415	3384	996
524288	8	1000	90	5	0.944553	1425331952.274088	1425331951.329518	1736	996
524288	8	1000	90	5	0.945454	1425334749.098095	1425334748.152625	1736	996
1048576	1	500	40	5	1.429683	1425336923.905437	1425336922.475737	2364	0
524288	8	1000	90	5	0.790288	1425337538.734339	1425337537.944035	1736	996
131072	8	50000	90	5	0.945461	1425333942.711074	1425333941.765596	1740	1000
131072	8	50000	90	5	0.945133	1425336733.287363	1425336732.342212	1740	1000
131072	8	50000	90	5	0.805603	1425339529.883324	1425339529.077603	-2136	1000
4194304	8	5000	90	5	0.945015	1425332597.854008	1425332596.908976	1736	996
4194304	8	5000	90	5	0.804443	1425335389.822672	1425335389.018119	-2140	996
4194304	8	5000	90	5	0.7908500000000001	1425338185.995503	1425338185.204638	1736	996
262144	8	500	90	5	0.803804	1425331570.343118	1425331569.539203	-2108	996
262144	8	500	90	5	0.790552	1425334367.378629	1425334366.588061	1736	996
262144	8	500	90	5	0.792637	1425337156.440462	1425337155.647809	1736	996
1048576	1	10000	500	5	21.884878	1425332816.928001	1425332795.043107	3060	744
1048576	1	10000	500	5	20.12999	1425335606.18182	1425335586.051813	3060	744
1048576	1	10000	500	5	20.109582	1425338401.503408	1425338381.393809	3060	744
131072	1	1000	500	5	21.996979	1425331745.273898	1425331723.2769	3060	744
131072	1	1000	500	5	21.937871	1425334542.226909	1425334520.289021	3060	744
131072	1	1000	500	5	21.978616	1425337331.418095	1425337309.439462	3060	744
131072	1	50000	500	5	21.924744	1425333492.614239	1425333470.689478	3064	748
