module:input:0:probDimension	module:pub_input::blockSize	module:pub_input::mem_max	module:pub_input::nnz	module:pub_input::t_max	module:measure:time:time	module:measure:timestamp:End	module:measure:timestamp:Start	module:output:0:blocked_mflop_median	module:output:0:unblocked_mflop_max
8388608	6	5000	30	5	0.000529	1425335288.735629	1425335288.73509	340.2765709616921	680.5531419233841
8388608	6	5000	30	5	0.000527	1425338085.153111	1425338085.152574	340.1025469588081	680.2050939176162
1048576	6	500	30	5	0.000519	1425331514.977791	1425331514.977262	337.0939525848589	674.1879051697179
1048576	6	500	30	5	0.000471	1425334312.11857	1425334312.118089	336.8688009804322	673.7376019608645
1048576	6	500	30	5	0.0005330000000000001	1425337101.641918	1425337101.641375	337.5016424113191	675.0032848226382
16777216	6	10000	40	5	0.000518	1425333174.967902	1425333174.967374	339.3168494836635	678.6336989673269
16777216	6	10000	40	5	0.000511	1425335963.88072	1425335963.880199	339.4700050247001	678.9400100494001
16777216	6	10000	40	5	0.000554	1425338760.21016	1425338760.209596	339.2769619403216	678.5539238806432
2097152	6	1000	40	5	0.000514	1425331884.07554	1425331884.075017	339.0532670053862	678.1065340107724
2097152	6	1000	40	5	0.00052	1425334681.774253	1425334681.773724	339.1453995567052	678.2907991134103
2097152	6	1000	40	5	0.000543	1425337470.566846	1425337470.566293	339.4400614765811	678.8801229531623
131072	6	100	40	5	0.000128	1425331289.966294	1425331289.966159	338.9467544774739	677.8935089549478
131072	6	100	40	5	0.000523	1425334087.522553	1425334087.522022	342.3110214266547	684.6220428533095
131072	6	100	40	5	0.000512	1425336876.94503	1425336876.944509	339.0009978220558	678.0019956441115
131072	6	50000	40	5	0.000495	1425333845.255264	1425333845.25476	342.4323550261317	684.8647100522635
131072	6	50000	40	5	0.000507	1425336635.197141	1425336635.196624	342.4618129708788	684.9236259417577
131072	6	50000	40	5	0.000516	1425339432.431176	1425339432.430649	339.0054774062829	678.0109548125657
8388608	6	5000	40	5	0.000513	1425332500.305206	1425332500.304684	339.1807718330053	678.3615436660106
8388608	6	5000	40	5	0.000517	1425335291.286547	1425335291.28602	342.6193465838067	685.2386931676134
8388608	6	5000	40	5	0.000527	1425338087.604157	1425338087.60362	338.4236263986176	676.8472527972351
1048576	6	500	40	5	0.000124	1425331517.519652	1425331517.519522	339.1892423461526	678.3784846923052
1048576	6	500	40	5	0.000528	1425334314.564085	1425334314.563548	339.199706505343	678.3994130106861
1048576	6	500	40	5	0.000545	1425337104.108837	1425337104.108283	339.3208387538412	678.6416775076824
1048576	6	10000	500	5	0.000123	1425333219.462125	1425333219.461994	345.924613918396	691.849227836792
1048576	6	10000	500	5	0.000123	1425336007.265569	1425336007.265438	346.2613254298382	692.5226508596764
1048576	6	10000	500	5	0.000124	1425338803.885532	1425338803.885401	346.3818887073678	692.7637774147356
131072	6	1000	500	5	0.000128	1425331928.649826	1425331928.649691	346.4133137850433	692.8266275700865
131072	6	1000	500	5	0.000129	1425334725.263766	1425334725.26363	346.2960576203881	692.5921152407761
131072	6	1000	500	5	0.000123	1425337515.062239	1425337515.062109	345.5506514640017	691.1013029280034
131072	6	50000	500	5	0.000122	1425333889.083459	1425333889.08333	346.3954748613655	692.7909497227309
131072	6	50000	500	5	0.000122	1425336679.831524	1425336679.831394	346.0995818847718	692.1991637695436
131072	6	50000	500	5	0.000122	1425339476.131563	1425339476.131433	346.2903633411692	692.5807266823384
524288	6	5000	500	5	0.000123	1425332544.261566	1425332544.261435	346.2892683089424	692.5785366178848
524288	6	5000	500	5	0.000128	1425335334.595862	1425335334.595727	346.386315046943	692.7726300938861
524288	6	5000	500	5	0.000123	1425338130.787594	1425338130.787464	346.2989924374231	692.5979848748461
16777216	6	10000	50	5	0.000512	1425333177.680735	1425333177.680202	341.3520181806892	682.7040363613785
16777216	6	10000	50	5	0.000515	1425335966.477289	1425335966.476764	343.93473203699	687.86946407398
16777216	6	10000	50	5	0.000129	1425338763.026462	1425338763.026325	340.4412857748856	680.8825715497711
1048576	6	1000	50	5	0.00051	1425331886.703128	1425331886.702608	340.1380565512459	680.2761131024918
1048576	6	1000	50	5	0.000527	1425334684.404216	1425334684.40368	340.5691461782589	681.1382923565178
1048576	6	1000	50	5	0.000519	1425337473.216379	1425337473.215852	340.6979824181046	681.3959648362091
131072	6	100	50	5	0.00053	1425331292.564798	1425331292.564258	340.4781840748158	680.9563681496315
131072	6	100	50	5	0.000131	1425334090.203288	1425334090.20315	340.4878492370343	680.9756984740685
131072	6	100	50	5	0.000128	1425336879.663579	1425336879.663443	339.7942323488509	679.5884646977017
131072	6	50000	50	5	0.000505	1425333847.852047	1425333847.851534	340.2964055596966	680.5928111193931
131072	6	50000	50	5	0.000513	1425336637.809698	1425336637.809175	340.1691883423055	680.338376684611
131072	6	50000	50	5	0.000513	1425339435.133567	1425339435.133044	340.1380565512459	680.2761131024918
8388608	6	5000	50	5	0.000515	1425332502.905298	1425332502.904774	340.6276160788141	681.2552321576283
8388608	6	5000	50	5	0.00053	1425335293.897165	1425335293.896626	340.4289881187301	680.8579762374602
8388608	6	5000	50	5	0.000183	1425338090.320612	1425338090.320421	340.4417249933235	680.8834499866471
524288	6	500	50	5	0.000125	1425331520.13498	1425331520.134849	340.6535602832338	681.3071205664677
524288	6	500	50	5	0.000512	1425334317.176725	1425334317.176204	344.2811513855202	688.5623027710404
524288	6	500	50	5	0.000521	1425337106.734483	1425337106.733952	340.5555207400677	681.1110414801354
8388608	6	10000	60	5	0.000519	1425333180.732093	1425333180.731565	341.1073866801518	682.2147733603035
8388608	6	10000	60	5	0.000532	1425335969.435963	1425335969.435422	341.5814359100752	683.1628718201504
8388608	6	10000	60	5	0.000555	1425338765.994973	1425338765.994409	341.5280307640697	683.0560615281394
1048576	6	1000	60	5	0.000519	1425331889.643781	1425331889.643252	341.2171274193582	682.4342548387164
1048576	6	1000	60	5	0.000511	1425334687.453382	1425334687.452862	341.0809324349477	682.1618648698955
1048576	6	1000	60	5	0.0005419999999999999	1425337476.192733	1425337476.192181	341.5771911816027	683.1543823632054
131072	6	100	60	5	0.000504	1425331295.51928	1425331295.518768	345.1373494750456	690.2746989500912
131072	6	100	60	5	0.000514	1425334093.252059	1425334093.251536	341.5418225465254	683.0836450930508
131072	6	100	60	5	0.000512	1425336882.738046	1425336882.737524	341.5771911816027	683.1543823632054
131072	6	50000	60	5	0.000494	1425333850.899561	1425333850.899057	341.6766162700361	683.3532325400722
131072	6	50000	60	5	0.000504	1425336640.750676	1425336640.750162	341.491258122426	682.9825162448519
131072	6	50000	60	5	0.000512	1425339438.096505	1425339438.095984	341.6529046775128	683.3058093550255
4194304	6	5000	60	5	0.000518	1425332505.982684	1425332505.982157	341.3223471911787	682.6446943823574
4194304	6	5000	60	5	0.00052	1425335296.85354	1425335296.85301	341.4081952510037	682.8163905020075
4194304	6	5000	60	5	0.000558	1425338093.277105	1425338093.276537	341.6854647223773	683.3709294447547
524288	6	500	60	5	0.000128	1425331523.197327	1425331523.197192	341.4629768630187	682.9259537260374
524288	6	500	60	5	0.000124	1425334320.141692	1425334320.141561	341.31493024974	682.6298604994801
524288	6	500	60	5	0.000129	1425337109.724583	1425337109.724447	341.2407785602334	682.4815571204668
8388608	6	10000	70	5	0.0005240000000000001	1425333184.062104	1425333184.06157	342.859397885422	685.7187957708439
8388608	6	10000	70	5	0.00053	1425335972.857522	1425335972.856982	342.5262063817028	685.0524127634055
8388608	6	10000	70	5	0.000565	1425338769.302262	1425338769.301687	342.7103755628747	685.4207511257493
1048576	6	1000	70	5	0.000143	1425331892.938431	1425331892.938281	339.6939172015585	679.3878344031169
1048576	6	1000	70	5	0.000123	1425334690.905612	1425334690.905482	342.9345518893026	685.8691037786051
1048576	6	1000	70	5	0.000149	1425337479.494557	1425337479.494401	339.5423904143291	679.0847808286582
131072	6	50000	70	5	0.000125	1425333854.20595	1425333854.205818	342.5519959373361	685.1039918746721
131072	6	50000	70	5	0.000505	1425336644.227713	1425336644.227198	342.4624902246063	684.9249804492126
131072	6	50000	70	5	0.000508	1425339441.400256	1425339441.399737	342.3520063187775	684.704012637555
4194304	6	5000	70	5	0.000522	1425332509.268309	1425332509.267778	342.9280154506333	685.8560309012666
4194304	6	5000	70	5	0.000125	1425335300.280732	1425335300.2806	342.8011984514895	685.602396902979
4194304	6	5000	70	5	0.000559	1425338096.574885	1425338096.574316	342.5846089812254	685.1692179624507
524288	6	500	70	5	0.000522	1425331526.619032	1425331526.618501	342.0493556852944	684.0987113705888
524288	6	500	70	5	0.000148	1425334323.580524	1425334323.580369	340.6223397750859	681.2446795501719
524288	6	500	70	5	0.000525	1425337113.173676	1425337113.173141	342.6317606306628	685.2635212613256
8388608	6	10000	80	5	0.00052	1425333187.525366	1425333187.524836	342.6287719212567	685.2575438425133
8388608	6	10000	80	5	0.000521	1425335976.336599	1425335976.336068	342.5392716924581	685.0785433849162
8388608	6	10000	80	5	0.000552	1425338772.784103	1425338772.783542	342.3844673821984	684.7689347643967
1048576	6	1000	80	5	0.000518	1425331896.397979	1425331896.397451	342.6564251774001	685.3128503548003
1048576	6	1000	80	5	0.000514	1425334694.385322	1425334694.384799	342.6690212092104	685.3380424184209
1048576	6	1000	80	5	0.000525	1425337483.109284	1425337483.10875	342.7813311129444	685.5626622258887
131072	6	50000	80	5	0.000514	1425333857.673049	1425333857.672525	342.4613050323411	684.9226100646822
131072	6	50000	80	5	0.000499	1425336647.699665	1425336647.699157	342.4782631796106	684.9565263592211
131072	6	50000	80	5	0.000527	1425339444.866978	1425339444.866441	342.6586157251078	685.3172314502157
4194304	6	5000	80	5	0.000525	1425332512.881848	1425332512.881315	342.6528655971092	685.3057311942183
4194304	6	5000	80	5	0.0005240000000000001	1425335303.761613	1425335303.761081	342.3123096806331	684.6246193612662
4194304	6	5000	80	5	0.000129	1425338100.033107	1425338100.032971	342.601123128131	685.2022462562619
524288	6	500	80	5	0.000124	1425331530.113988	1425331530.113856	342.5023356918011	685.0046713836023
524288	6	500	80	5	0.000514	1425334327.184758	1425334327.184228	342.665461367216	685.3309227344321
524288	6	500	80	5	0.000522	1425337116.702567	1425337116.702036	342.278974350329	684.557948700658
8388608	6	10000	90	5	0.000125	1425333191.497031	1425333191.496898	344.0558994811757	688.1117989623514
8388608	6	10000	90	5	0.000129	1425335980.323169	1425335980.323033	343.8352131937717	687.6704263875434
8388608	6	10000	90	5	0.000581	1425338776.767261	1425338776.76667	343.8894618972653	687.7789237945307
524288	6	1000	90	5	0.000128	1425331900.359375	1425331900.35924	343.7702328789776	687.5404657579552
524288	6	1000	90	5	0.000522	1425334698.377088	1425334698.376556	343.8564804693609	687.7129609387217
524288	6	1000	90	5	0.0005330000000000001	1425337487.087523	1425337487.08698	343.8342574229353	687.6685148458706
131072	6	50000	90	5	0.000504	1425333861.640607	1425333861.640094	343.4209073198225	686.841814639645
131072	6	50000	90	5	0.000518	1425336651.520791	1425336651.520263	343.7802650005697	687.5605300011395
131072	6	50000	90	5	0.000525	1425339448.880256	1425339448.879722	343.6840285437426	687.3680570874852
4194304	6	5000	90	5	0.000511	1425332516.856305	1425332516.855784	343.9827044957295	687.9654089914591
4194304	6	5000	90	5	0.000526	1425335307.55974	1425335307.559205	343.7902977077065	687.5805954154131
4194304	6	5000	90	5	0.000537	1425338103.855964	1425338103.855417	343.8524179774969	687.7048359549938
262144	6	500	90	5	0.00013	1425331533.962815	1425331533.962678	343.7692774693627	687.5385549387255
262144	6	500	90	5	0.000132	1425334331.013842	1425334331.013703	343.9836610920346	687.9673221840692
262144	6	500	90	5	0.000123	1425337120.527124	1425337120.526994	343.7912532341648	687.5825064683296
524288	8	10000	1000	5	0.000122	1425333331.259908	1425333331.259778	343.7110231370247	687.4220462740494
524288	8	10000	1000	5	0.000129	1425336119.698771	1425336119.698634	343.6540651223661	687.3081302447322
524288	8	10000	1000	5	0.000124	1425338914.511502	1425338914.511371	343.6726265056656	687.3452530113312
131072	8	50000	1000	5	0.000123	1425334000.62032	1425334000.62019	343.6710151950056	687.3420303900111
131072	8	50000	1000	5	0.000124	1425336790.138969	1425336790.138838	343.7498582264896	687.4997164529792
131072	8	50000	1000	5	0.000123	1425339588.865145	1425339588.865015	343.7805327588272	687.5610655176545
262144	8	5000	1000	5	0.000124	1425332655.894944	1425332655.894813	343.5115916599829	687.0231833199658
262144	8	5000	1000	5	0.000125	1425335446.031071	1425335446.030939	343.4593774089149	686.9187548178298
262144	8	5000	1000	5	0.000124	1425338242.033071	1425338242.03294	343.3923355316457	686.7846710632914
8388608	8	10000	100	5	0.000525	1425333278.518098	1425333278.517564	343.4135006096615	686.8270012193231
8388608	8	10000	100	5	0.000529	1425336065.214072	1425336065.213533	343.5424664347646	687.0849328695292
8388608	8	10000	100	5	0.000123	1425338861.684751	1425338861.684614	343.3330749846542	686.6661499693084
524288	8	1000	100	5	0.000513	1425331956.413436	1425331956.412913	341.9094114354434	683.8188228708867
524288	8	1000	100	5	0.000531	1425334753.449965	1425334753.449424	343.5139824486843	687.0279648973686
524288	8	1000	100	5	0.000534	1425337543.074518	1425337543.073974	343.6064694279896	687.2129388559792
131072	8	50000	100	5	0.000135	1425333947.02076	1425333947.020617	341.9591036473816	683.9182072947632
131072	8	50000	100	5	0.000518	1425336737.411946	1425336737.411419	342.9710081428929	685.9420162857857
131072	8	50000	100	5	0.000564	1425339534.012814	1425339534.01224	343.1669813422228	686.3339626844455
4194304	8	5000	100	5	0.000512	1425332601.982946	1425332601.982425	343.5934604373628	687.1869208747256
4194304	8	5000	100	5	0.0005330000000000001	1425335394.165968	1425335394.165426	343.488804887109	686.977609774218
4194304	8	5000	100	5	0.000129	1425338190.146637	1425338190.146501	343.7607940093638	687.5215880187276
262144	8	500	100	5	0.000124	1425331574.477607	1425331574.477476	343.7331004149595	687.466200829919
262144	8	500	100	5	0.000123	1425334371.521713	1425334371.521582	343.5370995255159	687.0741990510318
262144	8	500	100	5	0.000124	1425337160.592344	1425337160.592213	343.4644563303145	686.928912660629
4194304	8	10000	200	5	0.000529	1425333285.371237	1425333285.370699	343.4197712670478	686.8395425340957
4194304	8	10000	200	5	0.000124	1425336072.053901	1425336072.05377	343.3923140824339	686.7846281648679
4194304	8	10000	200	5	0.000554	1425338868.509123	1425338868.508558	343.4189131635653	686.8378263271306
262144	8	1000	200	5	0.000126	1425331963.254797	1425331963.254663	342.6428022481119	685.2856044962239
262144	8	1000	200	5	0.000128	1425334760.635555	1425334760.635419	343.1864179445114	686.3728358890229
262144	8	1000	200	5	0.000154	1425337549.930835	1425337549.930674	342.0999480635854	684.1998961271709
131072	8	50000	200	5	0.000122	1425333953.854887	1425333953.854758	342.4131691353684	684.8263382707368
131072	8	50000	200	5	0.000123	1425336744.242941	1425336744.242811	342.344296571954	684.688593143908
131072	8	50000	200	5	0.000127	1425339541.190747	1425339541.190607	342.7323059190911	685.4646118381822
2097152	8	5000	200	5	0.000149	1425332609.15067	1425332609.150515	343.2511291035169	686.5022582070337
2097152	8	5000	200	5	0.000122	1425335400.998254	1425335400.998125	343.1729216725063	686.3458433450127
2097152	8	5000	200	5	0.000123	1425338196.977995	1425338196.977864	343.3833056503836	686.7666113007672
131072	8	500	200	5	0.000123	1425331581.311701	1425331581.31157	343.238163489523	686.476326979046
131072	8	500	200	5	0.000509	1425334378.404268	1425334378.403749	343.5305025852779	687.0610051705559
131072	8	500	200	5	0.000123	1425337167.434129	1425337167.433998	343.3882387808176	686.7764775616351
33554432	8	10000	20	5	0.000124	1425333253.974132	1425333253.974001	351.7096022933121	703.4192045866242
33554432	8	10000	20	5	0.000125	1425336040.0903	1425336040.090169	351.7846210719799	703.5692421439597
33554432	8	10000	20	5	0.000124	1425338836.63855	1425338836.638418	350.2493856846834	700.4987713693668
2097152	8	1000	20	5	0.000124	1425331931.624502	1425331931.624371	347.9054314048175	695.810862809635
2097152	8	1000	20	5	0.000123	1425334728.259046	1425334728.258915	351.0031852606824	702.0063705213648
2097152	8	1000	20	5	0.000124	1425337518.019468	1425337518.019336	351.595260237752	703.1905204755039
262144	8	100	20	5	0.000123	1425331305.213268	1425331305.213138	353.6790795250017	707.3581590500035
262144	8	100	20	5	0.000126	1425334102.945177	1425334102.945044	355.9682058332411	711.9364116664823
262144	8	100	20	5	0.000123	1425336892.277891	1425336892.277761	355.542309014899	711.084618029798
131072	8	50000	20	5	0.000127	1425333921.822327	1425333921.822193	343.9565674913647	687.9131349827294
131072	8	50000	20	5	0.000123	1425336712.578028	1425336712.577897	347.2333874585701	694.4667749171401
131072	8	50000	20	5	0.000125	1425339508.958577	1425339508.958445	347.9944384069545	695.9888768139091
16777216	8	5000	20	5	0.000125	1425332577.120956	1425332577.120824	351.1255520924403	702.2511041848805
16777216	8	5000	20	5	0.000124	1425335369.177214	1425335369.177082	351.5090842401235	703.0181684802469
16777216	8	5000	20	5	0.000124	1425338165.363111	1425338165.36298	351.7696147561447	703.5392295122894
1048576	8	500	20	5	0.000122	1425331549.762168	1425331549.762038	351.4304386924177	702.8608773848355
1048576	8	500	20	5	0.000123	1425334346.79958	1425334346.799449	351.7058521942599	703.4117043885198
1048576	8	500	20	5	0.000124	1425337135.964513	1425337135.964382	351.0816396757971	702.1632793515942
16777216	8	10000	30	5	0.0005240000000000001	1425333256.090626	1425333256.090093	339.1415146004738	678.2830292009477
16777216	8	10000	30	5	0.000546	1425336042.26101	1425336042.260454	345.2779160369611	690.5558320739223
16777216	8	10000	30	5	0.000484	1425338838.732403	1425338838.731909	345.1620734700861	690.3241469401721
2097152	8	1000	30	5	0.00052	1425331933.788538	1425331933.788008	339.3803180868968	678.7606361737936
2097152	8	1000	30	5	0.000525	1425334730.424114	1425334730.423579	339.6883142511566	679.3766285023132
2097152	8	1000	30	5	0.000558	1425337520.151797	1425337520.151217	339.4634874992233	678.9269749984467
262144	8	100	30	5	0.000544	1425331307.331548	1425331307.330994	339.8504002630374	679.7008005260748
262144	8	100	30	5	0.000535	1425334105.06641	1425334105.065866	339.828736094947	679.6574721898941
262144	8	100	30	5	0.000536	1425336894.423	1425336894.422455	340.0441875793177	680.0883751586354
131072	8	50000	30	5	0.000559	1425333923.947977	1425333923.947408	337.4171147308862	674.8342294617723
131072	8	50000	30	5	0.000504	1425336714.698391	1425336714.697877	338.9363469247323	677.8726938494647
131072	8	50000	30	5	0.000528	1425339511.144025	1425339511.143488	339.386210640548	678.7724212810961
8388608	8	5000	30	5	0.000515	1425332579.296406	1425332579.295882	344.3681765125848	688.7363530251696
8388608	8	5000	30	5	0.000541	1425335371.294279	1425335371.293728	339.1199407127766	678.2398814255532
8388608	8	5000	30	5	0.000527	1425338167.483534	1425338167.482997	339.2108311159016	678.4216622318032
1048576	8	500	30	5	0.000525	1425331551.861905	1425331551.861371	339.1722457857638	678.3444915715277
1048576	8	500	30	5	0.000531	1425334348.90402	1425334348.90348	339.1885944301318	678.3771888602636
1048576	8	500	30	5	0.000538	1425337138.088957	1425337138.088409	339.3286033399365	678.657206679873
16777216	8	10000	40	5	0.00052	1425333258.409342	1425333258.408813	341.2269228999792	682.4538457999585
16777216	8	10000	40	5	0.000526	1425336044.668873	1425336044.668337	340.6460053988491	681.2920107976981
16777216	8	10000	40	5	0.0005330000000000001	1425338841.162038	1425338841.161495	341.229040868224	682.4580817364481
2097152	8	1000	40	5	0.000527	1425331936.18807	1425331936.187533	341.1491058004043	682.2982116008086
2097152	8	1000	40	5	0.0005419999999999999	1425334732.783847	1425334732.783295	341.2089212313804	682.4178424627607
2097152	8	1000	40	5	0.000571	1425337522.564212	1425337522.563631	341.2666391802239	682.5332783604478
131072	8	100	40	5	0.000125	1425331309.689971	1425331309.689838	339.079676798653	678.159353597306
131072	8	100	40	5	0.000508	1425334107.49769	1425334107.497173	341.0491073807892	682.0982147615784
131072	8	100	40	5	0.000521	1425336896.786032	1425336896.785502	341.260283954108	682.5205679082161
131072	8	50000	40	5	0.000502	1425333926.38405	1425333926.38354	341.5958455226408	683.1916910452816
131072	8	50000	40	5	0.000518	1425336717.035988	1425336717.035461	347.8625041013805	695.725008202761
131072	8	50000	40	5	0.000538	1425339513.583571	1425339513.583023	341.4823275139605	682.9646550279209
8388608	8	5000	40	5	0.000513	1425332581.644569	1425332581.644047	340.6966709301587	681.3933418603174
8388608	8	5000	40	5	0.000541	1425335373.696211	1425335373.69566	341.1866864982111	682.3733729964223
8388608	8	5000	40	5	0.000142	1425338169.797954	1425338169.797804	337.5686191228529	675.1372382457057
1048576	8	500	40	5	0.000508	1425331554.241407	1425331554.240889	341.086666049129	682.173332098258
1048576	8	500	40	5	0.000518	1425334351.263468	1425334351.262942	341.3132514053607	682.6265028107214
1048576	8	500	40	5	0.000546	1425337140.498259	1425337140.497703	341.4913425409234	682.9826850818469
1048576	8	10000	500	5	0.000123	1425333301.685417	1425333301.685286	343.6238883995665	687.247776799133
1048576	8	10000	500	5	0.000123	1425336088.394266	1425336088.394136	343.410432811939	686.8208656238779
1048576	8	10000	500	5	0.000123	1425338884.893572	1425338884.893442	343.5908646568982	687.1817293137965
131072	8	1000	500	5	0.000123	1425331978.697646	1425331978.697516	343.7137024664622	687.4274049329243
131072	8	1000	500	5	0.000121	1425334776.978136	1425334776.978008	343.8519466911292	687.7038933822585
131072	8	1000	500	5	0.000133	1425337565.375799	1425337565.375658	343.4256282783573	686.8512565567146
131072	8	50000	500	5	0.000123	1425333969.313315	1425333969.313186	343.460067799719	686.9201355994379
131072	8	50000	500	5	0.000123	1425336760.573205	1425336760.573075	343.3963452194617	686.7926904389234
131072	8	50000	500	5	0.000123	1425339557.563174	1425339557.563044	343.5167015578831	687.0334031157662
524288	8	5000	500	5	0.000122	1425332624.589226	1425332624.589096	343.512059442021	687.0241188840421
524288	8	5000	500	5	0.000124	1425335416.457353	1425335416.457221	343.4854442271938	686.9708884543876
524288	8	5000	500	5	0.000124	1425338212.449586	1425338212.449455	343.6212036518305	687.242407303661
16777216	8	10000	50	5	0.000536	1425333260.955902	1425333260.955357	341.5980565132978	683.1961130265956
16777216	8	10000	50	5	0.000527	1425336047.254608	1425336047.254073	341.9770004707383	683.9540009414766
16777216	8	10000	50	5	0.000559	1425338843.725841	1425338843.725272	341.1021856604164	682.2043713208327
1048576	8	1000	50	5	0.000515	1425331938.734459	1425331938.733936	341.7914077261553	683.5828154523106
1048576	8	1000	50	5	0.000537	1425334735.33004	1425334735.329494	347.4615359963342	694.9230719926685
1048576	8	1000	50	5	0.000536	1425337525.217799	1425337525.217253	341.9384479287208	683.8768958574416
131072	8	100	50	5	0.000519	1425331312.27132	1425331312.270792	341.687404477627	683.374808955254
131072	8	100	50	5	0.000125	1425334110.077893	1425334110.077761	341.6559946686278	683.3119893372556
131072	8	100	50	5	0.000126	1425336899.358335	1425336899.358202	337.4089175183292	674.8178350366584
131072	8	50000	50	5	0.000502	1425333928.956509	1425333928.955997	341.8950313364705	683.7900626729411
131072	8	50000	50	5	0.0005240000000000001	1425336719.639119	1425336719.638586	341.7449303660496	683.4898607320993
131072	8	50000	50	5	0.0005509999999999999	1425339516.219222	1425339516.21866	342.0607825085748	684.1215650171496
8388608	8	5000	50	5	0.000519	1425332584.19117	1425332584.190642	341.8024756276481	683.6049512552961
8388608	8	5000	50	5	0.000543	1425335376.342885	1425335376.342333	341.5631262069912	683.1262524139825
8388608	8	5000	50	5	0.000547	1425338172.367063	1425338172.366507	341.1334937195025	682.266987439005
524288	8	500	50	5	0.00052	1425331556.809007	1425331556.808477	341.640955396363	683.281910792726
524288	8	500	50	5	0.000124	1425334353.870421	1425334353.870289	341.8990181147555	683.798036229511
524288	8	500	50	5	0.0005330000000000001	1425337143.075433	1425337143.07489	341.9512978102027	683.9025956204055
8388608	8	10000	60	5	0.000526	1425333264.050531	1425333264.049995	343.0586743554262	686.1173487108524
8388608	8	10000	60	5	0.000129	1425336050.38155	1425336050.381414	343.179134110303	686.3582682206061
8388608	8	10000	60	5	0.000552	1425338846.856091	1425338846.855529	343.2383911829717	686.4767823659433
1048576	8	1000	60	5	0.000512	1425331941.743175	1425331941.742654	342.7405323491272	685.4810646982544
1048576	8	1000	60	5	0.000529	1425334738.430579	1425334738.430041	343.0814213861185	686.162842772237
1048576	8	1000	60	5	0.000543	1425337528.234229	1425337528.233677	343.29331430883	686.5866286176599
131072	8	100	60	5	0.000513	1425331315.26958	1425331315.269057	343.1570434894286	686.3140869788572
131072	8	100	60	5	0.000508	1425334113.185458	1425334113.184941	343.2370518140819	686.4741036281638
131072	8	100	60	5	0.000519	1425336902.356161	1425336902.355632	343.0586743554262	686.1173487108524
131072	8	50000	60	5	0.000514	1425333932.071066	1425333932.070544	343.013858151777	686.0277163035539
131072	8	50000	60	5	0.000509	1425336722.65751	1425336722.656993	342.9603616021024	685.9207232042047
131072	8	50000	60	5	0.000544	1425339519.341495	1425339519.340942	343.0824250010677	686.1648500021355
4194304	8	5000	60	5	0.000511	1425332587.200633	1425332587.200113	342.9603616021024	685.9207232042047
4194304	8	5000	60	5	0.000546	1425335379.457838	1425335379.457284	343.2959939353244	686.5919878706487
4194304	8	5000	60	5	0.000558	1425338175.368062	1425338175.367495	343.1861635406793	686.3723270813585
524288	8	500	60	5	0.000147	1425331559.828603	1425331559.828448	341.5487582181098	683.0975164362195
524288	8	500	60	5	0.000516	1425334356.863884	1425334356.863359	343.2564736861145	686.512947372229
524288	8	500	60	5	0.000528	1425337146.084394	1425337146.083857	343.2072535597426	686.4145071194853
8388608	8	10000	70	5	0.0005240000000000001	1425333267.303661	1425333267.303128	342.8973016890515	685.794603378103
8388608	8	10000	70	5	0.000522	1425336053.760561	1425336053.760031	342.7814923154783	685.5629846309565
8388608	8	10000	70	5	0.000131	1425338850.088799	1425338850.088661	343.0830569097889	686.1661138195778
1048576	8	1000	70	5	0.000512	1425331944.963283	1425331944.962761	343.2713950461628	686.5427900923256
1048576	8	1000	70	5	0.000534	1425334741.811853	1425334741.81131	342.7117475061062	685.4234950122124
1048576	8	1000	70	5	0.000547	1425337531.613965	1425337531.613408	342.7402355735006	685.4804711470013
131072	8	50000	70	5	0.000511	1425333935.450814	1425333935.450293	343.1229090323537	686.2458180647074
131072	8	50000	70	5	0.000504	1425336725.893692	1425336725.89318	343.2713950461628	686.5427900923256
131072	8	50000	70	5	0.000558	1425339522.605895	1425339522.605327	342.8711635072936	685.7423270145872
4194304	8	5000	70	5	0.000122	1425332590.449961	1425332590.449832	343.2514505774649	686.5029011549298
4194304	8	5000	70	5	0.000534	1425335382.692204	1425335382.691662	342.9522642731598	685.9045285463196
4194304	8	5000	70	5	0.000555	1425338178.739225	1425338178.73866	342.8186021852788	685.6372043705576
524288	8	500	70	5	0.000142	1425331563.088552	1425331563.088403	341.3013028664454	682.6026057328908
524288	8	500	70	5	0.000129	1425334360.118841	1425334360.118704	343.227936942319	686.4558738846381
524288	8	500	70	5	0.000541	1425337149.341259	1425337149.340708	343.0667023747641	686.1334047495282
8388608	8	10000	80	5	0.000129	1425333270.750867	1425333270.750731	342.5163165558706	685.0326331117411
8388608	8	10000	80	5	0.0005419999999999999	1425336057.207068	1425336057.206516	342.7963649865042	685.5927299730084
8388608	8	10000	80	5	0.000534	1425338853.531765	1425338853.53122	342.8610360330821	685.7220720661643
1048576	8	1000	80	5	0.000128	1425331948.44762	1425331948.447485	342.8532849100936	685.7065698201872
1048576	8	1000	80	5	0.000521	1425334745.27634	1425334745.275811	342.7728542906556	685.5457085813111
1048576	8	1000	80	5	0.00013	1425337535.094757	1425337535.09462	342.7199670144482	685.4399340288965
131072	8	50000	80	5	0.000497	1425333938.908718	1425333938.908211	343.2833330682633	686.5666661365267
131072	8	50000	80	5	0.000514	1425336729.482011	1425336729.481487	343.1261213976429	686.2522427952858
131072	8	50000	80	5	0.000546	1425339526.209458	1425339526.208902	343.1475387034809	686.2950774069618
