module:input:0:probDimension	module:pub_input::blockSize	module:pub_input::mem_max	module:pub_input::nnz	module:pub_input::t_max	module:measure:PAPI:PAPI_L2_DCM	module:measure:PAPI:PAPI_L2_DC_MR	module:measure:PAPI:PAPI_TOT_INS	module:measure:time:time	module:measure:timestamp:End	module:measure:timestamp:Start	module:output:0:rssUsage	module:output:0:vmUsage
1048576	2	1000	60	5	29509058	0.468905883707724	6287280541	1.073162	1425449993.049391	1425449991.976223	976	244
1048576	2	1000	60	5	29703074	0.4717876141121437	6287280570	1.074159	1425452781.675411	1425452780.601244	976	244
131072	2	100	60	5	22214428	0.4781261192076698	5388110584	0.93925	1425446703.229034	1425446702.289732	-3120	0
131072	2	100	60	5	21565235	0.4651580768519049	5388110230	0.928718	1425449489.832676	1425449488.903948	2364	0
131072	2	100	60	5	22150351	0.4768799969342377	5388110187	0.928916	1425452280.263966	1425452279.335042	732	0
131072	2	50000	60	5	29435496	0.4679212818172367	6287280477	1.073343	1425449075.720874	1425449074.647522	976	244
131072	2	50000	60	5	29499708	0.4687736007994465	6287280457	1.07386	1425451863.915798	1425451862.841931	976	244
131072	1	50000	200	5	206412419	0.6303083149618471	39790700854	7.414195	1425454447.904303	1425454440.4901	3080	756
131072	2	50000	60	5	29819325	0.4733739162496228	6287280466	1.073192	1425454660.970203	1425454659.897004	976	244
4194304	2	5000	60	5	29651656	0.4710052495170202	6287280566	1.074057	1425447734.109988	1425447733.035923	976	244
4194304	2	5000	60	5	22236308	0.478373960673498	5388110413	0.92847	1425450520.111642	1425450519.183165	732	0
4194304	2	5000	60	5	30018574	0.476325777816093	6287280563	1.075813	1425453313.103207	1425453312.027386	976	244
524288	2	500	60	5	21613456	0.4662569280989085	5388108706	0.927613	1425446883.973704	1425446883.046084	732	0
524288	2	500	60	5	21826531	0.4705297746200828	5388108719	0.927774	1425449670.16194	1425449669.234158	732	0
524288	2	500	60	5	22293950	0.4796818953566456	5388108826	0.930728	1425452461.515954	1425452460.585218	732	0
8388608	2	10000	70	5	33876066	0.4625090051594857	7285257224	1.246101	1425448409.57802	1425448408.331912	976	244
8388608	2	10000	70	5	25043934	0.4636400822387559	6239286432	1.078563	1425451194.566457	1425451193.487886	732	0
8388608	2	10000	70	5	25009413	0.4630409395378572	6239286431	1.077593	1425453996.305936	1425453995.228336	732	0
2097152	1	5000	200	5	206446339	0.6303683161281258	39790701828	7.425672	1425447519.315024	1425447511.889343	3092	756
1048576	2	1000	70	5	24705123	0.4578722385465234	6239286431	1.077306	1425447211.689323	1425447210.612009	732	0
1048576	2	1000	70	5	25045849	0.4635382562579893	6239286810	1.089046	1425449997.643735	1425449996.554637	-3084	0
1048576	2	1000	70	5	25240311	0.4669459440139452	6239286433	1.076952	1425452786.228796	1425452785.151837	732	0
131072	2	50000	70	5	25507715	0.4716237262961732	6239285809	1.078475	1425449080.272076	1425449079.193593	732	0
131072	2	50000	70	5	33954255	0.4636398560474192	7285256582	1.247834	1425451868.670155	1425451867.422311	2588	244
131072	2	50000	70	5	34395470	0.4691284807166347	7285256535	1.247936	1425454665.693227	1425454664.445283	976	244
4194304	2	5000	70	5	25240538	0.4668988273449563	6239286467	1.078471	1425447738.689364	1425447737.610883	2340	0
4194304	2	5000	70	5	34429092	0.4694808405856832	7285257231	1.249061	1425450524.844865	1425450523.595796	976	244
4194304	2	5000	70	5	25880417	0.4777897087896493	6239286806	1.090456	1425453317.664655	1425453316.574146	-3084	0
524288	2	500	70	5	25121180	0.4651602109091388	6239284747	1.077937	1425446888.544577	1425446887.466629	2344	0
2097152	1	5000	200	5	281209905	0.6300318916197629	43903945514	8.154619	1425450303.888824	1425450295.734195	3092	756
524288	2	500	70	5	25167920	0.4658564265836869	6239284716	1.078125	1425449674.731723	1425449673.65359	732	0
524288	2	500	70	5	34455962	0.4699741612133181	7285255513	1.247002	1425452466.233779	1425452464.986769	976	244
8388608	2	10000	80	5	37499498	0.4521221329647504	8253308743	1.416696	1425448414.795379	1425448413.378676	976	244
8388608	2	10000	80	5	28288048	0.4616607083193002	7060537335	1.226882	1425451199.614639	1425451198.387747	2336	0
8388608	2	10000	80	5	37455715	0.4516999815223201	8253308743	1.41772	1425454001.531953	1425454000.114226	976	244
1048576	2	1000	80	5	27358648	0.4475942648038321	7060537311	1.22532	1425447216.715996	1425447215.490669	732	0
1048576	2	1000	80	5	27461468	0.4492161980795545	7060537298	1.227324	1425450002.669022	1425450001.441689	732	0
1048576	2	1000	80	5	27925111	0.4560875581409288	7060537286	1.225206	1425452791.262822	1425452790.037608	732	0
131072	2	50000	80	5	38529030	0.4633882439976963	8253308068	1.420582	1425449085.497744	1425449084.077154	976	244
131072	2	50000	80	5	27507641	0.4499033197354708	7060536655	1.227564	1425451873.701473	1425451872.4739	732	0
2097152	1	5000	200	5	206383366	0.6303518224223726	39790701848	7.415036	1425453094.534034	1425453087.118988	3092	756
131072	2	50000	80	5	28272213	0.4613790069433493	7060536650	1.227375	1425454670.736765	1425454669.509383	732	0
4194304	2	5000	80	5	27715669	0.4530538064542663	7060537286	1.225245	1425447743.708783	1425447742.48353	732	0
4194304	2	5000	80	5	27587716	0.4511810621586649	7060537301	1.224998	1425450529.877767	1425450528.652761	732	0
4194304	2	5000	80	5	38031813	0.4580219417337875	8253308740	1.420017	1425453322.880488	1425453321.460463	976	244
524288	2	500	80	5	27600679	0.4510030494082438	7060535575	1.225388	1425446893.563644	1425446892.338249	732	0
524288	2	500	80	5	27777038	0.4537390870687967	7060535575	1.225523	1425449679.784057	1425449678.558526	732	0
524288	2	500	80	5	28263808	0.4611292591259763	7060535585	1.226617	1425452471.267029	1425452470.040404	732	0
8388608	2	10000	90	5	30731948	0.4473735501950639	7919453014	1.370378	1425448420.317734	1425448418.947348	732	0
8388608	2	10000	90	5	42709510	0.4577440730706394	9259025117	1.587466	1425451205.313425	1425451203.725952	976	244
8388608	2	10000	90	5	31356460	0.4558596484617114	7919453383	1.383352	1425454007.042519	1425454005.659114	-3120	0
131072	1	500	200	5	206490990	0.6307281896603066	39790701547	7.403026	1425446866.118744	1425446858.715708	3080	756
524288	2	1000	90	5	30627218	0.4461198627136964	7919451293	1.369124	1425447222.206364	1425447220.837233	732	0
524288	2	1000	90	5	31199292	0.4538435045752827	7919451328	1.371118	1425450008.193259	1425450006.822131	2364	0
524288	2	1000	90	5	30976116	0.4507936279709413	7919451295	1.37062	1425452796.759908	1425452795.389281	732	0
131072	2	50000	90	5	31043616	0.4516239832060838	7919452355	1.370319	1425449090.989345	1425449089.619018	732	0
131072	2	50000	90	5	31910060	0.463267924119499	7919452385	1.37318	1425451879.214427	1425451877.841238	2340	0
131072	2	50000	90	5	30759332	0.4478388467287763	7919452366	1.37029	1425454676.241558	1425454674.871261	732	0
4194304	2	5000	90	5	31383891	0.4562282281788111	7919453053	1.372457	1425447749.219469	1425447747.847002	2340	0
4194304	2	5000	90	5	30881024	0.4494896889203651	7919453009	1.370358	1425450535.368651	1425450533.998285	732	0
4194304	2	5000	90	5	30685045	0.4468532707266873	7919453044	1.370765	1425453328.378081	1425453327.007306	2364	0
262144	2	500	90	5	31174077	0.4534741724956854	7919452799	1.371663	1425446899.06617	1425446897.694497	2344	0
131072	1	500	200	5	206407939	0.6304403674060255	39790701570	7.41627	1425449652.230825	1425449644.814546	3092	756
262144	2	500	90	5	30752643	0.4477972540141464	7919452796	1.369667	1425449685.284966	1425449683.91529	2364	0
262144	2	500	90	5	31348095	0.4558511770530901	7919452792	1.37129	1425452476.763405	1425452475.392105	2340	0
524288	4	10000	1000	5	103153737	0.2969623989008131	61978729614	9.965286000000001	1425448603.476265	1425448593.510969	2336	0
524288	4	10000	1000	5	101143085	0.291196517084945	61978729584	9.962804999999999	1425451389.752485	1425451379.789671	2324	0
524288	4	10000	1000	5	101895888	0.2933862504861691	61978729596	9.967172	1425454191.973875	1425454182.006694	2336	0
131072	4	50000	1000	5	135794600	0.2829539733369536	74921123648	11.696717	1425449277.171169	1425449265.474443	2584	248
131072	4	50000	1000	5	101289037	0.2916806438236575	61978729143	9.960983000000001	1425452065.369751	1425452055.408759	2336	0
131072	4	50000	1000	5	102897765	0.2960707221224219	61978729091	9.970642	1425454859.421641	1425454849.450989	2336	0
262144	4	5000	1000	5	101165797	0.2912127883241164	61978730089	9.963357	1425447931.777798	1425447921.814431	2336	0
262144	4	5000	1000	5	100829085	0.290279639396349	61978730204	9.963584000000001	1425450717.843273	1425450707.87968	2336	0
131072	1	500	200	5	280302713	0.6279433028467533	43903945274	8.148884000000001	1425452443.608682	1425452435.459788	3092	756
262144	4	5000	1000	5	101769914	0.2929263120371148	61978730082	9.959142999999999	1425453514.655558	1425453504.696406	2336	0
8388608	4	10000	100	5	11173543	0.3246367661671306	6153079334	0.9950290000000001	1425448546.064478	1425448545.069442	6224	5620
8388608	4	10000	100	5	14892480	0.3117964419251784	7461119817	1.176521	1425451332.303441	1425451331.126912	976	244
8388608	4	10000	100	5	14833901	0.3105242659670439	7461119808	1.174706	1425454133.668074	1425454132.49336	976	244
524288	4	1000	100	5	14967030	0.3134253786179151	7461118158	1.17438	1425447296.326903	1425447295.152516	976	244
524288	4	1000	100	5	11139712	0.3236011029331132	6153077667	0.994313	1425450080.426311	1425450079.43199	6224	5620
524288	4	1000	100	5	11142898	0.3237586894542029	6153077663	0.99519	1425452870.786376	1425452869.791178	6224	5620
131072	4	50000	100	5	11081885	0.3217852781388132	6153079159	1.004072	1425449217.738168	1425449216.734043	2408	5620
131072	4	50000	100	5	14897614	0.3117562024256299	7461119393	1.178985	1425452007.957229	1425452006.77823	-1856	244
131072	4	50000	100	5	11086270	0.321954795929308	6153078871	0.994991	1425454801.632874	1425454800.637875	6224	5620
131072	1	10000	20	5	22100586	0.659970660453352	4256649778	0.756764	1425448095.054647	1425448094.297875	732	0
4194304	4	5000	100	5	11083298	0.3218894445928529	6153079332	0.995471	1425447873.513616	1425447872.518137	6224	5620
4194304	4	5000	100	5	14853633	0.3109858106444066	7461119810	1.174663	1425450660.03783	1425450658.863159	976	244
4194304	4	5000	100	5	14857699	0.3110897492845974	7461119817	1.175657	1425453455.990811	1425453454.815146	976	244
262144	4	500	100	5	11151675	0.323895205461906	6153079116	0.9966699999999999	1425446946.183085	1425446945.186407	6224	5620
262144	4	500	100	5	11167183	0.32447150611847	6153079123	0.996155	1425449733.054437	1425449732.058274	6224	5620
262144	4	500	100	5	11134967	0.3234554274921312	6153079119	0.9973	1425452523.953544	1425452522.956236	6224	5620
4194304	4	10000	200	5	21453402	0.3121608262950168	12193977383	1.96026	1425448553.489242	1425448551.528972	2336	0
4194304	4	10000	200	5	21226611	0.3087809457761151	12193977400	1.959796	1425451339.724576	1425451337.76477	2364	0
4194304	4	10000	200	5	21045408	0.3063799025784663	12193977439	1.957251	1425454141.063887	1425454139.106626	2336	0
262144	4	1000	200	5	21224269	0.3088491508858717	12193977456	1.968539	1425447303.731237	1425447301.762643	-3120	0
131072	1	50000	1000	5	921749488	0.555322391112679	235486569192	42.614883	1425451847.766107	1425451805.151214	3056	764
131072	1	10000	20	5	22010267	0.6572343484121548	4256649775	0.755354	1425450883.253244	1425450882.497882	732	0
262144	4	1000	200	5	29070276	0.3051304826110759	14794789690	2.317298	1425450088.201595	1425450085.884287	2580	244
262144	4	1000	200	5	28081865	0.2948430204304349	14794789703	2.309584	1425452878.542578	1425452876.232984	2584	244
131072	4	50000	200	5	28595593	0.3002068702116973	14794789279	2.31802	1425449225.472686	1425449223.154614	-2840	244
131072	4	50000	200	5	21555941	0.3136266952743416	12193976391	1.961759	1425452015.362	1425452013.400232	2340	0
131072	4	50000	200	5	28711833	0.3014017055896013	14794788935	2.31194	1425454809.398408	1425454807.086459	2580	244
2097152	4	5000	200	5	21684818	0.3155039490775698	12193977382	1.960759	1425447880.908515	1425447878.947746	2336	0
2097152	4	5000	200	5	28746880	0.3017982154871141	14794789955	2.312106	1425450667.792681	1425450665.480565	2588	244
2097152	4	5000	200	5	28544720	0.2996603637432745	14794789958	2.310529	1425453463.759011	1425453461.448472	2584	244
131072	4	500	200	5	28194171	0.2960173746467097	14794790040	2.32108	1425446953.946716	1425446951.625582	-2872	244
131072	4	500	200	5	21371004	0.3110058866559188	12193977138	1.959743	1425449740.462267	1425449738.502513	2344	0
131072	1	10000	20	5	30252407	0.664705293891607	4689465956	0.848237	1425453680.401135	1425453679.552846	-2840	244
131072	4	500	200	5	28589561	0.3000845907261437	14794789707	2.312893	1425452531.718002	1425452529.405098	2580	244
33554432	4	10000	20	5	1496033	0.153786634797077	1744408160	0.256059	1425448520.090474	1425448519.834407	976	244
33554432	4	10000	20	5	1095266	0.1543577360388092	1470451557	0.220279	1425451305.811794	1425451305.591507	732	0
33554432	4	10000	20	5	998677	0.1407633532697471	1470451553	0.218984	1425454107.165187	1425454106.946196	732	0
2097152	4	1000	20	5	1087053	0.1531864684461829	1470451636	0.219873	1425447270.002611	1425447269.78273	732	0
2097152	4	1000	20	5	979609	0.1380534807168005	1470451634	0.218832	1425450054.538648	1425450054.319809	732	0
2097152	4	1000	20	5	1417693	0.1458357550259938	1744408241	0.255893	1425452844.549819	1425452844.293918	976	244
262144	4	100	20	5	1269425	0.1303977937793444	1744407907	0.255568	1425446712.710647	1425446712.455072	976	244
262144	4	100	20	5	1046292	0.1471313802007713	1470451292	0.219635	1425449499.2816	1425449499.061957	732	0
262144	4	100	20	5	1405666	0.1443683084127565	1744407910	0.256502	1425452289.763585	1425452289.507076	976	244
2097152	1	1000	20	5	21962007	0.655861578071976	4256650443	0.751629	1425447031.033461	1425447030.281824	732	0
131072	4	50000	20	5	1397385	0.1438267909144215	1744407627	0.256598	1425449191.854087	1425449191.597481	976	244
131072	4	50000	20	5	1290028	0.1327129361132764	1744407611	0.254942	1425451981.415731	1425451981.160782	976	244
131072	4	50000	20	5	1059042	0.149375841087334	1470451061	0.219688	1425454775.293015	1425454775.07332	732	0
16777216	4	5000	20	5	1011301	0.1425352303246116	1470451555	0.219109	1425447847.474437	1425447847.255321	732	0
16777216	4	5000	20	5	1450954	0.1492164295068338	1744408164	0.256477	1425450633.8545	1425450633.598015	976	244
16777216	4	5000	20	5	1107823	0.1560432325717075	1470451554	0.220019	1425453429.605224	1425453429.385197	732	0
1048576	4	500	20	5	1100954	0.1551575845422202	1470451635	0.219747	1425446919.921152	1425446919.701398	732	0
1048576	4	500	20	5	1334344	0.1372973148728743	1744408240	0.255291	1425449706.932566	1425449706.677267	976	244
1048576	4	500	20	5	1063106	0.1498327832730562	1470451637	0.2199	1425452497.678735	1425452497.458828	732	0
16777216	4	10000	30	5	2385550	0.2211031103935284	2145708162	0.338374	1425448522.293337	1425448521.954955	2128	1396
2097152	1	1000	20	5	30024092	0.6597597927080813	4689466654	0.844576	1425449817.362791	1425449816.518162	-2840	244
16777216	4	10000	30	5	2432818	0.2253847414510212	2145708165	0.33937	1425451308.005524	1425451307.666146	2128	1396
16777216	4	10000	30	5	2530336	0.2343258012994002	2145708157	0.338872	1425454109.36031	1425454109.021431	2128	1396
2097152	4	1000	30	5	3215106	0.2146652744263168	2574714089	0.396701	1425447272.250157	1425447271.853449	2128	1396
2097152	4	1000	30	5	2411940	0.2235132938116415	2145708244	0.338764	1425450056.732902	1425450056.394131	2128	1396
2097152	4	1000	30	5	3289647	0.2193806745832687	2574714476	0.408097	1425452846.814935	1425452846.406784	-1724	1396
262144	4	100	30	5	2402295	0.222574593867461	2145708118	0.338967	1425446714.913375	1425446714.5744	2128	1396
262144	4	100	30	5	3220095	0.2149621671071926	2574713969	0.396142	1425449501.545518	1425449501.149369	2128	1396
262144	4	100	30	5	2354316	0.2181233790021518	2145708125	0.339662	1425452291.987395	1425452291.647726	2128	1396
131072	4	50000	30	5	2443190	0.2263455348454226	2145707844	0.338659	1425449194.043366	1425449193.704699	2128	1396
131072	4	50000	30	5	3195249	0.2133568187832317	2574713635	0.39638	1425451983.668215	1425451983.271828	2128	1396
2097152	1	1000	20	5	22047214	0.6584452057623535	4256650443	0.7520250000000001	1425452608.859987	1425452608.107954	732	0
131072	4	50000	30	5	2439934	0.2260645379829272	2145707842	0.339208	1425454777.496558	1425454777.157342	2128	1396
8388608	4	5000	30	5	2416356	0.2238965868769601	2145708244	0.338716	1425447849.664154	1425447849.32543	2128	1396
8388608	4	5000	30	5	3214364	0.2146688506893436	2574714089	0.396169	1425450636.09901	1425450635.702834	2128	1396
8388608	4	5000	30	5	3256087	0.2174005240574694	2574714083	0.397439	1425453431.856105	1425453431.458659	2128	1396
1048576	4	500	30	5	2403099	0.222729297455652	2145708238	0.337969	1425446922.10853	1425446921.770553	2128	1396
1048576	4	500	30	5	2440044	0.2260956150380153	2145708242	0.338369	1425449709.141981	1425449708.803605	2128	1396
1048576	4	500	30	5	3243706	0.2165573500378008	2574714091	0.396904	1425452499.935415	1425452499.538503	2128	1396
16777216	4	10000	40	5	3336222	0.2444808242617881	2592584653	0.409587	1425448524.728448	1425448524.318853	976	244
16777216	4	10000	40	5	4526656	0.238807683533985	3125006319	0.481562	1425451310.535957	1425451310.054387	2384	1652
16777216	4	10000	40	5	4528784	0.2389418943577425	3125006309	0.480388	1425454111.851595	1425454111.371199	2384	1652
262144	1	100	20	5	22020968	0.6576451395903935	4256650169	0.758718	1425446654.398611	1425446653.639886	732	0
2097152	4	1000	40	5	4493745	0.2372072753393209	3125006436	0.481214	1425447274.753655	1425447274.272434	2384	1652
2097152	4	1000	40	5	3366488	0.2466718055282818	2592584735	0.40995	1425450059.153946	1425450058.743988	976	244
2097152	4	1000	40	5	3346306	0.2451500659595572	2592584733	0.409975	1425452849.256567	1425452848.846584	976	244
131072	4	100	40	5	4416964	0.2330419203992589	3125006271	0.481035	1425446717.426429	1425446716.945386	2384	1652
131072	4	100	40	5	3314486	0.242734930066486	2592584607	0.409707	1425449503.997473	1425449503.587758	976	244
131072	4	100	40	5	4478292	0.2361404407217517	3125006727	0.493232	1425452294.492816	1425452293.99953	-1436	1652
131072	4	50000	40	5	3532272	0.2586047168152309	2592584618	0.410007	1425449196.482044	1425449196.072029	976	244
131072	4	50000	40	5	4581794	0.2417749293982299	3125006279	0.48178	1425451986.167857	1425451985.686069	2384	1652
131072	4	50000	40	5	4441192	0.2344897491860136	3125006247	0.48138	1425454779.990183	1425454779.50879	2384	1652
8388608	4	5000	40	5	4455142	0.2351550752105415	3125006399	0.481017	1425447852.160935	1425447851.67991	2384	1652
262144	1	100	20	5	21951754	0.6555879268331544	4256650138	0.75075	1425449441.694511	1425449440.943753	732	0
8388608	4	5000	40	5	3369406	0.2468507970766834	2592584732	0.409539	1425450638.519212	1425450638.109665	976	244
8388608	4	5000	40	5	3356913	0.2459146669374216	2592584731	0.409754	1425453434.28532	1425453433.875558	976	244
1048576	4	500	40	5	3383804	0.2479201779736246	2592584728	0.409695	1425446924.534283	1425446924.12458	976	244
1048576	4	500	40	5	3153837	0.230953261621837	2592584722	0.407209	1425449711.575838	1425449711.168622	976	244
1048576	4	500	40	5	4739789	0.2499502186687164	3125006403	0.482451	1425452502.437688	1425452501.955229	2384	1652
1048576	4	10000	500	5	54569432	0.3156755299602018	30552008857	4.944256	1425448570.448413	1425448565.504149	2336	0
1048576	4	10000	500	5	54162540	0.3134718923700052	30552008714	4.944321	1425451356.685078	1425451351.740748	2336	0
1048576	4	10000	500	5	74252208	0.3095943616825457	37030914563	5.83097	1425454158.916107	1425454153.085127	2580	244
131072	4	1000	500	5	54969210	0.3181442237771006	30552008456	4.940389	1425447320.687762	1425447315.747363	2336	0
131072	4	1000	500	5	73655984	0.3072885714325765	37030914292	5.831546	1425450106.057443	1425450100.225887	2580	244
262144	1	100	20	5	30000633	0.6592312155039824	4689466361	0.841715	1425452231.910754	1425452231.068984	-2844	244
131072	4	1000	500	5	73841022	0.3080956489731601	37030914287	5.832445	1425452896.397145	1425452890.564691	2580	244
131072	4	50000	500	5	55014046	0.3183996421129435	30552007773	4.94321	1425449242.431911	1425449237.488692	2336	0
131072	4	50000	500	5	54494901	0.3155321152638624	30552007770	4.946988	1425452032.334875	1425452027.387877	2336	0
131072	4	50000	500	5	54754184	0.3170152766354279	30552007750	4.945097	1425454826.373955	1425454821.428849	2336	0
524288	4	5000	500	5	73584006	0.3070244696988666	37030912881	5.832735	1425447898.74556	1425447892.912815	2580	244
524288	4	5000	500	5	54386630	0.3148370713005373	30552006967	4.946392	1425450684.77963	1425450679.833229	2336	0
524288	4	5000	500	5	74764760	0.3117841964526063	37030912833	5.831071	1425453481.631995	1425453475.800914	2580	244
16777216	4	10000	50	5	4688780	0.2632365080187601	3304656004	0.523902	1425448527.549926	1425448527.026016	976	244
16777216	4	10000	50	5	4686936	0.2631943924621714	3304656005	0.5239239999999999	1425451313.339546	1425451312.815614	976	244
16777216	4	10000	50	5	6227581	0.2520056291518424	3992201405	0.6165350000000001	1425454114.746215	1425454114.129672	976	244
131072	1	50000	20	5	30136159	0.6623274440728457	4689465831	0.829767	1425448770.567866	1425448769.738091	976	244
1048576	4	1000	50	5	4185203	0.2351783174872419	3304656126	0.51934	1425447277.55604	1425447277.036694	976	244
1048576	4	1000	50	5	4630397	0.2601060950889945	3304656081	0.523823	1425450061.958276	1425450061.434446	976	244
1048576	4	1000	50	5	4604278	0.2586935651276509	3304656085	0.523933	1425452852.05116	1425452851.527219	976	244
131072	4	100	50	5	4656475	0.2615975440204205	3304655828	0.5232599999999999	1425446720.217758	1425446719.69449	976	244
131072	4	100	50	5	4763064	0.2673593480269167	3304656147	0.535713	1425449506.800223	1425449506.264451	-2876	244
131072	4	100	50	5	6347414	0.2567716423502616	3992201542	0.63066	1425452297.392602	1425452296.761889	-2840	244
131072	4	50000	50	5	4710171	0.2644571985667951	3304655994	0.5233989999999999	1425449199.290489	1425449198.767083	976	244
131072	4	50000	50	5	4657389	0.2616366186069612	3304656019	0.523675	1425451988.983017	1425451988.459335	976	244
131072	4	50000	50	5	6224473	0.2518701678815323	3992201347	0.616708	1425454782.876698	1425454782.259982	976	244
8388608	4	5000	50	5	4628809	0.2600028411074433	3304656085	0.524055	1425447854.95325	1425447854.429187	976	244
131072	1	50000	20	5	30186408	0.6634015835537354	4689465791	0.830561	1425451558.248127	1425451557.417557	2584	244
8388608	4	5000	50	5	6326634	0.2558516044404852	3992201492	0.616627	1425450641.403252	1425450640.786617	976	244
8388608	4	5000	50	5	6441967	0.2604244495584526	3992201791	0.628956	1425453437.200243	1425453436.571233	-2844	244
524288	4	500	50	5	4723947	0.2652723688212296	3304654407	0.523948	1425446927.330967	1425446926.80701	2608	244
524288	4	500	50	5	4621655	0.2597225066407832	3304654363	0.523139	1425449714.366819	1425449713.843672	976	244
524288	4	500	50	5	6245067	0.2527762487913316	3992199781	0.615607	1425452505.329906	1425452504.714291	976	244
8388608	4	10000	60	5	5438990	0.2659342273381475	3786004909	0.600308	1425448530.598716	1425448529.9984	976	244
8388608	4	10000	60	5	5413543	0.2646202569389249	3786004905	0.600602	1425451316.370812	1425451315.770203	976	244
8388608	4	10000	60	5	5323701	0.2604911306693765	3786004926	0.6002420000000001	1425454117.802119	1425454117.20187	976	244
1048576	4	1000	60	5	5390783	0.2636450227772842	3786004907	0.600195	1425447280.59323	1425447279.993027	976	244
1048576	4	1000	60	5	5455068	0.2668100461362866	3786004932	0.60036	1425450064.993887	1425450064.39352	976	244
131072	1	50000	1000	5	921751698	0.5554704814650231	235486569193	42.61365	1425454644.860955	1425454602.247295	3056	764
131072	1	50000	20	5	22013845	0.6574323755082825	4256649936	0.752077	1425454355.817348	1425454355.065262	2344	0
1048576	4	1000	60	5	7395521	0.2605051471239633	4576966149	0.707579	1425452855.20249	1425452854.494905	976	244
131072	4	100	60	5	5393776	0.2637101223325498	3786005131	0.611599	1425446723.264683	1425446722.653031	-2844	244
131072	4	100	60	5	5858481	0.2859431902226586	3786004821	0.602295	1425449509.832715	1425449509.230412	976	244
131072	4	100	60	5	5350620	0.2617132582122341	3786004816	0.600002	1425452300.416075	1425452299.816065	976	244
131072	4	50000	60	5	5456150	0.2669088282413085	3786004975	0.6001379999999999	1425449202.328843	1425449201.728697	976	244
131072	4	50000	60	5	5438244	0.2660134059262662	3786004985	0.600858	1425451992.037527	1425451991.436661	976	244
131072	4	50000	60	5	7302299	0.2574185648364	4576966149	0.7071460000000001	1425454786.06027	1425454785.353116	976	244
4194304	4	5000	60	5	7224652	0.2546604490100281	4576966129	0.706604	1425447858.107627	1425447857.401015	976	244
4194304	4	5000	60	5	5476264	0.2677562719836444	3786004920	0.600325	1425450644.474893	1425450643.874562	976	244
4194304	4	5000	60	5	5502428	0.2690139494052575	3786004910	0.601404	1425453440.235402	1425453439.633991	976	244
16777216	1	5000	20	5	30521713	0.6706484144812288	4689466578	0.843602	1425447427.509939	1425447426.666284	-2840	244
524288	4	500	60	5	5525312	0.2702236161223961	3786003181	0.599954	1425446930.356342	1425446929.75638	976	244
524288	4	500	60	5	7260698	0.25602284322284	4576964472	0.706599	1425449717.522271	1425449716.815662	2608	244
524288	4	500	60	5	5576636	0.2727047381201021	3786003192	0.600754	1425452508.366292	1425452507.76553	976	244
8388608	4	10000	70	5	6256288	0.2562650143249481	4556785253	0.720267	1425448534.016202	1425448533.295927	5328	4724
8388608	4	10000	70	5	6411332	0.2625201522202277	4556785259	0.722938	1425451319.79291	1425451319.069964	5328	4724
8388608	4	10000	70	5	8441785	0.2492409280797015	5502870338	0.848782	1425454121.358816	1425454120.510027	976	244
1048576	4	1000	70	5	6262939	0.2565683867307749	4556785252	0.721538	1425447284.017014	1425447283.295468	5328	4724
1048576	4	1000	70	5	6249377	0.2560128459979605	4556785250	0.721232	1425450068.440919	1425450067.71968	5328	4724
1048576	4	1000	70	5	6484247	0.265494367794942	4556785255	0.7229950000000001	1425452858.639348	1425452857.916345	5328	4724
131072	4	50000	70	5	6239101	0.2556365114978025	4556784723	0.7216320000000001	1425449205.756018	1425449205.034378	5328	4724
16777216	1	5000	20	5	22076476	0.6593437365592096	4256650361	0.750881	1425450210.814461	1425450210.063572	732	0
131072	4	50000	70	5	8430715	0.2489867570952402	5502869772	0.84816	1425451995.614806	1425451994.766638	976	244
131072	4	50000	70	5	6340913	0.2597688946876471	4556784723	0.721946	1425454789.496929	1425454788.774975	5328	4724
4194304	4	5000	70	5	6257896	0.2563302919444921	4556785253	0.723981	1425447861.536976	1425447860.812988	5328	4724
4194304	4	5000	70	5	6266440	0.2566499240220486	4556785282	0.722675	1425450647.911297	1425450647.188612	6940	4724
4194304	4	5000	70	5	6431756	0.2633111022427653	4556785245	0.722621	1425453443.664396	1425453442.941768	5328	4724
524288	4	500	70	5	8346404	0.2464749818445382	5502868673	0.8478250000000001	1425446933.921344	1425446933.07351	2608	244
524288	4	500	70	5	8356746	0.2468832953956978	5502868623	0.847536	1425449721.061701	1425449720.214157	976	244
524288	4	500	70	5	6265536	0.2566881304862138	4556783532	0.721347	1425452511.797323	1425452511.075968	5328	4724
8388608	4	10000	80	5	7837101	0.285349898293752	4982358410	0.798191	1425448537.711052	1425448536.912851	7216	4980
8388608	4	10000	80	5	10508503	0.2757673894271099	6031859297	0.937964	1425451323.623653	1425451322.685681	976	244
16777216	1	5000	20	5	30106394	0.6616804432537214	4689466274	0.830408	1425453002.355414	1425453001.524998	976	244
8388608	4	10000	80	5	10482028	0.2750960215610458	6031859297	0.94029	1425454125.167694	1425454124.227397	976	244
1048576	4	1000	80	5	10490862	0.2753067896412745	6031859324	0.93807	1425447287.847783	1425447286.909704	2608	244
1048576	4	1000	80	5	7813504	0.2845344991030076	4982358368	0.795629	1425450072.105647	1425450071.310011	5584	4980
1048576	4	1000	80	5	10504665	0.2756373618640177	6031859291	0.938212	1425452862.45685	1425452861.51863	976	244
