module:input:0:probDimension	module:pub_input::blockSize	module:pub_input::mem_max	module:pub_input::nnz	module:pub_input::t_max	module:measure:PAPI:PAPI_L2_DCM	module:measure:PAPI:PAPI_L2_DC_MR	module:measure:PAPI:PAPI_TOT_INS	module:measure:time:time	module:measure:timestamp:End	module:measure:timestamp:Start	module:output:0:rssUsage	module:output:0:vmUsage
524288	2	1000	100	5	45980936	0.4444998000951663	10296383136	1.776387	1425450014.426916	1425450012.650476	-2844	244
524288	1	10000	1000	5	1253685976	0.5559292334282587	255957602056	46.121937	1425453975.778992	1425453929.657046	3056	764
4194304	1	5000	100	5	107917521	0.6584589247096793	19158468675	3.577311	1425453070.249462	1425453066.672098	-2328	756
524288	2	1000	100	5	34652368	0.4534337618519518	8810010021	1.527239	1425452802.748314	1425452801.221066	2336	0
131072	2	50000	100	5	46433761	0.4487627815877967	10296383814	1.762791	1425449097.238369	1425449095.475569	2580	244
131072	2	50000	100	5	34754738	0.4548311030758828	8810011431	1.537777	1425451885.192512	1425451883.654679	-3084	0
131072	2	50000	100	5	48193295	0.4643772515914891	10296383824	1.765659	1425454682.485227	1425454680.719558	2588	244
4194304	2	5000	100	5	34112267	0.4471725458760545	8810011749	1.525746	1425447755.202154	1425447753.676399	2364	0
4194304	2	5000	100	5	46981028	0.4537168349715198	10296384519	1.764926	1425450541.595911	1425450539.830976	2588	244
4194304	2	5000	100	5	47221432	0.4558158128289765	10296384846	1.776073	1425453334.611165	1425453332.835039	-2876	244
262144	2	500	100	5	34231883	0.4483499709872099	8810011491	1.526804	1425446905.05366	1425446903.526846	2364	0
262144	2	500	100	5	47725931	0.4599871423933576	10296384267	1.766115	1425449691.513289	1425449689.747165	2584	244
262144	2	500	100	5	34720580	0.4542574747230937	8810011499	1.528161	1425452482.744697	1425452481.216526	2336	0
262144	1	500	100	5	147037779	0.6585414499142125	21226988378	3.950492	1425446841.874935	1425446837.924434	3092	756
4194304	2	10000	200	5	68605070	0.4498557538554445	17476700562	3.048926	1425448437.435605	1425448434.38667	2364	0
4194304	2	10000	200	5	67792565	0.4449816235909815	17476700543	3.047928	1425451222.158762	1425451219.110825	2336	0
4194304	2	10000	200	5	93087244	0.4502968329573404	20431079921	3.518905	1425454024.586551	1425454021.067637	2580	244
262144	2	1000	200	5	93081115	0.4504757129640116	20431079667	3.521918	1425447239.574269	1425447236.052341	2584	244
262144	2	1000	200	5	67653689	0.4443670768998778	17476700274	3.04674	1425450025.266925	1425450022.220176	2336	0
262144	2	1000	200	5	92984656	0.4500381598536811	20431079663	3.523466	1425452814.079209	1425452810.555732	2580	244
131072	2	50000	200	5	70328307	0.4605480812573322	17476699814	3.054025	1425449108.102792	1425449105.048757	2336	0
131072	2	50000	200	5	92703765	0.4488294625373632	20431078951	3.52266	1425451896.523091	1425451893.000422	2580	244
131072	2	50000	200	5	94282190	0.4558150246969329	20431078926	3.522049	1425454693.799661	1425454690.277603	2580	244
2097152	2	5000	200	5	68974830	0.4521439740088845	17476700577	3.054444	1425447766.05666	1425447763.002207	2336	0
262144	1	500	100	5	147049142	0.6586775651795377	21226988398	3.943279	1425449627.916243	1425449623.972954	3080	756
2097152	2	5000	200	5	68172184	0.4472718162600371	17476700550	3.049017	1425450552.448089	1425450549.399063	2324	0
2097152	2	5000	200	5	99571311	0.4788825760563442	20431079923	3.53019	1425453345.936222	1425453342.406023	2568	244
131072	2	500	200	5	70914886	0.4640531297222545	17476700298	3.050853	1425446915.921357	1425446912.870493	2336	0
131072	2	500	200	5	93103740	0.4505963982116329	20431079657	3.519425	1425449702.874583	1425449699.355148	2584	244
131072	2	500	200	5	69595463	0.4561271248348553	17476700287	3.053469	1425452493.660372	1425452490.606893	2336	0
33554432	2	10000	20	5	5995600	0.3933756268776147	2036237533	0.330561	1425448391.294086	1425448390.963517	732	0
33554432	2	10000	20	5	8013675	0.3905086754771999	2348205026	0.381295	1425451176.21244	1425451175.831138	976	244
33554432	2	10000	20	5	7965336	0.3883961014770619	2348205025	0.381167	1425453978.082839	1425453977.701664	976	244
2097152	2	1000	20	5	7781156	0.3792421596143222	2348205101	0.377426	1425447193.359223	1425447192.98179	976	244
2097152	2	1000	20	5	5699924	0.3751084949979273	2036237612	0.329758	1425449979.317802	1425449978.988036	732	0
262144	1	500	100	5	107893374	0.6589004303971083	19158468145	3.56854	1425452418.545862	1425452414.977312	3080	756
2097152	2	1000	20	5	7969594	0.3884480675015785	2348205107	0.3817	1425452767.891682	1425452767.509974	976	244
262144	2	100	20	5	5861915	0.3854245724943703	2036237488	0.332153	1425446689.503716	1425446689.171555	732	0
262144	2	100	20	5	7937340	0.3865522965029595	2348204985	0.380679	1425449476.205294	1425449475.824607	976	244
262144	2	100	20	5	7895151	0.3846195367106359	2348204986	0.380823	1425452266.616203	1425452266.235372	976	244
131072	2	50000	20	5	5788308	0.3813729393664446	2036237276	0.332656	1425449062.103124	1425449061.770461	732	0
131072	2	50000	20	5	7935042	0.3869579618117671	2348204714	0.38102	1425451850.050666	1425451849.66964	976	244
131072	2	50000	20	5	5863278	0.385919953873464	2036237277	0.332643	1425454647.12335	1425454646.7907	732	0
16777216	2	5000	20	5	5762490	0.3798195476669251	2036237535	0.332973	1425447720.412001	1425447720.079021	732	0
16777216	2	5000	20	5	5840785	0.3846430689127154	2036237535	0.33259	1425450506.554949	1425450506.222352	732	0
16777216	2	5000	20	5	5806533	0.3818629637645575	2036237532	0.330575	1425453299.275301	1425453298.944718	732	0
131072	1	10000	200	5	206424045	0.6305168147493839	39790700717	7.412372	1425448186.897692	1425448179.48531	3080	756
1048576	2	500	20	5	5743574	0.3785934605257382	2036237614	0.332636	1425446870.477035	1425446870.144391	732	0
1048576	2	500	20	5	7973315	0.3886749763357816	2348205106	0.381292	1425449656.626214	1425449656.244914	976	244
1048576	2	500	20	5	5813488	0.3828997482281588	2036237615	0.332844	1425452448.032587	1425452447.699735	732	0
16777216	2	10000	30	5	12927225	0.4165390413085987	3329884660	0.550914	1425448394.022328	1425448393.471406	976	244
16777216	2	10000	30	5	12550364	0.4052390628019024	3329884659	0.550143	1425451178.953763	1425451178.403614	976	244
16777216	2	10000	30	5	12980560	0.418121196445028	3329884661	0.5508729999999999	1425453980.819584	1425453980.268703	976	244
2097152	2	1000	30	5	12462786	0.4042744903217205	3329884594	0.550925	1425447196.08549	1425447195.534557	976	244
2097152	2	1000	30	5	9188753	0.4022652049193335	2871116441	0.47768	1425449981.973433	1425449981.495745	732	0
2097152	2	1000	30	5	9282507	0.4060106856945605	2871116439	0.478146	1425452770.562445	1425452770.084291	732	0
262144	2	100	30	5	12904479	0.4155919587229189	3329884533	0.551017	1425446692.238771	1425446691.687747	976	244
131072	1	10000	200	5	206400949	0.6303995300222074	39790700719	7.414365	1425450975.145949	1425450967.731575	3080	756
262144	2	100	30	5	9501786	0.412908482566261	2871116704	0.488642	1425449478.876711	1425449478.388016	-3084	0
262144	2	100	30	5	9273356	0.4036901601721684	2871116724	0.488725	1425452269.317872	1425452268.829093	-3088	0
131072	2	50000	30	5	9341263	0.4085657301687621	2871116114	0.477727	1425449064.76532	1425449064.287585	732	0
131072	2	50000	30	5	12603321	0.4086423035853874	3329884208	0.551438	1425451852.804728	1425451852.253282	976	244
131072	2	50000	30	5	9269161	0.4056755869249997	2871116114	0.477736	1425454649.791125	1425454649.313381	732	0
8388608	2	5000	30	5	12506011	0.4055697263772057	3329884593	0.550835	1425447723.150872	1425447722.600029	976	244
8388608	2	5000	30	5	13007160	0.420601083195339	3329884594	0.5520080000000001	1425450509.290639	1425450508.738623	976	244
8388608	2	5000	30	5	12367517	0.4014199617246958	3329884594	0.550359	1425453302.022604	1425453301.472237	976	244
1048576	2	500	30	5	9316649	0.4072760507151883	2871116813	0.488826	1425446873.148449	1425446872.65957	-3120	0
1048576	2	500	30	5	12394469	0.4013207336645103	3329884586	0.544489	1425449659.344542	1425449658.800046	976	244
131072	1	10000	200	5	281355103	0.6303330335039735	43903944502	8.137228	1425453773.645034	1425453765.507797	3092	756
1048576	2	500	30	5	9501112	0.4150492524985989	2871116442	0.478052	1425452450.701673	1425452450.223613	732	0
16777216	2	10000	40	5	13697798	0.4480629252130146	3712120908	0.646014	1425448397.193025	1425448396.546959	-3084	0
16777216	2	10000	40	5	18994670	0.4573095172253997	4317689357	0.733901	1425451182.203921	1425451181.470012	976	244
16777216	2	10000	40	5	13524107	0.4428737787952049	3712120529	0.634459	1425453983.95334	1425453983.318874	732	0
2097152	2	1000	40	5	18448135	0.4451941703736548	4317689439	0.733312	1425447199.333674	1425447198.600355	976	244
2097152	2	1000	40	5	18431755	0.444454151468429	4317689447	0.738972	1425449985.226815	1425449984.487836	976	244
2097152	2	1000	40	5	13643760	0.4465422802203557	3712120618	0.635692	1425452773.723657	1425452773.087958	732	0
131072	2	100	40	5	13815090	0.4513839164283561	3712120302	0.638585	1425446695.407021	1425446694.768428	732	0
131072	2	100	40	5	18983031	0.4571777499998735	4317689150	0.7331490000000001	1425449482.134556	1425449481.401399	976	244
131072	2	100	40	5	18920423	0.4553823924365468	4317689141	0.738747	1425452272.567598	1425452271.828843	976	244
262144	1	1000	200	5	281305152	0.6301668213455569	43903945273	8.154289	1425447124.589759	1425447116.435459	3092	756
131072	2	50000	40	5	13642125	0.4464841073307587	3712120542	0.636595	1425449067.90462	1425449067.268017	732	0
131072	2	50000	40	5	13679576	0.4475431003416515	3712120541	0.6365459999999999	1425451855.945945	1425451855.309391	732	0
131072	2	50000	40	5	18859787	0.4543337947145929	4317689323	0.734849	1425454653.13268	1425454652.397824	976	244
8388608	2	5000	40	5	13684692	0.4477708754106186	3712120612	0.635198	1425447726.289632	1425447725.654426	732	0
8388608	2	5000	40	5	13573159	0.4443433492142289	3712120604	0.634655	1425450512.423789	1425450511.789127	732	0
8388608	2	5000	40	5	18965716	0.4566256993494877	4317689439	0.734079	1425453305.281595	1425453304.547508	976	244
1048576	2	500	40	5	13887456	0.4539356121632445	3712120607	0.636259	1425446876.293123	1425446875.656856	732	0
1048576	2	500	40	5	13748289	0.4492768063404082	3712120611	0.638907	1425449662.485449	1425449661.846534	732	0
1048576	2	500	40	5	13780283	0.4506689811433898	3712120613	0.635826	1425452453.839477	1425452453.203643	732	0
1048576	2	10000	500	5	216809619	0.4203728074097891	52938636790	9.08034	1425448464.887864	1425448455.807514	2840	504
262144	1	1000	200	5	281319923	0.6303743065600633	43903945256	8.135782000000001	1425449910.485933	1425449902.350142	3092	756
1048576	2	10000	500	5	159608535	0.4196925589814202	45580311903	7.933994	1425451248.458203	1425451240.524198	2840	504
1048576	2	10000	500	5	216783157	0.4203226508905561	52938636801	9.080693	1425454052.044235	1425454042.963532	2828	504
131072	2	1000	500	5	216845240	0.4204486531656946	52938635929	9.080914	1425447267.020294	1425447257.93937	2824	500
131072	2	1000	500	5	159634896	0.4198126473303117	45580311120	7.928795	1425450051.577467	1425450043.648663	2824	500
131072	2	1000	500	5	216826192	0.4203695348274366	52938635762	9.083565	1425452841.541828	1425452832.458253	2824	500
131072	2	50000	500	5	159748258	0.4200443522239904	45580310777	7.936911	1425449134.434293	1425449126.497372	2840	504
131072	2	50000	500	5	216887177	0.4204973568424007	52938635768	9.087037	1425451923.993996	1425451914.906949	2828	504
131072	2	50000	500	5	159659270	0.4198099243635576	45580310776	7.937263	1425454720.14485	1425454712.207577	2828	504
524288	2	5000	500	5	159651908	0.419825462930207	45580309792	7.935927	1425447792.38577	1425447784.449833	2824	500
524288	2	5000	500	5	159632215	0.4197978621527075	45580309650	7.928227	1425450578.732473	1425450570.804236	2824	500
262144	1	1000	200	5	206468170	0.6305719043756092	39790701543	7.402205	1425452700.857922	1425452693.455708	3092	756
524288	2	5000	500	5	159724701	0.4198876431402875	45580309669	7.93664	1425453372.257629	1425453364.32098	2824	500
16777216	2	10000	50	5	18095096	0.468050746209126	4501599306	0.776569	1425448400.773339	1425448399.996762	732	0
16777216	2	10000	50	5	24525331	0.4676283072291577	5253968800	0.89869	1425451185.923939	1425451185.025242	976	244
16777216	2	10000	50	5	24538534	0.4679778024142994	5253968988	0.9041360000000001	1425453987.686266	1425453986.782117	-1804	244
1048576	2	1000	50	5	24779644	0.4720877355083415	5253968871	0.898799	1425447203.033043	1425447202.134236	976	244
1048576	2	1000	50	5	18217325	0.4709821898897955	4501599383	0.777318	1425449988.835856	1425449988.05853	732	0
1048576	2	1000	50	5	24473532	0.4667369830546862	5253969258	0.910853	1425452777.458403	1425452776.547497	-2840	244
131072	2	100	50	5	25332754	0.4820314390758044	5253968701	0.902533	1425446699.130271	1425446698.227728	2608	244
131072	2	100	50	5	18494948	0.4778057506841593	4501599168	0.7796689999999999	1425449485.750382	1425449484.970706	732	0
131072	2	100	50	5	18540333	0.4788516290412873	4501599164	0.780574	1425452276.169326	1425452275.388744	732	0
131072	1	50000	1000	5	921799257	0.5554107322343306	235486569243	42.612064	1425449059.872299	1425449017.260225	3056	764
131072	1	50000	200	5	206471674	0.6306117126830252	39790700834	7.407157	1425448862.784648	1425448855.377482	3080	756
131072	2	50000	50	5	18133990	0.4689707070038592	4501599404	0.773991	1425449071.491744	1425449070.717745	732	0
131072	2	50000	50	5	24891154	0.4740339064599066	5253968849	0.8957079999999999	1425451859.661759	1425451858.766043	976	244
131072	2	50000	50	5	18030674	0.4664589367850177	4501599411	0.7731479999999999	1425454656.743304	1425454655.970148	732	0
8388608	2	5000	50	5	18113792	0.4684234393774391	4501599410	0.77721	1425447729.888515	1425447729.111297	732	0
8388608	2	5000	50	5	18382092	0.4748463776844915	4501599387	0.777075	1425450516.016941	1425450515.239858	732	0
8388608	2	5000	50	5	18122704	0.4686692598760607	4501599411	0.776448	1425453308.882988	1425453308.106532	732	0
524288	2	500	50	5	17878819	0.4629893389662935	4501597699	0.7748159999999999	1425446879.880036	1425446879.105212	732	0
524288	2	500	50	5	18363627	0.4746164959306572	4501597709	0.775529	1425449666.077638	1425449665.302101	732	0
524288	2	500	50	5	18276343	0.4723719665577469	4501598078	0.789114	1425452457.454368	1425452456.665199	-3084	0
8388608	2	10000	60	5	22026495	0.4742873903821821	5388110427	0.929111	1425448404.845345	1425448403.916226	732	0
131072	1	50000	200	5	281340131	0.630236334595213	43903944493	8.139917000000001	1425451650.823838	1425451642.683911	3092	756
8388608	2	10000	60	5	21773394	0.4692079276495459	5388110440	0.927416	1425451190.004309	1425451189.076885	732	0
8388608	2	10000	60	5	21756653	0.4688533795144505	5388110432	0.928268	1425453991.755489	1425453990.827214	732	0
1048576	2	1000	60	5	21649571	0.466673354706175	5388110814	0.938885	1425447207.125082	1425447206.186144	-3088	0
