module:input:0:probDimension	module:pub_input::blockSize	module:pub_input::mem_max	module:pub_input::nnz	module:pub_input::t_max	module:measure:PAPI:PAPI_L2_DCM	module:measure:PAPI:PAPI_L2_DC_MR	module:measure:PAPI:PAPI_TOT_INS	module:measure:time:time	module:measure:timestamp:End	module:measure:timestamp:Start	module:output:0:blocked_mflop_median	module:output:0:unblocked_mflop_max
1048576	2	10000	500	5	1158	0.6767971946230275	282933	0.000168	1425448464.892484	1425448464.892309	283.1026621039771	566.2053242079543
1048576	2	10000	500	5	1150	0.6845238095238095	283001	0.000173	1425451248.462206	1425451248.462027	283.2576891157239	566.5153782314478
1048576	2	10000	500	5	1128	0.6710291493158834	283011	0.000168	1425454052.048716	1425454052.048542	283.1854640354916	566.3709280709832
131072	2	1000	500	5	1127	0.6785069235400362	281555	0.000168	1425447267.024622	1425447267.024448	283.0983760382095	566.196752076419
131072	2	1000	500	5	1132	0.6690307328605201	281536	0.000168	1425450051.581624	1425450051.58145	283.1386176842468	566.2772353684935
131072	2	1000	500	5	1107	0.6770642201834862	281444	0.000173	1425452841.546187	1425452841.546007	283.2046912769241	566.4093825538482
131072	2	50000	500	5	1148	0.6745005875440658	282603	0.000168	1425449134.438429	1425449134.438255	282.455365273735	564.9107305474701
131072	2	50000	500	5	1131	0.6728138013087448	282581	0.000168	1425451923.998611	1425451923.998438	283.1093976123998	566.2187952247997
131072	2	50000	500	5	1170	0.6689536878216124	282580	0.000174	1425454720.14921	1425454720.149031	283.1206241720193	566.2412483440387
524288	2	5000	500	5	1162	0.6724537037037037	281562	0.000166	1425447792.390102	1425447792.389929	282.7279618972623	565.4559237945246
524288	2	5000	500	5	1063	0.6422960725075528	281501	0.000168	1425450578.736996	1425450578.736822	283.1104764898483	566.2209529796966
524288	2	5000	500	5	1144	0.6662783925451369	281552	0.000168	1425453372.261997	1425453372.261823	282.338649283589	564.677298567178
16777216	2	10000	50	5	1731	0.6022964509394572	283281	0.000577	1425448400.787986	1425448400.787403	271.2898276830638	542.5796553661276
16777216	2	10000	50	5	1809	0.6287799791449427	283231	0.000587	1425451185.93812	1425451185.937526	271.6214375294593	543.2428750589187
16777216	2	10000	50	5	1142	0.6459276018099548	283241	0.000169	1425453987.690825	1425453987.69065	270.192498821929	540.3849976438579
1048576	2	1000	50	5	1764	0.6318051575931232	283013	0.0005820000000000001	1425447203.046139	1425447203.045551	271.4572738363877	542.9145476727754
1048576	2	1000	50	5	1819	0.6382456140350877	282985	0.000588	1425449988.851398	1425449988.850803	270.4599437626374	540.9198875252747
1048576	2	1000	50	5	1185	0.6786941580756014	282945	0.000173	1425452777.463529	1425452777.46335	270.9667725490274	541.9335450980548
131072	2	100	50	5	1147	0.6843675417661098	281494	0.000167	1425446699.134518	1425446699.134345	270.4490335702535	540.898067140507
131072	2	100	50	5	1798	0.6378148279531749	281537	0.000585	1425449485.765166	1425449485.764575	270.5829438758585	541.165887751717
131072	2	100	50	5	1691	0.608273381294964	281506	0.000595	1425452276.187026	1425452276.186424	270.248283597688	540.496567195376
131072	2	50000	50	5	1768	0.6096551724137931	281741	0.00058	1425449071.506166	1425449071.505579	270.8146046163365	541.629209232673
131072	2	50000	50	5	1874	0.6479944674965422	281869	0.000607	1425451859.679413	1425451859.6788	271.2223718166551	542.4447436333103
131072	2	50000	50	5	1795	0.6365248226950354	281930	0.000595	1425454656.763569	1425454656.762968	271.4470872087684	542.8941744175368
8388608	2	5000	50	5	2013	0.6984732824427481	283631	0.000594	1425447729.901455	1425447729.900855	270.5973278152899	541.1946556305799
8388608	2	5000	50	5	1870	0.6607773851590106	283621	0.000589	1425450516.031678	1425450516.031082	271.1731395119872	542.3462790239745
8388608	2	5000	50	5	1785	0.6134020618556701	283646	0.000605	1425453308.900733	1425453308.900121	271.181967903444	542.363935806888
524288	2	500	50	5	1863	0.6459778085991679	281471	0.000583	1425446879.893901	1425446879.893311	271.645059095702	543.2901181914041
524288	2	500	50	5	1749	0.62109375	281461	0.000586	1425449666.093284	1425449666.092692	271.2526157347057	542.5052314694113
524288	2	500	50	5	1186	0.6761687571265679	281459	0.000171	1425452457.459725	1425452457.459547	271.3707118638713	542.7414237277427
8388608	2	10000	60	5	1779	0.619644723092999	283473	0.000584	1425448404.859848	1425448404.859258	271.0237237393237	542.0474474786474
8388608	2	10000	60	5	1784	0.6477850399419027	283656	0.000589	1425451190.018789	1425451190.018193	272.7824828383302	545.5649656766604
8388608	2	10000	60	5	1796	0.6323943661971831	283564	0.000616	1425453991.774568	1425453991.773945	273.0344692193209	546.0689384386418
1048576	2	1000	60	5	1164	0.6767441860465117	282991	0.000172	1425447207.13016	1425447207.129982	272.1489335131964	544.2978670263929
1048576	2	1000	60	5	1819	0.6477920227920227	282953	0.000605	1425449993.064496	1425449993.063885	272.8061714106126	545.6123428212252
1048576	2	1000	60	5	1783	0.633392539964476	283003	0.000592	1425452781.693887	1425452781.693288	271.7661841356468	543.5323682712936
131072	2	100	60	5	1132	0.683987915407855	281463	0.00017	1425446703.233828	1425446703.233653	270.066890348189	540.1337806963779
131072	2	100	60	5	1154	0.6724941724941725	281487	0.000173	1425449489.837246	1425449489.837067	271.9223377347711	543.8446754695423
131072	2	100	60	5	1833	0.6431578947368422	281544	0.000602	1425452280.280766	1425452280.280158	271.4407879663758	542.8815759327515
131072	2	50000	60	5	1742	0.6061238691718859	281573	0.000586	1425449075.736305	1425449075.735713	272.0174171217835	544.034834243567
131072	2	50000	60	5	1881	0.6455044612216884	281725	0.0005910000000000001	1425451863.933111	1425451863.932514	271.9523792244925	543.904758448985
131072	2	50000	60	5	1853	0.6407330567081605	281825	0.000603	1425454660.988458	1425454660.987848	272.6812323827963	545.3624647655926
4194304	2	5000	60	5	1851	0.637396694214876	283388	0.000588	1425447734.124345	1425447734.123751	272.1170526803473	544.2341053606947
4194304	2	5000	60	5	1765	0.625886524822695	283316	0.000585	1425450520.129205	1425450520.128614	271.5111684551561	543.0223369103121
4194304	2	5000	60	5	1789	0.6341722793335697	283393	0.0005910000000000001	1425453313.120172	1425453313.119574	271.8199327011125	543.6398654022249
524288	2	500	60	5	1800	0.6362672322375398	281476	0.000592	1425446883.987246	1425446883.986649	272.1329921630488	544.2659843260975
524288	2	500	60	5	1781	0.6356174161313347	281501	0.000576	1425449670.177802	1425449670.17722	271.8884929638623	543.7769859277247
524288	2	500	60	5	1789	0.6403006442376521	281486	0.000592	1425452461.53315	1425452461.532551	269.2263961775724	538.4527923551449
8388608	2	10000	70	5	1754	0.6156546156546157	283651	0.000583	1425448409.592902	1425448409.592312	273.6856151107426	547.3712302214851
8388608	2	10000	70	5	1793	0.6260474860335196	283624	0.000598	1425451194.582534	1425451194.581929	273.4848921113954	546.9697842227908
8388608	2	10000	70	5	1738	0.6326902074990899	283631	0.000602	1425453996.32499	1425453996.324382	273.4670124931159	546.9340249862317
1048576	2	1000	70	5	1819	0.6423022598870056	282950	0.0005820000000000001	1425447211.702099	1425447211.701511	274.3042192625708	548.6084385251417
1048576	2	1000	70	5	1165	0.6672394043528064	282936	0.000172	1425449997.648397	1425449997.648219	274.2051250835272	548.4102501670544
1048576	2	1000	70	5	1845	0.6426332288401254	282856	0.000599	1425452786.249848	1425452786.249244	274.0167115647963	548.0334231295926
131072	2	50000	70	5	1742	0.615983026874116	282080	0.000578	1425449080.287793	1425449080.287209	272.8991928677141	545.7983857354283
131072	2	50000	70	5	1141	0.6523727844482562	282014	0.000173	1425451868.675235	1425451868.675056	273.4710935044151	546.9421870088302
131072	2	50000	70	5	1789	0.6211805555555555	281980	0.000601	1425454665.712277	1425454665.71167	272.9106113087656	545.8212226175312
4194304	2	5000	70	5	1126	0.6853317102860621	283376	0.000174	1425447738.694046	1425447738.693866	273.2155852616722	546.4311705233443
4194304	2	5000	70	5	1801	0.6395596590909091	283411	0.0006089999999999999	1425450524.860268	1425450524.859653	272.4941668996995	544.988333799399
4194304	2	5000	70	5	1182	0.6765884373211219	283354	0.000171	1425453317.669357	1425453317.66918	273.2049171193825	546.409834238765
524288	2	500	70	5	1173	0.6815804764671702	281453	0.000168	1425446888.548648	1425446888.548474	273.5560450548599	547.1120901097198
524288	2	500	70	5	1946	0.6794692737430168	281475	0.0005999999999999999	1425449674.746654	1425449674.746048	273.2561318017566	546.5122636035131
524288	2	500	70	5	1814	0.636938202247191	281430	0.000599	1425452466.251264	1425452466.250658	273.2105420360315	546.4210840720631
8388608	2	10000	80	5	1839	0.6356723124783962	283657	0.0005910000000000001	1425448414.810583	1425448414.809985	273.5816429221296	547.1632858442592
8388608	2	10000	80	5	1152	0.6877611940298507	283613	0.000169	1425451199.619544	1425451199.61937	272.5493137446938	545.0986274893876
8388608	2	10000	80	5	1820	0.6449326718639263	283599	0.000604	1425454001.550354	1425454001.549743	272.9657816435867	545.9315632871734
1048576	2	1000	80	5	1803	0.6348591549295775	282999	0.000606	1425447216.730239	1425447216.729627	272.8514731592802	545.7029463185604
1048576	2	1000	80	5	1802	0.6401420959147425	282997	0.000589	1425450002.685059	1425450002.684464	272.0684600088338	544.1369200176675
1048576	2	1000	80	5	1786	0.6364932287954383	283003	0.000602	1425452791.283543	1425452791.282934	273.4312845541557	546.8625691083114
131072	2	50000	80	5	1758	0.615330766538327	282006	0.000608	1425449085.511284	1425449085.51067	271.7173249844466	543.4346499688932
131072	2	50000	80	5	1850	0.6482130343377716	282081	0.000614	1425451873.718864	1425451873.718243	272.2867580823984	544.5735161647967
131072	2	50000	80	5	1819	0.6482537419814682	282056	0.000606	1425454670.755423	1425454670.754811	272.2316452078019	544.4632904156039
4194304	2	5000	80	5	1855	0.6354916067146283	283365	0.000587	1425447743.722502	1425447743.721909	273.4013686772872	546.8027373545744
4194304	2	5000	80	5	1791	0.6720450281425892	283294	0.000589	1425450529.892293	1425450529.891699	273.5003200196013	547.0006400392026
4194304	2	5000	80	5	1755	0.625	283418	0.000595	1425453322.897907	1425453322.897305	272.3693849089883	544.7387698179765
524288	2	500	80	5	1831	0.6458553791887125	281417	0.000589	1425446893.577749	1425446893.577155	273.0133960821316	546.0267921642632
524288	2	500	80	5	1867	0.6475893166840098	281477	0.000587	1425449679.799599	1425449679.799006	272.6420715559465	545.2841431118931
524288	2	500	80	5	1848	0.6439024390243903	281476	0.000596	1425452471.284111	1425452471.283508	272.3461094242647	544.6922188485295
8388608	2	10000	90	5	1798	0.6277932960893855	283531	0.000579	1425448420.334165	1425448420.333579	276.5076120865702	553.0152241731405
8388608	2	10000	90	5	1801	0.6558630735615441	283631	0.000604	1425451205.328746	1425451205.328136	275.8332092921819	551.6664185843639
8388608	2	10000	90	5	1156	0.6752336448598131	283619	0.00017	1425454007.047108	1425454007.046932	275.6471155336252	551.2942310672504
524288	2	1000	90	5	1781	0.6205574912891986	281476	0.00058	1425447222.220781	1425447222.220195	277.3417805062643	554.6835610125286
524288	2	1000	90	5	1161	0.6649484536082474	281439	0.000168	1425450008.197964	1425450008.197789	276.8171649719424	553.6343299438847
524288	2	1000	90	5	1888	0.6530612244897959	281451	0.000606	1425452796.778514	1425452796.777902	276.8190234517825	553.6380469035649
131072	2	50000	90	5	1793	0.6306718255364052	282016	0.0005910000000000001	1425449091.004369	1425449091.003771	276.8600712429488	553.7201424858977
131072	2	50000	90	5	1108	0.6468184471687098	282069	0.000167	1425451879.219533	1425451879.219359	275.7921579475963	551.5843158951926
131072	2	50000	90	5	1820	0.629757785467128	282016	0.000604	1425454676.259353	1425454676.258743	276.4927783768197	552.9855567536395
4194304	2	5000	90	5	1135	0.664519906323185	283431	0.000169	1425447749.223885	1425447749.22371	275.893963100329	551.7879262006579
4194304	2	5000	90	5	1848	0.6376811594202898	283374	0.000601	1425450535.385512	1425450535.384905	277.1064586637872	554.2129173275745
4194304	2	5000	90	5	1093	0.6321573163678427	283397	0.000176	1425453328.38324	1425453328.383059	277.130516156156	554.261032312312
262144	2	500	90	5	1109	0.6709013914095584	281736	0.000168	1425446899.070923	1425446899.070748	276.1839501571878	552.3679003143756
262144	2	500	90	5	1104	0.6670694864048339	281686	0.000168	1425449685.28898	1425449685.288806	277.3448897382215	554.6897794764431
262144	2	500	90	5	1114	0.6739261947973382	281707	0.000168	1425452476.767802	1425452476.767627	276.3528635887205	552.705727177441
524288	4	10000	1000	5	1115	0.6605450236966824	281684	0.000169	1425448603.480873	1425448603.480699	356.1623921939099	712.3247843878198
524288	4	10000	1000	5	1113	0.6721014492753623	281705	0.000167	1425451389.756645	1425451389.756472	356.8296762630063	713.6593525260126
524288	4	10000	1000	5	1169	0.6844262295081968	281521	0.00017	1425454191.978487	1425454191.978311	356.5133729770715	713.0267459541429
131072	4	50000	1000	5	1085	0.6462179868969625	282044	0.000167	1425449277.175026	1425449277.174854	357.0164957657544	714.0329915315089
131072	4	50000	1000	5	1166	0.6775130737943056	282302	0.000168	1425452065.374518	1425452065.374344	356.5892216610403	713.1784433220805
131072	4	50000	1000	5	1180	0.6677985285795133	282231	0.000174	1425454859.426236	1425454859.426057	356.1719913117629	712.3439826235258
262144	4	5000	1000	5	1116	0.6809029896278218	281671	0.000168	1425447931.782642	1425447931.782469	356.6301656095778	713.2603312191557
262144	4	5000	1000	5	1129	0.6825876662636033	281687	0.000168	1425450717.84762	1425450717.847445	356.5506226731629	713.1012453463259
262144	4	5000	1000	5	1150	0.6828978622327792	281650	0.000167	1425453514.659873	1425453514.6597	356.3133382068403	712.6266764136806
8388608	4	10000	100	5	1835	0.6299347751458977	283487	0.000589	1425448546.079647	1425448546.079052	347.0277530185888	694.0555060371776
8388608	4	10000	100	5	1706	0.6036801132342534	283578	0.0005910000000000001	1425451332.320013	1425451332.319416	347.4038441751466	694.8076883502932
8388608	4	10000	100	5	1768	0.6212227687983134	283627	0.000601	1425454133.685683	1425454133.685075	347.8610733737074	695.7221467474147
524288	4	1000	100	5	1832	0.6289049090284929	281559	0.000585	1425447296.341716	1425447296.341125	347.5485765597638	695.0971531195277
524288	4	1000	100	5	1846	0.6414176511466296	281564	0.000584	1425450080.442125	1425450080.441535	347.769971266502	695.5399425330039
524288	4	1000	100	5	1774	0.6261913166254853	281555	0.0005999999999999999	1425452870.803585	1425452870.802978	347.4304096747366	694.8608193494731
131072	4	50000	100	5	1173	0.6831683168316832	282044	0.00017	1425449217.743135	1425449217.742959	347.2465104466563	694.4930208933126
131072	4	50000	100	5	1152	0.6666666666666666	282003	0.00017	1425452007.962444	1425452007.962268	347.0625866940231	694.1251733880463
131072	4	50000	100	5	1833	0.6375652173913043	282081	0.000605	1425454801.652347	1425454801.651735	346.18162954455	692.3632590891001
4194304	4	5000	100	5	1903	0.6781895937277262	283324	0.000594	1425447873.526712	1425447873.526111	347.4894830713258	694.9789661426516
4194304	4	5000	100	5	1759	0.6293381037567084	283418	0.0005820000000000001	1425450660.05482	1425450660.054231	347.6426403538171	695.2852807076342
4194304	4	5000	100	5	1808	0.6567381038866691	283423	0.000596	1425453456.0119	1425453456.011297	347.3577484050778	694.7154968101555
262144	4	500	100	5	1798	0.6486291486291487	281688	0.000583	1425446946.198163	1425446946.197574	347.4407296007523	694.8814592015046
262144	4	500	100	5	1841	0.6660636758321273	281631	0.000586	1425449733.071738	1425449733.071146	347.3026690302161	694.6053380604322
262144	4	500	100	5	1698	0.6101329500538987	281673	0.000601	1425452523.972299	1425452523.971692	347.3228554583603	694.6457109167205
4194304	4	10000	200	5	1130	0.6623681125439624	283245	0.000169	1425448553.493893	1425448553.493718	354.0232579957054	708.0465159914108
4194304	4	10000	200	5	1108	0.6599166170339488	283382	0.000169	1425451339.728781	1425451339.728606	354.8706253745145	709.7412507490289
4194304	4	10000	200	5	1126	0.6607981220657277	283210	0.000168	1425454141.067994	1425454141.06782	355.5231867784929	711.0463735569857
262144	4	1000	200	5	1143	0.675531914893617	281697	0.00017	1425447303.735744	1425447303.735568	353.7743666640283	707.5487333280566
262144	4	1000	200	5	1161	0.6981358989777511	281702	0.000171	1425450088.205883	1425450088.205706	353.8508762909225	707.7017525818451
262144	4	1000	200	5	1135	0.6853864734299517	281696	0.000169	1425452878.546828	1425452878.546653	355.2900916234825	710.5801832469649
131072	4	50000	200	5	1164	0.6834997064004698	282288	0.000169	1425449225.477723	1425449225.477548	354.802375319827	709.6047506396541
131072	4	50000	200	5	1137	0.6747774480712166	282399	0.000168	1425452015.366163	1425452015.365989	354.0816300966525	708.163260193305
131072	4	50000	200	5	1120	0.6662700773349197	282214	0.000171	1425454809.402886	1425454809.402709	353.980745124325	707.96149024865
2097152	4	5000	200	5	1160	0.6651376146788991	283130	0.000168	1425447880.912923	1425447880.912748	353.9138621639987	707.8277243279973
2097152	4	5000	200	5	1117	0.6464120370370371	283185	0.000168	1425450667.797048	1425450667.796874	354.1797203172669	708.3594406345338
2097152	4	5000	200	5	1134	0.6554913294797687	283130	0.000174	1425453463.763198	1425453463.763018	354.6185972268764	709.2371944537529
131072	4	500	200	5	1166	0.6965352449223416	281508	0.000171	1425446953.951472	1425446953.951296	354.942224531591	709.8844490631819
131072	4	500	200	5	1120	0.6755126658624849	281543	0.000167	1425449740.466613	1425449740.46644	354.3770918424835	708.7541836849671
131072	4	500	200	5	1169	0.6749422632794457	281509	0.000174	1425452531.723254	1425452531.723074	354.2463614099468	708.4927228198936
33554432	4	10000	20	5	1125	0.6712410501193318	283452	0.000169	1425448520.094094	1425448520.093919	363.2767673090711	726.5535346181422
33554432	4	10000	20	5	1111	0.6497076023391812	283384	0.000172	1425451305.815233	1425451305.815055	363.3067762939467	726.6135525878933
33554432	4	10000	20	5	1137	0.6653013458162669	283417	0.000169	1425454107.170528	1425454107.170353	366.563748004174	733.1274960083481
2097152	4	1000	20	5	1098	0.6497041420118344	283194	0.000169	1425447270.006155	1425447270.00598	363.6949386822441	727.3898773644883
2097152	4	1000	20	5	1134	0.6786355475763016	283083	0.000168	1425450054.542926	1425450054.542752	366.5222020354352	733.0444040708703
2097152	4	1000	20	5	1157	0.6825958702064897	283169	0.000173	1425452844.554213	1425452844.554034	363.9320891619224	727.8641783238448
262144	4	100	20	5	1095	0.6784386617100372	281664	0.000168	1425446712.716862	1425446712.716688	365.5352076251268	731.0704152502535
262144	4	100	20	5	1124	0.6678550207961973	281558	0.000172	1425449499.285436	1425449499.285259	363.9622065164932	727.9244130329864
262144	4	100	20	5	1132	0.6823387582881254	281441	0.000169	1425452289.767168	1425452289.766993	363.010504833816	726.0210096676319
131072	4	50000	20	5	1175	0.6710451170759566	281696	0.00017	1425449191.858183	1425449191.858001	365.2510647731614	730.5021295463227
131072	4	50000	20	5	1133	0.6633489461358314	281755	0.000167	1425451981.419679	1425451981.419506	366.5319767102145	733.0639534204289
131072	4	50000	20	5	1108	0.6552335895919574	281717	0.000168	1425454775.296841	1425454775.296667	364.8232567890584	729.6465135781168
16777216	4	5000	20	5	1146	0.6781065088757396	283254	0.000169	1425447847.478157	1425447847.477982	366.3268179633178	732.6536359266355
16777216	4	5000	20	5	1143	0.6520250998288648	283204	0.000169	1425450633.858554	1425450633.858379	363.9923288562254	727.9846577124508
16777216	4	5000	20	5	1114	0.6560659599528857	283244	0.000169	1425453429.611065	1425453429.610891	362.8643465296411	725.7286930592821
1048576	4	500	20	5	1161	0.6707105719237435	282986	0.000169	1425446919.925173	1425446919.924997	363.740659382888	727.481318765776
1048576	4	500	20	5	1182	0.6723549488054608	282829	0.000175	1425449706.936327	1425449706.936146	366.0109811374016	732.0219622748033
1048576	4	500	20	5	1142	0.6773428232502966	282966	0.00017	1425452497.682809	1425452497.682634	362.222407073722	724.4448141474439
16777216	4	10000	30	5	1884	0.6608207646439845	283261	0.000586	1425448522.307605	1425448522.307013	359.3564263373282	718.7128526746563
16777216	4	10000	30	5	1801	0.6334857544846992	283226	0.000592	1425451308.020244	1425451308.019646	358.4207414947486	716.8414829894972
16777216	4	10000	30	5	1819	0.6307212205270458	283276	0.0005999999999999999	1425454109.37647	1425454109.375864	357.18071513385	714.3614302676999
2097152	4	1000	30	5	1789	0.6186030428769018	283006	0.000587	1425447272.264489	1425447272.263895	359.0029578742482	718.0059157484965
2097152	4	1000	30	5	1802	0.6331693605059733	283211	0.000592	1425450056.75043	1425450056.749832	357.878992213	715.757984426
2097152	4	1000	30	5	1192	0.6890173410404624	283159	0.000171	1425452846.81969	1425452846.819513	355.1903241221993	710.3806482443987
262144	4	100	30	5	1831	0.6516014234875445	281490	0.000584	1425446714.925195	1425446714.924604	359.0146801088134	718.0293602176268
262144	4	100	30	5	1698	0.613882863340564	281748	0.000575	1425449501.559129	1425449501.558547	359.1752051763802	718.3504103527605
262144	4	100	30	5	1738	0.6193870277975766	281645	0.0005999999999999999	1425452292.00416	1425452292.003554	359.7083850183614	719.4167700367228
131072	4	50000	30	5	1872	0.6554621848739496	281759	0.000587	1425449194.058211	1425449194.057617	358.1573180916394	716.3146361832788
131072	4	50000	30	5	1903	0.6580221300138313	281731	0.00059	1425451983.684982	1425451983.684385	359.1532069562945	718.3064139125889
131072	4	50000	30	5	1790	0.6309481847021502	281717	0.000597	1425454777.514972	1425454777.514368	357.9707482147639	715.9414964295278
8388608	4	5000	30	5	1703	0.6028318584070796	283625	0.00058	1425447849.679872	1425447849.679286	358.8711354629556	717.7422709259112
8388608	4	5000	30	5	1776	0.6255723846424798	283656	0.000594	1425450636.11404	1425450636.113441	359.3879936510427	718.7759873020854
8388608	4	5000	30	5	1861	0.6500174641983933	283656	0.000607	1425453431.874539	1425453431.873926	358.5916994893098	717.1833989786196
1048576	4	500	30	5	1844	0.6566951566951567	283003	0.0005910000000000001	1425446922.123566	1425446922.122969	359.4460038701742	718.8920077403484
1048576	4	500	30	5	1705	0.616413593637021	283003	0.000585	1425449709.157868	1425449709.157278	358.4448410816802	716.8896821633605
1048576	4	500	30	5	1770	0.6281050390347764	282828	0.0005999999999999999	1425452499.955258	1425452499.954652	359.0029578742482	718.0059157484965
16777216	4	10000	40	5	1704	0.5835616438356165	283225	0.000579	1425448524.74413	1425448524.743545	360.5334421237638	721.0668842475277
16777216	4	10000	40	5	1755	0.614926419060967	283267	0.000587	1425451310.550061	1425451310.549468	360.6848273769847	721.3696547539694
16777216	4	10000	40	5	1871	0.6505563282336578	283242	0.00059	1425454111.871024	1425454111.870427	360.7422214123425	721.4844428246851
2097152	4	1000	40	5	1906	0.6746902654867256	283128	0.00058	1425447274.768086	1425447274.7675	360.3178194943151	720.6356389886303
2097152	4	1000	40	5	1800	0.631578947368421	283153	0.000587	1425450059.169145	1425450059.168553	360.3656477257383	720.7312954514766
2097152	4	1000	40	5	1799	0.6244359597362027	283151	0.000601	1425452849.272533	1425452849.271926	360.5387621062849	721.0775242125698
131072	4	100	40	5	1798	0.6391752577319587	281506	0.00058	1425446717.440814	1425446717.440227	361.0596974538911	722.1193949077823
131072	4	100	40	5	1800	0.6369426751592356	281534	0.000604	1425449504.01237	1425449504.01176	360.8434450834575	721.6868901669151
131072	4	100	40	5	1135	0.6688273423688863	281502	0.00017	1425452294.49716	1425452294.496983	360.7593840007613	721.5187680015225
131072	4	50000	40	5	1838	0.6340117281821318	281805	0.000585	1425449196.497552	1425449196.496962	359.6483784187088	719.2967568374175
131072	4	50000	40	5	1906	0.6574680924456709	281753	0.000601	1425451986.185196	1425451986.184589	360.3455701317812	720.6911402635624
131072	4	50000	40	5	1853	0.6367697594501718	281806	0.0005999999999999999	1425454780.009337	1425454780.008731	361.433565392157	722.8671307843141
8388608	4	5000	40	5	1841	0.6428072625698324	283609	0.00059	1425447852.175431	1425447852.174836	361.0650329785662	722.1300659571324
8388608	4	5000	40	5	1759	0.6187126275061555	283617	0.0005820000000000001	1425450638.534153	1425450638.533565	360.7499147845203	721.4998295690406
8388608	4	5000	40	5	1845	0.6395147313691508	283600	0.000613	1425453434.30336	1425453434.30274	360.5334421237638	721.0668842475277
1048576	4	500	40	5	1864	0.6517482517482518	282968	0.000589	1425446924.545639	1425446924.545044	360.4938427437242	720.9876854874484
1048576	4	500	40	5	1784	0.6253066947073256	283003	0.0005820000000000001	1425449711.592055	1425449711.591467	363.3373905665459	726.6747811330919
1048576	4	500	40	5	1773	0.6359397417503587	283003	0.000605	1425452502.457549	1425452502.456937	359.1432353175012	718.2864706350024
1048576	4	10000	500	5	1164	0.6903914590747331	282963	0.000174	1425448570.453211	1425448570.453032	350.8341717025223	701.6683434050447
1048576	4	10000	500	5	1208	0.678270634475014	282912	0.000218	1425451356.689375	1425451356.689152	351.1061844284601	702.2123688569202
1048576	4	10000	500	5	1125	0.677710843373494	282821	0.000167	1425454158.920476	1425454158.920303	351.02583630614	702.0516726122801
131072	4	1000	500	5	1174	0.6778290993071594	281406	0.00017	1425447320.692133	1425447320.691957	350.9901129336653	701.9802258673307
131072	4	1000	500	5	1165	0.6959378733572282	281421	0.000168	1425450106.06196	1425450106.061786	351.210036833382	702.420073666764
131072	4	1000	500	5	1152	0.6748681898066784	281424	0.000169	1425452896.401574	1425452896.4014	351.0423781974051	702.0847563948103
131072	4	50000	500	5	1170	0.670487106017192	282556	0.000169	1425449242.436521	1425449242.436345	351.1245728192409	702.2491456384818
131072	4	50000	500	5	1096	0.6428152492668622	282611	0.000168	1425452032.339501	1425452032.339328	351.2399702885114	702.4799405770228
131072	4	50000	500	5	1121	0.6540256709451575	282558	0.000168	1425454826.378053	1425454826.37788	350.9232128051181	701.8464256102361
524288	4	5000	500	5	1163	0.6641918903483723	281553	0.000167	1425447898.749366	1425447898.749193	350.8799854990287	701.7599709980574
524288	4	5000	500	5	1115	0.6478791400348635	281517	0.000168	1425450684.784169	1425450684.783995	351.270088403475	702.5401768069499
524288	4	5000	500	5	1158	0.6720835751596054	281364	0.000167	1425453481.636141	1425453481.635968	351.0111785346244	702.0223570692489
16777216	4	10000	50	5	1814	0.6450924608819346	283135	0.000585	1425448527.566381	1425448527.565789	359.9545490533271	719.9090981066543
16777216	4	10000	50	5	1847	0.655662051828186	283257	0.000604	1425451313.357343	1425451313.356733	359.9377801890387	719.8755603780774
16777216	4	10000	50	5	1857	0.6488469601677149	283231	0.000602	1425454114.763261	1425454114.762652	359.8159129686418	719.6318259372836
1048576	4	1000	50	5	1885	0.6611715187653455	283003	0.00059	1425447277.571528	1425447277.570932	364.5697864684022	729.1395729368044
1048576	4	1000	50	5	1804	0.6419928825622776	283014	0.000587	1425450061.975382	1425450061.974789	360.6861926058787	721.3723852117574
1048576	4	1000	50	5	1752	0.6151685393258427	283014	0.000594	1425452852.069066	1425452852.068466	360.6921087171826	721.3842174343652
131072	4	100	50	5	1696	0.5980253878702397	281463	0.000583	1425446720.23173	1425446720.231142	360.560634795127	721.121269590254
131072	4	100	50	5	1156	0.6942942942942943	281546	0.00017	1425449506.805752	1425449506.805575	357.78000676049	715.5600135209801
131072	4	100	50	5	1164	0.6940966010733453	281486	0.00017	1425452297.397098	1425452297.396921	359.9146689099058	719.8293378198116
131072	4	50000	50	5	1775	0.6263232180663373	281898	0.000581	1425449199.30546	1425449199.304874	360.3906342815144	720.7812685630288
131072	4	50000	50	5	1794	0.6220527045769764	281584	0.000597	1425451988.99933	1425451988.998727	360.5092540975825	721.0185081951649
131072	4	50000	50	5	1854	0.640635798203179	281738	0.000596	1425454782.895064	1425454782.894461	360.4615240951486	720.9230481902972
8388608	4	5000	50	5	1844	0.6715222141296431	283573	0.000584	1425447854.967131	1425447854.966541	360.2212479041941	720.4424958083881
8388608	4	5000	50	5	1845	0.6496478873239436	283622	0.000589	1425450641.417013	1425450641.416418	360.0860348276739	720.1720696553479
8388608	4	5000	50	5	1148	0.6764879198585739	283594	0.000171	1425453437.205846	1425453437.205669	359.3229450692569	718.6458901385138
524288	4	500	50	5	1194	0.6941860465116279	281383	0.000169	1425446927.335382	1425446927.335208	360.2021848806143	720.4043697612285
