module:input:0:alpha	module:input:0:density	module:input:0:numVertex	module:measure:PAPI:PAPI_LD_INS	module:measure:PAPI:PAPI_TOT_INS	module:measure:time:time	module:measure:timestamp:End	module:measure:timestamp:Start	module:output:0:diff	module:output:0:num_iterations
0.5	0	300000	174821195	459886446	0.08415	1426614773.684259	1426614773.600102	5.820872984050159e-06	10
0.7	0	300000	227891241	599411121	0.109578	1426613477.607568	1426613477.497983	2.916722108307199e-06	13
0.7	0	300000	227890947	599411122	0.109449	1426614126.672387	1426614126.562931	2.916722108307199e-06	13
0.7	0	300000	227891138	599411122	0.109396	1426614775.367365	1426614775.257961	2.916722108307199e-06	13
0.8	0	300000	245580858	645919348	0.117861	1426613479.292345	1426613479.174477	4.828635352003841e-06	14
0.8	0	300000	245580923	645919347	0.117769	1426614128.368503	1426614128.250727	4.828635352003841e-06	14
0.8	0	300000	245580973	645919347	0.11776	1426614777.063429	1426614776.945661	4.828635352003841e-06	14
0.99	0	300000	298650704	785444024	0.142928	1426613482.70023	1426613482.557295	5.255339019628351e-06	17
0.99	0	300000	298650790	785444024	0.142769	1426614131.795121	1426614131.652346	5.255339019628351e-06	17
0.99	0	300000	298650683	785444024	0.143104	1426614780.490544	1426614780.347433	5.255339019628351e-06	17
0.9	0	300000	263270909	692427575	0.12626	1426613480.983686	1426613480.857419	8.369616948524651e-06	15
0.9	0	300000	263271145	692427574	0.126166	1426614130.073714	1426614129.947541	8.369616948524651e-06	15
0.9	0	300000	263271288	692427573	0.126155	1426614778.769956	1426614778.643794	8.369616948524651e-06	15
0.3	0	300000	170687106	449766361	0.085092	1426613484.629335	1426613484.544235	9.403258914957367e-06	7
0.3	0	300000	170687223	449766361	0.085052	1426614133.677003	1426614133.591943	9.403258914957367e-06	7
0.3	0	300000	170687309	449766362	0.085204	1426614782.3828	1426614782.297587	9.403258914957367e-06	7
0.5	0	300000	220269010	580314085	0.10892	1426613486.548439	1426613486.439511	7.22308142459739e-06	9
0.5	0	300000	220269042	580314085	0.109038	1426614135.607788	1426614135.498742	7.22308142459739e-06	9
0.5	0	300000	220268939	580314083	0.10895	1426614784.298689	1426614784.189732	7.22308142459739e-06	9
0.7	0	300000	269850792	710861807	0.132713	1426613488.487403	1426613488.354682	7.388698943114825e-06	11
0.7	0	300000	269850892	710861808	0.132836	1426614137.560117	1426614137.427272	7.388698943114825e-06	11
0.7	0	300000	269850935	710861809	0.132792	1426614786.251766	1426614786.118965	7.388698943114825e-06	11
0.8	0	300000	294645023	776135697	0.145435	1426613490.438992	1426613490.293549	8.432428373670361e-06	12
0.8	0	300000	294641267	776135669	0.144992	1426614139.51466	1426614139.36966	8.432428373670361e-06	12
0.8	0	300000	294641481	776135671	0.14469	1426614788.215864	1426614788.071165	8.432428373670361e-06	12
0.99	0	300000	369014248	971957257	0.181017	1426613494.400023	1426613494.218998	4.302665954000587e-06	15
0.99	0	300000	369014083	971957256	0.180747	1426614143.482304	1426614143.301548	4.302665954000587e-06	15
0.99	0	300000	369014040	971957257	0.180696	1426614792.192802	1426614792.012098	4.302665954000587e-06	15
0.9	0	300000	344223403	906683394	0.168686	1426613492.418139	1426613492.249445	3.375006766951291e-06	14
0.9	0	300000	344223153	906683393	0.168746	1426614141.491392	1426614141.322638	3.375006766951291e-06	14
0.9	0	300000	344223628	906683394	0.168539	1426614790.195958	1426614790.027411	3.375006766951291e-06	14
0.3	0	300000	245201859	646938089	0.133194	1426613496.578423	1426613496.445221	4.334087826298275e-06	8
0.3	0	300000	245202164	646938090	0.133674	1426614145.631186	1426614145.497503	4.334087826298275e-06	8
0.3	0	300000	245201550	646938088	0.133187	1426614794.32926	1426614794.196065	4.334087826298275e-06	8
0.5	0	300000	307371862	810860761	0.166228	1426613498.74294	1426613498.576703	4.569241838169526e-06	10
0.5	0	300000	307372006	810860763	0.166864	1426614147.806317	1426614147.639444	4.569241838169526e-06	10
0.5	0	300000	307372084	810860762	0.165988	1426614796.507117	1426614796.341121	4.569241838169526e-06	10
0.7	0	300000	369543255	974783437	0.2012	1426613500.945345	1426613500.744137	5.18290627409691e-06	12
0.7	0	300000	369541896	974783439	0.200309	1426614150.017914	1426614149.817597	5.18290627409691e-06	12
0.7	0	300000	369542348	974783435	0.198609	1426614798.736197	1426614798.537579	5.18290627409691e-06	12
0.8	0	300000	400627280	1056744770	0.214845	1426613503.160986	1426613502.946132	6.013368579508867e-06	13
0.8	0	300000	400627855	1056744771	0.215036	1426614152.262962	1426614152.047917	6.013368579508867e-06	13
0.8	0	300000	400627608	1056744772	0.216356	1426614800.959181	1426614800.742817	6.013368579508867e-06	13
0.99	0	300000	462798757	1220667447	0.250951	1426613507.677523	1426613507.426562	8.541475915164731e-06	15
0.99	0	300000	462797684	1220667441	0.246192	1426614156.749989	1426614156.503789	8.541475915164731e-06	15
0.99	0	300000	462797537	1220667443	0.246669	1426614805.473269	1426614805.226593	8.541475915164731e-06	15
0.9	0	300000	431712760	1138706108	0.233375	1426613505.414561	1426613505.181177	7.453647567017549e-06	14
0.9	0	300000	431712070	1138706107	0.231125	1426614154.498766	1426614154.267633	7.453647567017549e-06	14
0.9	0	300000	431712491	1138706105	0.230118	1426614803.206822	1426614802.976695	7.453647567017549e-06	14
0.3	0	300000	289274806	764278029	0.16342	1426613510.162219	1426613509.99879	7.640361940878664e-06	8
0.3	0	300000	289274560	764278028	0.161429	1426614159.102578	1426614158.941142	7.640361940878664e-06	8
0.3	0	300000	289274256	764278027	0.161729	1426614807.827408	1426614807.66567	7.640361940878664e-06	8
0.5	0	300000	362588599	957857227	0.202586	1426613512.576428	1426613512.373833	6.978588873624805e-06	10
0.5	0	300000	362589131	957857226	0.201948	1426614161.51033	1426614161.308373	6.978588873624805e-06	10
0.5	0	300000	362588465	957857226	0.201106	1426614810.227007	1426614810.025892	6.978588873624805e-06	10
0.7	0	300000	435904162	1151436429	0.243555	1426613515.017128	1426613514.773564	6.543721184120901e-06	12
0.7	0	300000	435903322	1151436426	0.243093	1426614163.95365	1426614163.710548	6.543721184120901e-06	12
0.7	0	300000	435902612	1151436423	0.240488	1426614812.686077	1426614812.44558	6.543721184120901e-06	12
0.8	0	300000	472560435	1248226024	0.262062	1426613517.48252	1426613517.22045	6.830485191298489e-06	13
0.8	0	300000	472560592	1248226022	0.260791	1426614166.424412	1426614166.163612	6.830485191298489e-06	13
0.8	0	300000	472559735	1248226020	0.259761	1426614815.158469	1426614814.898698	6.830485191298489e-06	13
0.99	0	300000	545874358	1441805221	0.301213	1426613522.457302	1426613522.15608	7.580393536260315e-06	15
0.99	0	300000	545874725	1441805222	0.302368	1426614171.412436	1426614171.110058	7.580393536260315e-06	15
0.99	0	300000	545874024	1441805218	0.2986	1426614820.146279	1426614819.84767	7.580393536260315e-06	15
0.9	0	300000	509217772	1345015624	0.281951	1426613519.957866	1426613519.675906	7.523487817599063e-06	14
0.9	0	300000	509217661	1345015622	0.280145	1426614168.900562	1426614168.620408	7.523487817599063e-06	14
0.9	0	300000	509216742	1345015619	0.278682	1426614817.645916	1426614817.367225	7.523487817599063e-06	14
0.3	0	300000	287140923	759750278	0.178984	1426613525.064013	1426613524.885021	7.09008203954152e-06	7
0.3	0	300000	287140640	759750277	0.177571	1426614173.949218	1426614173.771637	7.09008203954152e-06	7
0.3	0	300000	287140026	759750276	0.177327	1426614822.711609	1426614822.534273	7.09008203954152e-06	7
0.5	0	300000	370433014	979984698	0.225318	1426613527.66871	1426613527.443383	2.895779499647724e-06	9
0.5	0	300000	370433163	979984699	0.226575	1426614176.556553	1426614176.329969	2.895779499647724e-06	9
0.5	0	300000	370432494	979984697	0.224848	1426614825.315343	1426614825.090486	2.895779499647724e-06	9
0.7	0	300000	412079534	1090101911	0.251898	1426613530.286164	1426613530.034258	7.961566140707201e-06	10
0.7	0	300000	412079539	1090101911	0.250456	1426614179.191069	1426614178.940605	7.961566140707201e-06	10
0.7	0	300000	412079092	1090101912	0.25179	1426614827.955451	1426614827.703653	7.961566140707201e-06	10
0.8	0	300000	453726072	1200219124	0.277176	1426613532.939515	1426613532.662332	5.2192212637962e-06	11
0.8	0	300000	453725270	1200219122	0.274426	1426614181.841906	1426614181.567471	5.2192212637962e-06	11
0.8	0	300000	453724275	1200219116	0.269155	1426614830.592801	1426614830.323637	5.2192212637962e-06	11
0.99	0	300000	537018889	1420453545	0.324647	1426613538.335989	1426613538.011333	2.07782475200261e-06	13
0.99	0	300000	537018031	1420453545	0.324609	1426614187.258374	1426614186.933756	2.07782475200261e-06	13
0.99	0	300000	537018423	1420453546	0.324895	1426614835.986043	1426614835.661139	2.07782475200261e-06	13
0.9	0	300000	495409901	1310336538	0.311122	1426613535.630324	1426613535.319147	3.459638699008569e-06	12
0.9	0	300000	495373227	1310336336	0.299844	1426614184.558425	1426614184.258572	3.459638699008569e-06	12
0.9	0	300000	495372070	1310336331	0.297998	1426614833.278654	1426614832.980647	3.459638699008569e-06	12
0.3	0	300000	318713834	844410240	0.211954	1426613541.18864	1426613540.976677	7.269510083720222e-06	7
0.3	0	300000	318714317	844410242	0.212057	1426614190.013852	1426614189.801786	7.269510083720222e-06	7
0.3	0	300000	318756647	844410442	0.216788	1426614838.745409	1426614838.528565	7.269510083720222e-06	7
0.5	0	300000	411120268	1089073849	0.270958	1426613543.995071	1426613543.724104	2.588548191566564e-06	9
0.5	0	300000	411119557	1089073840	0.262866	1426614192.806481	1426614192.543606	2.588548191566564e-06	9
0.5	0	300000	411120494	1089073847	0.269962	1426614841.566246	1426614841.296276	2.588548191566564e-06	9
0.7	0	300000	457323152	1211405651	0.299647	1426613546.840772	1426613546.541115	6.133278542866964e-06	10
0.7	0	300000	457323500	1211405651	0.298379	1426614195.740757	1426614195.442369	6.133278542866964e-06	10
0.7	0	300000	457324216	1211405654	0.300467	1426614844.434346	1426614844.13387	6.133278542866964e-06	10
0.8	0	300000	503526513	1333737456	0.329766	1426613549.704254	1426613549.374478	3.406085857246806e-06	11
0.8	0	300000	503525418	1333737445	0.320135	1426614198.606276	1426614198.286132	3.406085857246806e-06	11
0.8	0	300000	503526048	1333737454	0.32867	1426614847.335313	1426614847.006635	3.406085857246806e-06	11
0.99	0	300000	549768599	1456069461	0.367538	1426613555.501423	1426613555.13383	5.702718401919688e-06	12
0.99	0	300000	549730431	1456069257	0.357195	1426614204.445203	1426614204.087999	5.702718401919688e-06	12
0.99	0	300000	549730150	1456069258	0.3575	1426614853.142148	1426614852.784638	5.702718401919688e-06	12
0.9	0	300000	549728997	1456069257	0.356901	1426613552.594206	1426613552.237296	1.964687487857272e-06	12
0.9	0	300000	549729555	1456069258	0.357942	1426614201.532099	1426614201.174148	1.964687487857272e-06	12
0.9	0	300000	549730344	1456069259	0.358219	1426614850.234867	1426614849.876639	1.964687487857272e-06	12
0.3	0	300000	397364568	1054112576	0.271531	1426613558.541715	1426613558.270175	3.195241132891744e-06	8
0.3	0	300000	397364145	1054112576	0.272004	1426614207.4262	1426614207.154186	3.195241132891744e-06	8
0.3	0	300000	397364221	1054112579	0.272134	1426614856.124557	1426614855.852414	3.195241132891744e-06	8
0.5	0	300000	497943143	1320777715	0.338202	1426613561.576495	1426613561.238284	2.709841422370182e-06	10
0.5	0	300000	497943350	1320777716	0.339523	1426614210.468361	1426614210.128829	2.709841422370182e-06	10
0.5	0	300000	497944119	1320777717	0.338607	1426614859.165216	1426614858.8266	2.709841422370182e-06	10
0.7	0	300000	598522693	1587442858	0.406857	1426613564.705679	1426613564.298813	1.563556431686051e-06	12
0.7	0	300000	598521616	1587442853	0.402354	1426614213.585144	1426614213.182781	1.563556431686051e-06	12
0.7	0	300000	598521497	1587442857	0.403617	1426614862.296862	1426614861.893236	1.563556431686051e-06	12
0.8	0	300000	598524177	1587442866	0.413473	1426613567.830713	1426613567.41723	6.910737944988976e-06	12
0.8	0	300000	598520943	1587442855	0.402573	1426614216.710106	1426614216.307524	6.910737944988976e-06	12
0.8	0	300000	598521744	1587442856	0.404352	1426614865.395589	1426614864.991228	6.910737944988976e-06	12
0.99	0	300000	699146570	1854108199	0.476276	1426613574.16372	1426613573.687389	2.742758643607327e-06	14
0.99	0	300000	699102284	1854107999	0.470611	1426614223.027821	1426614222.5572	2.742758643607327e-06	14
0.99	0	300000	699141413	1854108202	0.483286	1426614871.761369	1426614871.278029	2.742758643607327e-06	14
0.9	0	300000	648812020	1720775433	0.440526	1426613570.983774	1426613570.54324	4.594195774778014e-06	13
0.9	0	300000	648810820	1720775423	0.435336	1426614219.85219	1426614219.416846	4.594195774778014e-06	13
0.9	0	300000	648812558	1720775427	0.437259	1426614868.54187	1426614868.104602	4.594195774778014e-06	13
0.3	0	400000	186010135	489369954	0.08785800000000001	1426613576.147008	1426613576.059143	1.344197444196606e-06	8
0.3	0	400000	186010601	489369955	0.08799	1426614224.95074	1426614224.862742	1.344197444196606e-06	8
0.3	0	400000	186010563	489369954	0.087825	1426614873.700974	1426614873.613141	1.344197444196606e-06	8
0.5	0	400000	233211883	613465790	0.109537	1426613578.024338	1426613577.914794	2.24433618776836e-06	10
0.5	0	400000	233212034	613465792	0.109867	1426614226.838996	1426614226.729121	2.24433618776836e-06	10
0.5	0	400000	233212228	613465791	0.109663	1426614875.59011	1426614875.480439	2.24433618776836e-06	10
0.7	0	400000	280414066	737561631	0.131598	1426613579.922986	1426613579.79138	4.203507001071578e-06	12
0.7	0	400000	280413994	737561629	0.131522	1426614228.746534	1426614228.615004	4.203507001071578e-06	12
0.7	0	400000	280414158	737561630	0.131582	1426614877.496886	1426614877.365297	4.203507001071578e-06	12
0.8	0	400000	304014714	799609549	0.142535	1426613581.835739	1426613581.693196	6.262295366031676e-06	13
0.8	0	400000	304015000	799609549	0.142606	1426614230.670984	1426614230.528369	6.262295366031676e-06	13
0.8	0	400000	304015123	799609548	0.142346	1426614879.412844	1426614879.270491	6.262295366031676e-06	13
0.99	0	400000	374817905	985753304	0.175093	1426613585.707675	1426613585.532575	5.840089566656147e-06	16
0.99	0	400000	374817565	985753306	0.175216	1426614234.558412	1426614234.383185	5.840089566656147e-06	16
0.99	0	400000	374817901	985753305	0.175008	1426614883.304132	1426614883.129116	5.840089566656147e-06	16
0.9	0	400000	327615839	861657466	0.153482	1426613583.76025	1426613583.60676	9.909730277373861e-06	14
0.9	0	400000	327615850	861657467	0.153305	1426614232.601273	1426614232.447958	9.909730277373861e-06	14
0.9	0	400000	327615803	861657466	0.153303	1426614881.356977	1426614881.203667	9.909730277373861e-06	14
0.3	0	400000	227932583	600568095	0.116171	1426613587.957776	1426613587.841596	9.660831488658463e-06	7
0.3	0	400000	227932339	600568094	0.116305	1426614236.735597	1426614236.619283	9.660831488658463e-06	7
0.3	0	400000	227932417	600568094	0.115954	1426614885.477415	1426614885.361453	9.660831488658463e-06	7
0.5	0	400000	294151106	774912509	0.148556	1426613590.165683	1426613590.01712	7.209016192982977e-06	9
0.5	0	400000	294151510	774912509	0.148858	1426614238.961742	1426614238.812875	7.209016192982977e-06	9
0.5	0	400000	294152721	774912511	0.150414	1426614887.699739	1426614887.549317	7.209016192982977e-06	9
0.7	0	400000	360370527	949256924	0.181292	1426613592.425739	1426613592.244439	7.236811960898585e-06	11
0.7	0	400000	360370331	949256923	0.180636	1426614241.215839	1426614241.035195	7.236811960898585e-06	11
0.7	0	400000	360370387	949256923	0.181425	1426614889.949053	1426614889.767619	7.236811960898585e-06	11
0.8	0	400000	393479526	1036429130	0.197071	1426613594.689786	1426613594.492708	8.213035347940215e-06	12
0.8	0	400000	393479851	1036429130	0.19695	1426614243.483374	1426614243.286416	8.213035347940215e-06	12
0.8	0	400000	393479770	1036429130	0.196949	1426614892.223277	1426614892.026321	8.213035347940215e-06	12
0.99	0	400000	492809065	1297945754	0.247917	1426613599.325381	1426613599.077455	4.238871033736838e-06	15
0.99	0	400000	492808430	1297945753	0.245979	1426614248.103093	1426614247.857099	4.238871033736838e-06	15
0.99	0	400000	492873561	1297945925	0.254116	1426614896.845774	1426614896.591603	4.238871033736838e-06	15
0.9	0	400000	459698477	1210773544	0.22945	1426613597.004452	1426613596.774993	3.33039346313155e-06	14
0.9	0	400000	459698759	1210773545	0.230222	1426614245.785537	1426614245.555307	3.33039346313155e-06	14
0.9	0	400000	459698278	1210773542	0.228359	1426614894.516127	1426614894.287759	3.33039346313155e-06	14
0.3	0	400000	327246749	863367269	0.16742	1426613601.926062	1426613601.758633	2.772654841465284e-06	8
0.3	0	400000	327246239	863367266	0.167358	1426614250.647112	1426614250.479746	2.772654841465284e-06	8
0.3	0	400000	327245354	863367266	0.166289	1426614899.393448	1426614899.22715	2.772654841465284e-06	8
0.5	0	400000	410226517	1082151164	0.207467	1426613604.525841	1426613604.318366	2.805754294910626e-06	10
0.5	0	400000	410225533	1082151163	0.208335	1426614253.245392	1426614253.037049	2.805754294910626e-06	10
0.5	0	400000	410224966	1082151164	0.206965	1426614902.003984	1426614901.797009	2.805754294910626e-06	10
0.7	0	400000	493203983	1300935061	0.249415	1426613607.160822	1426613606.911398	3.119181216655676e-06	12
0.7	0	400000	493204697	1300935061	0.248915	1426614255.888346	1426614255.639422	3.119181216655676e-06	12
0.7	0	400000	493204226	1300935060	0.248312	1426614904.638072	1426614904.389752	3.119181216655676e-06	12
0.8	0	400000	534693981	1410327009	0.269653	1426613609.813089	1426613609.543427	3.57987259781167e-06	13
0.8	0	400000	534693523	1410327008	0.269195	1426614258.55315	1426614258.283945	3.57987259781167e-06	13
0.8	0	400000	534693433	1410327009	0.268999	1426614907.299554	1426614907.030546	3.57987259781167e-06	13
0.99	0	400000	617673170	1629110908	0.312043	1426613615.183028	1426613614.870976	4.905579788598492e-06	15
0.99	0	400000	617672798	1629110909	0.312543	1426614263.955843	1426614263.643291	4.905579788598492e-06	15
0.99	0	400000	617673254	1629110904	0.30893	1426614912.672318	1426614912.363379	4.905579788598492e-06	15
0.9	0	400000	576183957	1519718959	0.290987	1426613612.489555	1426613612.198558	4.366468541313692e-06	14
0.9	0	400000	576223478	1519719163	0.299655	1426614261.241208	1426614260.941497	4.366468541313692e-06	14
0.9	0	400000	576183317	1519718958	0.29039	1426614909.976047	1426614909.685649	4.366468541313692e-06	14
0.3	0	400000	385445454	1018364326	0.216433	1426613618.109449	1426613617.893008	7.588736512251675e-06	8
0.3	0	400000	385444985	1018364323	0.214962	1426614266.809661	1426614266.59469	7.588736512251675e-06	8
0.3	0	400000	385444915	1018364322	0.212595	1426614915.51235	1426614915.299746	7.588736512251675e-06	8
0.5	0	400000	483140265	1276318295	0.269236	1426613621.035887	1426613620.766642	6.802165866142185e-06	10
0.5	0	400000	483138599	1276318292	0.268599	1426614269.722941	1426614269.454333	6.802165866142185e-06	10
0.5	0	400000	483138249	1276318290	0.267443	1426614918.423595	1426614918.156143	6.802165866142185e-06	10
0.7	0	400000	580832282	1534272260	0.322123	1426613623.99346	1426613623.671328	6.378024283715111e-06	12
0.7	0	400000	580831759	1534272255	0.317989	1426614272.68041	1426614272.362412	6.378024283715111e-06	12
0.7	0	400000	580833100	1534272256	0.318271	1426614921.402521	1426614921.084241	6.378024283715111e-06	12
0.8	0	400000	629679651	1663249245	0.350038	1426613626.998886	1426613626.648839	6.750759389316713e-06	13
0.8	0	400000	629679507	1663249243	0.348169	1426614275.667183	1426614275.319005	6.750759389316713e-06	13
0.8	0	400000	629719277	1663249445	0.353889	1426614924.401074	1426614924.047131	6.750759389316713e-06	13
0.99	0	400000	727373219	1921203211	0.401742	1426613633.058144	1426613632.656393	7.912410775831351e-06	15
0.99	0	400000	727371857	1921203202	0.392893	1426614281.724512	1426614281.33161	7.912410775831351e-06	15
0.99	0	400000	727372088	1921203205	0.396933	1426614930.487795	1426614930.090852	7.912410775831351e-06	15
0.9	0	400000	678526592	1792226229	0.375284	1426613630.014424	1426613629.639131	7.613339350866252e-06	14
0.9	0	400000	678525871	1792226225	0.373893	1426614278.68248	1426614278.30858	7.613339350866252e-06	14
0.9	0	400000	678526241	1792226225	0.373171	1426614927.447915	1426614927.074736	7.613339350866252e-06	14
0.3	0	400000	438582420	1160323151	0.269478	1426613636.272473	1426613636.002986	7.522960850233882e-06	8
0.3	0	400000	438582948	1160323154	0.272571	1426614284.887771	1426614284.61519	7.522960850233882e-06	8
0.3	0	400000	438582986	1160323151	0.269912	1426614933.638083	1426614933.368161	7.522960850233882e-06	8
0.5	0	400000	549697417	1454116972	0.335362	1426613639.487733	1426613639.152362	5.807510682344507e-06	10
0.5	0	400000	549697106	1454116974	0.337362	1426614288.113626	1426614287.776254	5.807510682344507e-06	10
0.5	0	400000	549737728	1454117179	0.349928	1426614936.881892	1426614936.531909	5.807510682344507e-06	10
0.7	0	400000	660812383	1747910794	0.402867	1426613642.767661	1426613642.364784	4.143507930594515e-06	12
0.7	0	400000	660853208	1747910999	0.411611	1426614291.400968	1426614290.989301	4.143507930594515e-06	12
0.7	0	400000	660811762	1747910795	0.40182	1426614940.183182	1426614939.781353	4.143507930594515e-06	12
0.8	0	400000	716370582	1894807710	0.436419	1426613646.092122	1426613645.655693	3.640492276183152e-06	13
0.8	0	400000	716369306	1894807707	0.435315	1426614294.7483	1426614294.312976	3.640492276183152e-06	13
0.8	0	400000	716369769	1894807705	0.435114	1426614943.507492	1426614943.072367	3.640492276183152e-06	13
0.99	0	400000	827484758	2188601527	0.499238	1426613652.821818	1426613652.32257	2.452117826714276e-06	15
0.99	0	400000	827526981	2188601737	0.514494	1426614301.50399	1426614300.98944	2.452117826714276e-06	15
0.99	0	400000	827483802	2188601528	0.497287	1426614950.271773	1426614949.774477	2.452117826714276e-06	15
0.9	0	400000	771926306	2041704616	0.468285	1426613649.437702	1426613648.969408	3.232514112624339e-06	14
0.9	0	400000	771925394	2041704617	0.467333	1426614298.105206	1426614297.637864	3.232514112624339e-06	14
0.9	0	400000	771969999	2041704824	0.481684	1426614946.874419	1426614946.39268	3.232514112624339e-06	14
0.3	0	400000	486088532	1287762936	0.313355	1426613656.334696	1426613656.02133	5.95466011328905e-06	8
0.3	0	400000	486087884	1287762937	0.314431	1426614304.968375	1426614304.653934	5.95466011328905e-06	8
0.3	0	400000	486088245	1287762933	0.312924	1426614953.714604	1426614953.40167	5.95466011328905e-06	8
0.5	0	400000	609183358	1613688050	0.389418	1426613659.856072	1426613659.466645	5.532047817587235e-06	10
0.5	0	400000	609183487	1613688052	0.391559	1426614308.499205	1426614308.107637	5.532047817587235e-06	10
0.5	0	400000	609184756	1613688055	0.391481	1426614957.249588	1426614956.858097	5.532047817587235e-06	10
0.7	0	400000	732278512	1939613166	0.46546	1426613663.457539	1426613662.992069	3.71949753841372e-06	12
0.7	0	400000	732278311	1939613173	0.469046	1426614312.129722	1426614311.660667	3.71949753841372e-06	12
0.7	0	400000	732280194	1939613171	0.470227	1426614960.862257	1426614960.39202	3.71949753841372e-06	12
0.8	0	400000	793827074	2102575727	0.5042410000000001	1426613667.094835	1426613666.590584	3.023421582162357e-06	13
0.8	0	400000	793826875	2102575729	0.508199	1426614315.777621	1426614315.269408	3.023421582162357e-06	13
0.8	0	400000	793872988	2102575934	0.5114649999999999	1426614964.509791	1426614963.99827	3.023421582162357e-06	13
0.99	0	400000	855407891	2265538487	0.549854	1426613674.495822	1426613673.945913	8.867346038468247e-06	14
0.99	0	400000	855375701	2265538289	0.54436	1426614323.129939	1426614322.585569	8.867346038468247e-06	14
0.99	0	400000	855416573	2265538497	0.552213	1426614971.922162	1426614971.369894	8.867346038468247e-06	14
0.9	0	400000	855422558	2265538506	0.55532	1426613670.790454	1426613670.235078	2.527942428168282e-06	14
0.9	0	400000	855374009	2265538285	0.54277	1426614319.443147	1426614318.900367	2.527942428168282e-06	14
0.9	0	400000	855374267	2265538291	0.546822	1426614968.227631	1426614967.680799	2.527942428168282e-06	14
0.3	0	400000	462722466	1227576771	0.326428	1426613678.234714	1426613677.908277	7.10144669571621e-06	7
0.3	0	400000	462722712	1227576770	0.326285	1426614326.824956	1426614326.498662	7.10144669571621e-06	7
0.3	0	400000	462722152	1227576770	0.326752	1426614975.626483	1426614975.299721	7.10144669571621e-06	7
0.5	0	400000	596822553	1583115528	0.419369	1426613682.026383	1426613681.607005	2.527908117868783e-06	9
0.5	0	400000	596823296	1583115525	0.418066	1426614330.603767	1426614330.185691	2.527908117868783e-06	9
0.5	0	400000	596822496	1583115524	0.417805	1426614979.404779	1426614978.986965	2.527908117868783e-06	9
0.7	0	400000	663919681	1760885134	0.474421	1426613685.856886	1426613685.38241	6.621087527275451e-06	10
0.7	0	400000	663912965	1760885103	0.469327	1426614334.430493	1426614333.961111	6.621087527275451e-06	10
0.7	0	400000	663873038	1760884906	0.465469	1426614983.241614	1426614982.776136	6.621087527275451e-06	10
0.8	0	400000	730922935	1938654281	0.510723	1426613689.723419	1426613689.212686	4.531669044207513e-06	11
0.8	0	400000	730922116	1938654284	0.510906	1426614338.308948	1426614337.798032	4.531669044207513e-06	11
0.8	0	400000	730962953	1938654491	0.5239780000000001	1426614987.122793	1426614986.59876	4.531669044207513e-06	11
0.99	0	400000	865022283	2294193039	0.6032189999999999	1426613697.599534	1426613696.996306	3.272966872194e-06	13
0.99	0	400000	865061026	2294193244	0.612884	1426614346.216295	1426614345.603356	3.272966872194e-06	13
0.99	0	400000	865021989	2294193042	0.603591	1426614995.036637	1426614994.433036	3.272966872194e-06	13
0.9	0	400000	797973490	2116423661	0.557391	1426613693.637717	1426613693.080317	3.720433517913032e-06	12
0.9	0	400000	797970815	2116423661	0.556823	1426614342.239521	1426614341.682688	3.720433517913032e-06	12
0.9	0	400000	797973139	2116423663	0.559007	1426614991.048236	1426614990.48922	3.720433517913032e-06	12
0.3	0	40000	18747592	49357236	0.009024000000000001	1426613050.288585	1426613050.279554	1.351617023084001e-06	8
0.3	0	40000	18747530	49357235	0.008737999999999999	1426613699.127603	1426613699.118858	1.351617023084001e-06	8
0.3	0	40000	18747620	49357236	0.008765999999999999	1426614347.740025	1426614347.731252	1.351617023084001e-06	8
0.5	0	40000	23488148	61819388	0.010899	1426613051.453856	1426613051.44295	2.243959950388594e-06	10
0.5	0	40000	23487918	61819388	0.010906	1426613700.31115	1426613700.300239	2.243959950388594e-06	10
0.5	0	40000	23488246	61819388	0.010899	1426614348.916157	1426614348.905253	2.243959950388594e-06	10
0.7	0	40000	28228672	74281540	0.013044	1426613052.621115	1426613052.608065	4.179131820594718e-06	12
0.7	0	40000	28228637	74281540	0.013044	1426613701.480285	1426613701.467236	4.179131820594718e-06	12
0.7	0	40000	28228656	74281540	0.013051	1426614350.090812	1426614350.077756	4.179131820594718e-06	12
0.8	0	40000	30598951	80512616	0.014131	1426613053.790088	1426613053.775951	6.20850139673303e-06	13
0.8	0	40000	30598993	80512617	0.014158	1426613702.650748	1426613702.636583	6.20850139673303e-06	13
0.8	0	40000	30598899	80512616	0.014122	1426614351.266407	1426614351.252279	6.20850139673303e-06	13
0.99	0	40000	37709745	99205844	0.017374	1426613056.142532	1426613056.125151	5.742321745697901e-06	16
0.99	0	40000	37709920	99205845	0.017464	1426613705.007062	1426613704.989592	5.742321745697901e-06	16
0.99	0	40000	37709712	99205844	0.017406	1426614353.625646	1426614353.608234	5.742321745697901e-06	16
0.9	0	40000	32969209	86743692	0.015224	1426613054.962959	1426613054.947729	9.797130010548993e-06	14
0.9	0	40000	32969275	86743691	0.015224	1426613703.832651	1426613703.817421	9.797130010548993e-06	14
0.9	0	40000	32969271	86743692	0.015215	1426614352.446335	1426614352.431113	9.797130010548993e-06	14
0.3	0	40000	22815696	60156585	0.011019	1426613057.365788	1426613057.354762	9.200601738394674e-06	7
0.3	0	40000	22815724	60156585	0.011023	1426613706.214205	1426613706.203176	9.200601738394674e-06	7
0.3	0	40000	22815746	60156585	0.011024	1426614354.817478	1426614354.806448	9.200601738394674e-06	7
