module:input:0:alpha	module:input:0:density	module:input:0:numVertex	module:measure:PAPI:PAPI_LD_INS	module:measure:PAPI:PAPI_TOT_INS	module:measure:time:time	module:measure:timestamp:End	module:measure:timestamp:Start	module:output:0:diff	module:output:0:num_iterations
0.3	0	200000	212305260	562517615	0.115263	1426613447.519547	1426613447.404276	7.147837044761525e-06	7
0.3	0	200000	212304742	562517616	0.115215	1426614096.121257	1426614096.006033	7.147837044761525e-06	7
0.3	0	200000	212305151	562517617	0.115151	1426614745.310474	1426614745.195314	7.147837044761525e-06	7
0.5	0	200000	273851841	725479695	0.147924	1426613449.705719	1426613449.557786	2.732900572567184e-06	9
0.5	0	200000	273852230	725479695	0.147438	1426614098.312052	1426614098.164605	2.732900572567184e-06	9
0.5	0	200000	273852021	725479694	0.147157	1426614747.50882	1426614747.361654	2.732900572567184e-06	9
0.7	0	200000	304626453	806960737	0.164383	1426613451.910877	1426613451.746486	6.875560347730442e-06	10
0.7	0	200000	304625838	806960732	0.163417	1426614100.524483	1426614100.361058	6.875560347730442e-06	10
0.7	0	200000	304625663	806960733	0.163591	1426614749.71932	1426614749.55572	6.875560347730442e-06	10
0.8	0	200000	335441984	888441974	0.185276	1426613454.139634	1426613453.954299	4.173719103851414e-06	11
0.8	0	200000	335399386	888441773	0.179404	1426614102.75284	1426614102.573421	4.173719103851414e-06	11
0.8	0	200000	335399470	888441773	0.179298	1426614751.950723	1426614751.771416	4.173719103851414e-06	11
0.99	0	200000	366172988	969922812	0.195749	1426613458.622002	1426613458.426245	7.895848140888104e-06	12
0.99	0	200000	366172312	969922810	0.195305	1426614107.255235	1426614107.059921	7.895848140888104e-06	12
0.99	0	200000	366172456	969922810	0.195369	1426614756.457249	1426614756.261871	7.895848140888104e-06	12
0.9	0	200000	366172935	969922812	0.195611	1426613456.385034	1426613456.189414	2.711906171108462e-06	12
0.9	0	200000	366172943	969922812	0.195298	1426614105.002081	1426614104.806775	2.711906171108462e-06	12
0.9	0	200000	366234472	969922984	0.203064	1426614754.200315	1426614753.997195	2.711906171108462e-06	12
0.3	0	200000	231193028	613380885	0.135504	1426613460.91938	1426613460.783869	7.057744721636653e-06	7
0.3	0	200000	231192164	613380884	0.135137	1426614109.504236	1426614109.36909	7.057744721636653e-06	7
0.3	0	200000	231192056	613380884	0.134417	1426614758.723034	1426614758.588608	7.057744721636653e-06	7
0.5	0	200000	298181613	790996010	0.172182	1426613463.210138	1426613463.037949	2.336664421751076e-06	9
0.5	0	200000	298180670	790996011	0.172582	1426614111.797224	1426614111.624633	2.336664421751076e-06	9
0.5	0	200000	298181785	790996012	0.171536	1426614761.020124	1426614760.848579	2.336664421751076e-06	9
0.7	0	200000	331726216	879803799	0.19919	1426613465.52945	1426613465.330204	5.372492191135193e-06	10
0.7	0	200000	331675863	879803576	0.192379	1426614114.49332	1426614114.300932	5.372492191135193e-06	10
0.7	0	200000	331676454	879803575	0.190411	1426614763.331887	1426614763.141467	5.372492191135193e-06	10
0.8	0	200000	365170610	968611138	0.208641	1426613467.865997	1426613467.657349	3.005710338602687e-06	11
0.8	0	200000	365170825	968611142	0.210431	1426614116.964895	1426614116.754455	3.005710338602687e-06	11
0.8	0	200000	365170785	968611138	0.209079	1426614765.665682	1426614765.456596	3.005710338602687e-06	11
0.99	0	200000	398665277	1057418701	0.226707	1426613472.54631	1426613472.319594	5.252358878379971e-06	12
0.99	0	200000	398664964	1057418702	0.228274	1426614121.656386	1426614121.428104	5.252358878379971e-06	12
0.99	0	200000	398665142	1057418699	0.226372	1426614770.354097	1426614770.127716	5.252358878379971e-06	12
0.9	0	200000	365171467	968611138	0.210149	1426613470.193205	1426613469.983047	9.93452867391215e-06	11
0.9	0	200000	365170601	968611144	0.209548	1426614119.301211	1426614119.091654	9.93452867391215e-06	11
0.9	0	200000	365169976	968611137	0.208216	1426614768.002847	1426614767.794623	9.93452867391215e-06	11
0.3	0	300000	139441208	366869995	0.067693	1426613474.278437	1426613474.210738	3.739416130439154e-06	8
0.3	0	300000	139441335	366869996	0.06772599999999999	1426614123.327331	1426614123.259599	3.739416130439154e-06	8
0.3	0	300000	139441294	366869995	0.06748800000000001	1426614772.023346	1426614771.955851	3.739416130439154e-06	8
0.5	0	300000	174821284	459886448	0.08461	1426613475.933205	1426613475.848589	5.820872984050159e-06	10
0.5	0	300000	174821340	459886446	0.084438	1426614124.985277	1426614124.900833	5.820872984050159e-06	10
