module:input:0:alpha	module:input:0:density	module:input:0:numVertex	module:measure:PAPI:PAPI_LD_INS	module:measure:PAPI:PAPI_TOT_INS	module:measure:time:time	module:measure:timestamp:End	module:measure:timestamp:Start	module:output:0:rssUsage	module:output:0:vmUsage
0.3	0.2	60000	91251898	275750782	0.08123900000000001	1426613805.918154	1426613805.836907	4456	4836
0.3	0.2	60000	91252546	275750784	0.080707	1426614454.863658	1426614454.782943	4456	4836
0.5	0.2	60000	91249837	275750784	0.080418	1426613158.121438	1426613158.041012	4456	4836
0.5	0.6	100000	399306103	1200440144	0.362697	1426614013.853209	1426614013.490505	16012	17700
0.5	0.2	60000	91251554	275750779	0.080889	1426613807.126763	1426613807.045867	4456	4836
0.5	0.2	60000	91252174	275750781	0.080766	1426614456.071128	1426614455.990354	4456	4836
0.7	0.2	60000	91252039	275750783	0.08000699999999999	1426613159.321926	1426613159.241911	4456	4836
0.7	0.2	60000	91251087	275750782	0.08104500000000001	1426613808.335548	1426613808.254495	4456	4836
0.7	0.2	60000	91255937	275750783	0.08085199999999999	1426614457.279417	1426614457.198558	4456	4836
0.8	0.2	60000	91251154	275750781	0.080328	1426613160.529866	1426613160.449532	4456	4836
0.8	0.2	60000	91251215	275750781	0.080444	1426613809.547791	1426613809.46734	4456	4836
0.8	0.2	60000	91252939	275750783	0.080527	1426614458.491335	1426614458.4108	4456	4836
0.99	0.2	60000	91251829	275750784	0.080161	1426613162.943974	1426613162.863806	4456	4836
0.99	0.2	60000	91250791	275750784	0.08060299999999999	1426613811.975737	1426613811.895127	4456	4836
0.5	0.6	100000	399297282	1200440140	0.36313	1426614662.903583	1426614662.540445	16012	17700
0.99	0.2	60000	91254200	275750785	0.081279	1426614460.928192	1426614460.846905	4456	4836
0.9	0.2	60000	91250510	275750783	0.08028299999999999	1426613161.737975	1426613161.657685	4456	4836
0.9	0.2	60000	91249653	275750783	0.08054500000000001	1426613810.755948	1426613810.675396	4456	4836
0.9	0.2	60000	91252793	275750787	0.080898	1426614459.710409	1426614459.629503	4456	4836
0.3	0.3	60000	128973185	388782426	0.16651	1426613164.251892	1426613164.085374	6028	6332
0.3	0.3	60000	128971828	388782425	0.114878	1426613813.227313	1426613813.112427	6028	6332
0.3	0.3	60000	128971581	388782424	0.114717	1426614462.188782	1426614462.074058	6028	6332
0.5	0.3	60000	128969736	388782421	0.114084	1426613165.492199	1426613165.378108	6028	6332
0.5	0.3	60000	128972530	388782422	0.114285	1426613814.476022	1426613814.36173	6028	6332
0.5	0.3	60000	128974514	388782425	0.115068	1426614463.435872	1426614463.320796	6028	6332
0.7	0.6	100000	399301042	1200440138	0.36209	1426613366.568987	1426613366.206889	16012	17700
0.7	0.3	60000	128970988	388782422	0.114121	1426613166.730249	1426613166.616121	6028	6332
0.7	0.3	60000	128971690	388782426	0.11763	1426613815.738035	1426613815.620397	6028	6332
0.7	0.3	60000	128973162	388782421	0.1145	1426614464.680848	1426614464.566341	6028	6332
0.8	0.3	60000	128971577	388782426	0.114547	1426613167.976763	1426613167.862209	6028	6332
0.8	0.3	60000	128969343	388782423	0.114916	1426613816.988369	1426613816.873445	6028	6332
0.8	0.3	60000	128975689	388782426	0.115056	1426614465.940187	1426614465.825123	6028	6332
0.99	0.3	60000	128969910	388782424	0.114438	1426613170.486715	1426613170.37227	6028	6332
0.99	0.3	60000	128970547	388782420	0.114584	1426613819.508082	1426613819.39349	6028	6332
0.99	0.3	60000	128973772	388782421	0.114895	1426614468.471155	1426614468.356253	6028	6332
0.9	0.3	60000	128967610	388782419	0.114001	1426613169.226361	1426613169.112353	6028	6332
0.7	0.6	100000	399298999	1200440142	0.361703	1426614015.407731	1426614015.046019	16012	17700
0.9	0.3	60000	128969702	388782420	0.114643	1426613818.25471	1426613818.140059	6028	6332
0.9	0.3	60000	128969240	388782424	0.114645	1426614467.205319	1426614467.090668	6028	6332
0.3	0.4	60000	163981875	493198243	0.194265	1426613171.822283	1426613171.628011	7376	7484
0.3	0.4	60000	163976892	493198241	0.147816	1426613820.797159	1426613820.649335	7376	7484
0.3	0.4	60000	163980623	493198245	0.147483	1426614469.772236	1426614469.624745	7376	7484
0.5	0.4	60000	163974777	493198241	0.146455	1426613173.099601	1426613172.953139	7376	7484
0.5	0.4	60000	163981061	493198241	0.147095	1426613822.08374	1426613821.936638	7376	7484
0.5	0.4	60000	163978885	493198239	0.147177	1426614471.054253	1426614470.907068	7376	7484
0.7	0.4	60000	163975564	493198241	0.14651	1426613174.397787	1426613174.251269	7376	7484
0.7	0.4	60000	163977988	493198240	0.147068	1426613823.368152	1426613823.221076	7376	7484
0.7	0.2	100000	158922025	479220142	0.140336	1426614630.147395	1426614630.007051	7508	8428
0.7	0.6	100000	399304984	1200440141	0.363142	1426614664.461652	1426614664.098502	16012	17700
0.7	0.4	60000	163981240	493198246	0.147906	1426614472.342163	1426614472.19425	7376	7484
0.8	0.4	60000	163974207	493198241	0.146732	1426613175.690392	1426613175.543652	7376	7484
0.8	0.4	60000	163977005	493198245	0.147518	1426613824.665115	1426613824.51759	7376	7484
0.8	0.4	60000	163980375	493198241	0.147888	1426614473.640227	1426614473.492331	7376	7484
0.99	0.4	60000	163973750	493198238	0.146576	1426613178.308097	1426613178.161513	7376	7484
0.99	0.4	60000	163979139	493198241	0.146828	1426613827.283698	1426613827.136862	7376	7484
0.99	0.4	60000	163977893	493198242	0.14743	1426614476.256248	1426614476.10881	7376	7484
0.9	0.4	60000	163977218	493198241	0.146981	1426613177.000911	1426613176.853922	7376	7484
0.9	0.4	60000	163978643	493198243	0.147169	1426613825.972648	1426613825.825471	7376	7484
0.9	0.4	60000	163977402	493198245	0.147344	1426614474.943088	1426614474.795737	7376	7484
0.8	0.6	100000	399295326	1200440134	0.362751	1426613368.128835	1426613367.766076	16012	17700
0.3	0.5	60000	201646515	607206981	0.221504	1426613179.69308	1426613179.471569	8648	9336
0.3	0.5	60000	201645617	607206986	0.18116	1426613828.621856	1426613828.440687	8648	9336
0.3	0.5	60000	201645756	607206987	0.180841	1426614477.596231	1426614477.415382	8648	9336
0.5	0.5	60000	201645459	607206988	0.180326	1426613181.010305	1426613180.829971	8648	9336
0.5	0.5	60000	201644963	607206990	0.181	1426613829.942134	1426613829.761126	8648	9336
0.5	0.5	60000	201646055	607206988	0.180738	1426614478.916695	1426614478.735949	8648	9336
0.7	0.5	60000	201643971	607206985	0.180243	1426613182.341014	1426613182.160763	8648	9336
0.7	0.5	60000	201645860	607206978	0.180897	1426613831.274766	1426613831.093861	8648	9336
0.7	0.5	60000	201646719	607206988	0.1813	1426614480.261833	1426614480.080525	8648	9336
0.8	0.5	60000	201643269	607206985	0.180115	1426613183.665682	1426613183.485559	8648	9336
0.8	0.6	100000	399305662	1200440139	0.362735	1426614016.971772	1426614016.609028	16012	17700
0.8	0.5	60000	201648365	607206986	0.180686	1426613832.606583	1426613832.42589	8648	9336
0.8	0.5	60000	201652320	607206988	0.180968	1426614481.598509	1426614481.417533	8648	9336
0.99	0.5	60000	201642826	607206985	0.180098	1426613186.346317	1426613186.166211	8648	9336
0.99	0.5	60000	201649715	607206980	0.180781	1426613835.292776	1426613835.111987	8648	9336
0.99	0.5	60000	201651614	607206987	0.180785	1426614484.284891	1426614484.104098	8648	9336
0.9	0.5	60000	201644034	607206989	0.180191	1426613185.001464	1426613184.821266	8648	9336
0.9	0.5	60000	201650815	607206989	0.181277	1426613833.949192	1426613833.767908	8648	9336
0.9	0.5	60000	201650588	607206985	0.18088	1426614482.936818	1426614482.75593	8648	9336
0.3	0.6	60000	225977570	679058230	0.254117	1426613187.766704	1426613187.512579	9412	9492
0.3	0.6	60000	225977589	679058229	0.205135	1426613836.661682	1426613836.456539	9412	9492
0.8	0.6	100000	399308057	1200440143	0.362203	1426614666.033607	1426614665.671396	16012	17700
0.3	0.6	60000	225975957	679058230	0.204756	1426614485.655662	1426614485.450899	9412	9492
0.5	0.6	60000	225974306	679058228	0.204441	1426613189.111527	1426613188.907079	9412	9492
0.5	0.6	60000	225978596	679058229	0.205179	1426613838.009037	1426613837.803851	9412	9492
0.5	0.6	60000	225974029	679058228	0.205139	1426614487.005986	1426614486.800839	9412	9492
0.7	0.6	60000	225975952	679058226	0.20426	1426613190.468075	1426613190.263807	9412	9492
0.7	0.6	60000	225978690	679058225	0.20487	1426613839.373067	1426613839.168188	9412	9492
0.7	0.6	60000	225979121	679058228	0.204827	1426614488.373586	1426614488.168752	9412	9492
0.8	0.6	60000	225971049	679058228	0.204518	1426613191.83474	1426613191.630214	9412	9492
0.8	0.6	60000	225977314	679058225	0.205521	1426613840.738328	1426613840.532799	9412	9492
0.8	0.6	60000	225980871	679058235	0.21125	1426614489.748682	1426614489.537425	9412	9492
0.99	0.6	100000	399295141	1200440138	0.362557	1426613371.272897	1426613370.910332	16012	17700
0.99	0.6	60000	225971397	679058221	0.204273	1426613194.577498	1426613194.373217	9412	9492
0.99	0.6	60000	225977025	679058227	0.204579	1426613843.481549	1426613843.276963	9412	9492
0.99	0.6	60000	225980700	679058228	0.205256	1426614492.497937	1426614492.292673	9412	9492
0.9	0.6	60000	225974562	679058227	0.204838	1426613193.200152	1426613192.995306	9412	9492
0.9	0.6	60000	225976515	679058229	0.204451	1426613842.109904	1426613841.905446	9412	9492
0.9	0.6	60000	225976756	679058226	0.204975	1426614491.115292	1426614490.91031	9412	9492
0.3	0.7	60000	257765554	775435947	0.28303	1426613196.024137	1426613195.741099	10296	10928
0.3	0.7	60000	257761763	775435946	0.233974	1426613844.88061	1426613844.646628	10296	10928
0.3	0.7	60000	257760941	775435943	0.233997	1426614493.905153	1426614493.671148	10296	10928
0.5	0.7	60000	257756003	775435948	0.23316	1426613197.40629	1426613197.173122	10296	10928
0.99	0.6	100000	399304593	1200440135	0.362887	1426614020.137215	1426614019.774319	16012	17700
0.5	0.7	60000	257756525	775435946	0.233821	1426613846.275699	1426613846.041871	10296	10928
0.5	0.7	60000	257760660	775435944	0.23357	1426614495.29455	1426614495.060972	10296	10928
0.7	0.7	60000	257758073	775435947	0.23264	1426613198.795783	1426613198.563136	10296	10928
0.7	0.7	60000	257763328	775435943	0.233995	1426613847.670983	1426613847.43698	10296	10928
0.7	0.7	60000	257762884	775435947	0.233503	1426614496.698155	1426614496.464644	10296	10928
0.8	0.7	60000	257754288	775435948	0.233275	1426613200.194375	1426613199.961092	10296	10928
0.8	0.7	60000	257760940	775435948	0.233826	1426613849.077412	1426613848.843578	10296	10928
0.8	0.7	60000	257761683	775435943	0.23295	1426614498.112206	1426614497.879248	10296	10928
0.99	0.7	60000	257755983	775435948	0.233388	1426613203.009925	1426613202.776531	10296	10928
0.99	0.7	60000	257760138	775435949	0.233676	1426613851.908167	1426613851.674483	10296	10928
0.99	0.6	100000	399308112	1200440141	0.362769	1426614669.188799	1426614668.826022	16012	17700
0.99	0.7	60000	257759297	775435944	0.233931	1426614500.92972	1426614500.695781	10296	10928
0.9	0.7	60000	257758081	775435950	0.233222	1426613201.606441	1426613201.373211	10296	10928
0.9	0.7	60000	257764331	775435946	0.23398	1426613850.487658	1426613850.253669	10296	10928
0.9	0.7	60000	257762161	775435945	0.233228	1426614499.521337	1426614499.2881	10296	10928
0.3	0.8	60000	280957231	843996698	0.307497	1426613204.501427	1426613204.193922	10792	11044
0.3	0.8	60000	280950177	843996699	0.257298	1426613853.351902	1426613853.094596	10792	11044
0.3	0.8	60000	280948833	843996700	0.257203	1426614502.373829	1426614502.116619	10792	11044
0.5	0.8	60000	280949745	843996692	0.25661	1426613205.915284	1426613205.658666	10792	11044
0.5	0.8	60000	280955608	843996694	0.257494	1426613854.777672	1426613854.52017	10792	11044
0.5	0.8	60000	280956267	843996696	0.257656	1426614503.786412	1426614503.528748	10792	11044
0.9	0.6	100000	399295302	1200440138	0.362374	1426613369.691519	1426613369.329136	16012	17700
0.7	0.8	60000	280950270	843996700	0.256542	1426613207.334008	1426613207.077458	10792	11044
0.7	0.8	60000	280951318	843996691	0.257882	1426613856.204825	1426613855.946936	10792	11044
0.7	0.8	60000	280952547	843996697	0.257191	1426614505.208051	1426614504.950852	10792	11044
0.8	0.8	60000	280949434	843996696	0.256867	1426613208.751224	1426613208.494348	10792	11044
0.8	0.8	60000	280949293	843996698	0.257113	1426613857.636058	1426613857.378936	10792	11044
0.8	0.8	60000	280951202	843996694	0.257071	1426614506.639839	1426614506.382761	10792	11044
0.99	0.8	60000	280943741	843996699	0.256402	1426613211.614697	1426613211.358287	10792	11044
0.99	0.8	60000	280952633	843996698	0.256899	1426613860.510888	1426613860.253981	10792	11044
0.99	0.8	60000	280955660	843996704	0.257312	1426614509.523498	1426614509.266178	10792	11044
0.9	0.8	60000	280945840	843996701	0.256219	1426613210.181777	1426613209.925551	10792	11044
0.9	0.6	100000	399296738	1200440137	0.362872	1426614018.549271	1426614018.18639	16012	17700
0.9	0.8	60000	280953619	843996697	0.257719	1426613859.069441	1426613858.811714	10792	11044
0.9	0.8	60000	280952077	843996697	0.257281	1426614508.073563	1426614507.816274	10792	11044
0.3	0.2	70000	106705207	322183661	0.125474	1426613212.917497	1426613212.792015	5196	5632
0.3	0.2	70000	106702085	322183659	0.09429800000000001	1426613861.790541	1426613861.696235	5196	5632
0.3	0.2	70000	106704112	322183658	0.094733	1426614510.802179	1426614510.707439	5196	5632
0.5	0.2	70000	106697896	322183656	0.09371400000000001	1426613214.134028	1426613214.040308	5196	5632
0.5	0.2	70000	106702636	322183657	0.094218	1426613863.013656	1426613862.91943	5196	5632
0.5	0.2	70000	106701637	322183630	0.094222	1426614512.022875	1426614511.928645	5196	5632
0.7	0.2	70000	106700689	322183632	0.093766	1426613215.355555	1426613215.261783	5196	5632
0.7	0.2	70000	106701612	322183636	0.094169	1426613864.24129	1426613864.147113	5196	5632
0.9	0.6	100000	399304266	1200440137	0.363208	1426614667.60776	1426614667.244544	16012	17700
0.7	0.2	70000	106703698	322183655	0.094094	1426614513.247039	1426614513.152938	5196	5632
0.8	0.2	70000	106698428	322183660	0.093525	1426613216.578802	1426613216.485269	5196	5632
0.8	0.2	70000	106701221	322183630	0.09396699999999999	1426613865.467514	1426613865.373541	5196	5632
0.8	0.2	70000	106703342	322183630	0.09439599999999999	1426614514.488178	1426614514.393774	5196	5632
0.99	0.2	70000	106697434	322183658	0.09349200000000001	1426613219.025498	1426613218.931998	5196	5632
0.99	0.2	70000	106703041	322183634	0.094664	1426613867.926779	1426613867.832108	5196	5632
0.99	0.2	70000	106701916	322183658	0.094707	1426614516.957116	1426614516.862401	5196	5632
0.9	0.2	70000	106700467	322183658	0.09379999999999999	1426613217.800334	1426613217.706526	5196	5632
0.9	0.2	70000	106700614	322183629	0.093864	1426613866.695715	1426613866.601843	5196	5632
0.9	0.2	70000	106700583	322183657	0.094217	1426614515.7248	1426614515.630575	5196	5632
0.8	0.2	100000	158917280	479220148	0.140161	1426613333.507713	1426613333.367545	7508	8428
0.3	0.7	100000	452202574	1360175298	0.457384	1426613372.952314	1426613372.494921	18512	20816
0.3	0.3	70000	155094524	467805451	0.168934	1426613220.328317	1426613220.159375	7164	7948
0.3	0.3	70000	155091326	467805450	0.137552	1426613869.213379	1426613869.075819	7164	7948
0.3	0.3	70000	155095447	467805447	0.137692	1426614518.247153	1426614518.109453	7164	7948
0.5	0.3	70000	155088174	467805450	0.137162	1426613221.592054	1426613221.454884	7164	7948
0.5	0.3	70000	155091862	467805453	0.141209	1426613870.491331	1426613870.350114	7164	7948
0.5	0.3	70000	155093430	467805449	0.137086	1426614519.516297	1426614519.379203	7164	7948
0.7	0.3	70000	155088088	467805451	0.136552	1426613222.853671	1426613222.717111	7164	7948
0.7	0.3	70000	155093289	467805451	0.137302	1426613871.766277	1426613871.628967	7164	7948
0.7	0.3	70000	155091085	467805445	0.137184	1426614520.790374	1426614520.653182	7164	7948
0.8	0.3	70000	155085905	467805451	0.13675	1426613224.133093	1426613223.996336	7164	7948
0.3	0.7	100000	452186924	1360175297	0.4155	1426614021.778583	1426614021.363076	18512	20816
0.8	0.3	70000	155095106	467805449	0.137346	1426613873.053295	1426613872.915941	7164	7948
0.8	0.3	70000	155092275	467805449	0.137384	1426614522.075277	1426614521.937885	7164	7948
0.99	0.3	70000	155089308	467805450	0.136961	1426613226.687687	1426613226.550719	7164	7948
0.99	0.3	70000	155092904	467805453	0.137576	1426613875.632527	1426613875.494943	7164	7948
0.99	0.3	70000	155093491	467805445	0.138039	1426614524.64721	1426614524.509162	7164	7948
0.9	0.3	70000	155088242	467805447	0.136501	1426613225.405392	1426613225.268884	7164	7948
0.9	0.3	70000	155089425	467805448	0.137409	1426613874.347025	1426613874.209608	7164	7948
0.9	0.3	70000	155094361	467805451	0.13737	1426614523.358758	1426614523.22138	7164	7948
0.3	0.4	70000	194231860	584083896	0.228159	1426613228.068034	1426613227.839869	8600	8828
0.3	0.4	70000	194230635	584083893	0.174504	1426613876.962092	1426613876.78758	8600	8828
0.3	0.7	100000	452189122	1360175296	0.415408	1426614670.832281	1426614670.416865	18512	20816
0.3	0.4	70000	194232649	584083901	0.177382	1426614525.978936	1426614525.801546	8600	8828
0.5	0.4	70000	194224330	584083894	0.173417	1426613229.377725	1426613229.204301	8600	8828
0.5	0.4	70000	194232101	584083893	0.174453	1426613878.278066	1426613878.103605	8600	8828
0.5	0.4	70000	194230360	584083893	0.174021	1426614527.297355	1426614527.123326	8600	8828
0.7	0.4	70000	194224772	584083893	0.174374	1426613230.702574	1426613230.528192	8600	8828
0.7	0.4	70000	194227055	584083893	0.174335	1426613879.603057	1426613879.428714	8600	8828
0.7	0.4	70000	194231985	584083895	0.174362	1426614528.621742	1426614528.447372	8600	8828
0.8	0.4	70000	194226770	584083895	0.17361	1426613232.024055	1426613231.850438	8600	8828
0.8	0.4	70000	194230270	584083895	0.174457	1426613880.927682	1426613880.753218	8600	8828
0.8	0.4	70000	194229472	584083898	0.174722	1426614529.95756	1426614529.78283	8600	8828
0.5	0.7	100000	452194979	1360175290	0.414888	1426613374.54534	1426613374.130444	18512	20816
0.99	0.4	70000	194223604	584083895	0.173757	1426613234.67405	1426613234.500286	8600	8828
0.99	0.4	70000	194231146	584083894	0.173901	1426613883.603017	1426613883.429108	8600	8828
0.99	0.4	70000	194226958	584083893	0.174488	1426614532.631722	1426614532.457226	8600	8828
0.9	0.4	70000	194222804	584083894	0.173594	1426613233.34851	1426613233.174908	8600	8828
0.9	0.4	70000	194225860	584083895	0.174358	1426613882.267647	1426613882.093281	8600	8828
0.9	0.4	70000	194227882	584083893	0.175357	1426614531.295007	1426614531.119643	8600	8828
0.3	0.5	70000	231838850	696779166	0.249997	1426613236.093435	1426613235.843431	9860	10132
0.3	0.5	70000	231833515	696779161	0.212771	1426613884.980655	1426613884.767875	9860	10132
0.3	0.5	70000	231836557	696779163	0.209768	1426614534.01634	1426614533.806565	9860	10132
0.5	0.5	70000	231835187	696779164	0.208537	1426613237.441792	1426613237.233247	9860	10132
0.5	0.7	100000	452194339	1360175298	0.415434	1426614023.379691	1426614022.964249	18512	20816
0.5	0.5	70000	231837637	696779163	0.210326	1426613886.351916	1426613886.141582	9860	10132
0.5	0.5	70000	231832166	696779159	0.209099	1426614535.379247	1426614535.17014	9860	10132
0.7	0.5	70000	231834620	696779159	0.208487	1426613238.800473	1426613238.591979	9860	10132
0.7	0.5	70000	231832492	696779165	0.209351	1426613887.726827	1426613887.517468	9860	10132
0.7	0.5	70000	231834224	696779162	0.209103	1426614536.74828	1426614536.539168	9860	10132
0.8	0.5	70000	231830358	696779161	0.208269	1426613240.165829	1426613239.957552	9860	10132
0.8	0.5	70000	231837969	696779162	0.209352	1426613889.098636	1426613888.889276	9860	10132
0.8	0.5	70000	231837527	696779163	0.208948	1426614538.122687	1426614537.913731	9860	10132
0.99	0.5	70000	231829116	696779168	0.208636	1426613242.906348	1426613242.697705	9860	10132
0.99	0.5	70000	231838499	696779163	0.209127	1426613891.858344	1426613891.649209	9860	10132
0.5	0.7	100000	452187729	1360175296	0.414077	1426614672.437534	1426614672.023449	18512	20816
0.99	0.5	70000	231836031	696779163	0.209391	1426614540.887251	1426614540.677853	9860	10132
0.9	0.5	70000	231829821	696779162	0.208556	1426613241.535014	1426613241.326451	9860	10132
0.9	0.5	70000	231835584	696779164	0.209133	1426613890.476483	1426613890.267342	9860	10132
0.9	0.5	70000	231837328	696779158	0.209074	1426614539.498701	1426614539.289619	9860	10132
0.3	0.6	70000	267022329	802468055	0.299745	1426613244.384245	1426613244.084492	10956	11264
0.3	0.6	70000	267010486	802468051	0.24202	1426613893.286064	1426613893.044036	10956	11264
0.3	0.6	70000	267018215	802468054	0.242679	1426614542.326284	1426614542.083597	10956	11264
0.5	0.6	70000	267013490	802468056	0.241073	1426613245.781435	1426613245.540355	10956	11264
0.5	0.6	70000	267015994	802468053	0.241538	1426613894.694514	1426613894.452967	10956	11264
0.5	0.6	70000	267014234	802468053	0.241879	1426614543.719078	1426614543.477191	10956	11264
0.7	0.7	100000	452189189	1360175298	0.414794	1426613376.149489	1426613375.734688	18512	20816
0.7	0.6	70000	267012842	802468055	0.2416	1426613247.182707	1426613246.941099	10956	11264
0.7	0.6	70000	267017554	802468054	0.242313	1426613896.116235	1426613895.873914	10956	11264
0.7	0.6	70000	267019348	802468057	0.242516	1426614545.130706	1426614544.888183	10956	11264
0.8	0.6	70000	267012657	802468056	0.241553	1426613248.593329	1426613248.351768	10956	11264
0.8	0.6	70000	267017141	802468060	0.249283	1426613897.537649	1426613897.288358	10956	11264
0.8	0.6	70000	267017100	802468059	0.242235	1426614546.551793	1426614546.30955	10956	11264
0.99	0.6	70000	267007297	802468054	0.241563	1426613251.421923	1426613251.180352	10956	11264
0.99	0.6	70000	267017170	802468055	0.242329	1426613900.380821	1426613900.138484	10956	11264
0.99	0.6	70000	267016636	802468053	0.242123	1426614549.404094	1426614549.161963	10956	11264
0.9	0.6	70000	267006487	802468051	0.241865	1426613250.002337	1426613249.760464	10956	11264
0.7	0.7	100000	452191718	1360175300	0.415494	1426614024.994685	1426614024.579183	18512	20816
0.9	0.6	70000	267012156	802468053	0.242175	1426613898.953174	1426613898.710991	10956	11264
0.9	0.6	70000	267015724	802468054	0.242755	1426614547.977004	1426614547.734241	10956	11264
0.3	0.7	70000	303971741	913923584	0.327752	1426613252.92799	1426613252.60023	12016	12840
0.3	0.7	70000	303962162	913923579	0.276008	1426613901.852295	1426613901.576279	12016	12840
0.3	0.7	70000	303969379	913923580	0.276075	1426614550.868445	1426614550.592362	12016	12840
0.5	0.7	70000	303963750	913923616	0.275146	1426613254.351791	1426613254.076637	12016	12840
0.5	0.7	70000	303971293	913923583	0.276452	1426613903.28513	1426613903.008669	12016	12840
0.5	0.7	70000	303968382	913923583	0.276211	1426614552.309024	1426614552.032806	12016	12840
0.7	0.7	70000	303965560	913923690	0.276113	1426613255.796691	1426613255.52057	12016	12840
0.7	0.7	70000	303967935	913923582	0.276294	1426613904.734171	1426613904.45787	12016	12840
0.7	0.7	100000	452195206	1360175306	0.415447	1426614674.051149	1426614673.635694	18512	20816
0.7	0.7	70000	303969992	913923582	0.276025	1426614553.755133	1426614553.4791	12016	12840
0.8	0.7	70000	303958517	913923577	0.275447	1426613257.236907	1426613256.961452	12016	12840
0.8	0.7	70000	303970679	913923584	0.276616	1426613906.184756	1426613905.908131	12016	12840
0.8	0.7	70000	303969298	913923586	0.276313	1426614555.206625	1426614554.9303	12016	12840
0.99	0.7	70000	303959687	913923584	0.275326	1426613260.139836	1426613259.864502	12016	12840
0.99	0.7	70000	303968953	913923582	0.276115	1426613909.09947	1426613908.823347	12016	12840
0.99	0.7	70000	303967916	913923585	0.276016	1426614558.131495	1426614557.855471	12016	12840
0.9	0.7	70000	303957195	913923579	0.27522	1426613258.685293	1426613258.410066	12016	12840
0.9	0.7	70000	303968437	913923578	0.276129	1426613907.63656	1426613907.360423	12016	12840
0.9	0.7	70000	303965814	913923584	0.275858	1426614556.665349	1426614556.389484	12016	12840
0.8	0.7	100000	452180397	1360175293	0.4148	1426613377.758509	1426613377.343702	18512	20816
0.3	0.8	70000	329155246	988580078	0.386151	1426613261.712164	1426613261.326006	12540	12816
0.3	0.8	70000	329154645	988580075	0.301925	1426613910.585906	1426613910.283973	12540	12816
0.3	0.8	70000	329154499	988580081	0.301919	1426614559.62165	1426614559.319722	12540	12816
0.5	0.8	70000	329149845	988580082	0.301714	1426613263.166924	1426613262.865201	12540	12816
0.5	0.8	70000	329151101	988580083	0.30204	1426613912.054933	1426613911.752885	12540	12816
0.5	0.8	70000	329152389	988580080	0.30215	1426614561.084522	1426614560.782364	12540	12816
0.7	0.8	70000	329148784	988580075	0.301455	1426613264.646903	1426613264.345439	12540	12816
0.7	0.8	70000	329153910	988580080	0.302109	1426613913.530075	1426613913.227958	12540	12816
0.7	0.8	70000	329151985	988580081	0.301528	1426614562.569743	1426614562.268208	12540	12816
0.8	0.8	70000	329142373	988580080	0.301674	1426613266.127005	1426613265.825323	12540	12816
