module:input:0:its	module:input:0:nx	module:input:1:MaxAbsDiff	module:input:1:MaxRelDiff	module:input:1:TotalAbsDiff	module:input:1:iter	module:input:1:numElem	module:input:1:numNode	module:input:1:phase	module:pub_input::its	module:pub_input::nx	module:measure:time:time	module:output:0:MaxAbsDiff	module:output:0:MaxRelDiff	module:output:0:TotalAbsDiff
500	40	0.037109375	0.0003211332659702748	0.7283897995948792	431	64000	68921	1	500	40	23.211175	0.0390625	0.0003328419697936624	0.7258857488632202
500	40	0.037109375	0.0003211332659702748	0.7283897995948792	431	64000	68921	1	500	40	23.211072	0.0390625	0.0003328419697936624	0.7258857488632202
600	40	0.037109375	0.0003211332659702748	0.7283897995948792	431	64000	68921	1	600	40	56.869038	0.04296875	0.0003124377981293947	0.7623253464698792
600	40	0.037109375	0.0003211332659702748	0.7283897995948792	431	64000	68921	1	600	40	56.869965	0.04296875	0.0003124377981293947	0.7623253464698792
600	40	0.037109375	0.0003211332659702748	0.7283897995948792	431	64000	68921	1	600	40	56.901769	0.04296875	0.0003124377981293947	0.7623253464698792
100	15	0.0078125	0.001371321035549045	0.03245861455798149	100	3375	4096	2	100	15	6e-06	0.0078125	0.001371321035549045	0.03245861455798149
100	15	0.0078125	0.001371321035549045	0.03245861455798149	100	3375	4096	2	100	15	5e-06	0.0078125	0.001371321035549045	0.03245861455798149
100	15	0.0078125	0.001371321035549045	0.03245861455798149	100	3375	4096	2	100	15	6e-06	0.0078125	0.001371321035549045	0.03245861455798149
20	15	0.01953125	4.711175643024035e-05	0.01972990110516548	20	3375	4096	2	20	15	6e-06	0.01953125	4.711175643024035e-05	0.01972990110516548
20	15	0.01953125	4.711175643024035e-05	0.01972990110516548	20	3375	4096	2	20	15	6e-06	0.01953125	4.711175643024035e-05	0.01972990110516548
20	15	0.01953125	4.711175643024035e-05	0.01972990110516548	20	3375	4096	2	20	15	6e-06	0.01953125	4.711175643024035e-05	0.01972990110516548
200	15	0.00390625	0.0002870224125217646	0.02709980867803097	160	3375	4096	2	200	15	1.32593	0.0068359375	0.0006029870710335672	0.02872246317565441
200	15	0.00390625	0.0002870224125217646	0.02709980867803097	160	3375	4096	2	200	15	1.323608	0.0068359375	0.0006029870710335672	0.02872246317565441
200	15	0.00390625	0.0002870224125217646	0.02709980867803097	160	3375	4096	2	200	15	1.326933	0.0068359375	0.0006029870710335672	0.02872246317565441
30	15	0.01171875	0.01198113150894642	0.01174568571150303	30	3375	4096	2	30	15	6e-06	0.01171875	0.01198113150894642	0.01174568571150303
30	15	0.01171875	0.01198113150894642	0.01174568571150303	30	3375	4096	2	30	15	6e-06	0.01171875	0.01198113150894642	0.01174568571150303
30	15	0.01171875	0.01198113150894642	0.01174568571150303	30	3375	4096	2	30	15	6e-06	0.01171875	0.01198113150894642	0.01174568571150303
300	15	0.00390625	0.0002870224125217646	0.02709980867803097	160	3375	4096	2	300	15	1.586454	0.0078125	0.0003216714831069112	0.03600502014160156
300	15	0.00390625	0.0002870224125217646	0.02709980867803097	160	3375	4096	2	300	15	1.591474	0.0078125	0.0003216714831069112	0.03600502014160156
300	15	0.00390625	0.0002870224125217646	0.02709980867803097	160	3375	4096	2	300	15	1.588966	0.0078125	0.0003216714831069112	0.03600502014160156
400	15	0.00390625	0.0002870224125217646	0.02709980867803097	160	3375	4096	2	400	15	1.58714	0.0078125	0.0003216714831069112	0.03600502014160156
400	15	0.00390625	0.0002870224125217646	0.02709980867803097	160	3375	4096	2	400	15	1.592881	0.0078125	0.0003216714831069112	0.03600502014160156
400	15	0.00390625	0.0002870224125217646	0.02709980867803097	160	3375	4096	2	400	15	1.588388	0.0078125	0.0003216714831069112	0.03600502014160156
50	15	0.015625	0.0001317902351729572	0.0392179936170578	50	3375	4096	2	50	15	5e-06	0.015625	0.0001317902351729572	0.0392179936170578
50	15	0.015625	0.0001317902351729572	0.0392179936170578	50	3375	4096	2	50	15	6e-06	0.015625	0.0001317902351729572	0.0392179936170578
50	15	0.015625	0.0001317902351729572	0.0392179936170578	50	3375	4096	2	50	15	6e-06	0.015625	0.0001317902351729572	0.0392179936170578
500	15	0.00390625	0.0002870224125217646	0.02709980867803097	160	3375	4096	2	500	15	1.58722	0.0078125	0.0003216714831069112	0.03600502014160156
500	15	0.00390625	0.0002870224125217646	0.02709980867803097	160	3375	4096	2	500	15	1.591151	0.0078125	0.0003216714831069112	0.03600502014160156
500	15	0.00390625	0.0002870224125217646	0.02709980867803097	160	3375	4096	2	500	15	1.588911	0.0078125	0.0003216714831069112	0.03600502014160156
600	15	0.00390625	0.0002870224125217646	0.02709980867803097	160	3375	4096	2	600	15	1.587764	0.0078125	0.0003216714831069112	0.03600502014160156
600	15	0.00390625	0.0002870224125217646	0.02709980867803097	160	3375	4096	2	600	15	1.589427	0.0078125	0.0003216714831069112	0.03600502014160156
600	15	0.00390625	0.0002870224125217646	0.02709980867803097	160	3375	4096	2	600	15	1.591168	0.0078125	0.0003216714831069112	0.03600502014160156
100	20	0.013671875	0.002767992205917835	0.07353933900594711	100	8000	9261	2	100	20	6e-06	0.013671875	0.002767992205917835	0.07353933900594711
100	20	0.013671875	0.002767992205917835	0.07353933900594711	100	8000	9261	2	100	20	6e-06	0.013671875	0.002767992205917835	0.07353933900594711
100	20	0.013671875	0.002767992205917835	0.07353933900594711	100	8000	9261	2	100	20	7e-06	0.013671875	0.002767992205917835	0.07353933900594711
20	20	0.00299072265625	0.0007700459682382643	0.003479489823803306	20	8000	9261	2	20	20	6e-06	0.00299072265625	0.0007700459682382643	0.003479489823803306
20	20	0.00299072265625	0.0007700459682382643	0.003479489823803306	20	8000	9261	2	20	20	5e-06	0.00299072265625	0.0007700459682382643	0.003479489823803306
20	20	0.00299072265625	0.0007700459682382643	0.003479489823803306	20	8000	9261	2	20	20	6e-06	0.00299072265625	0.0007700459682382643	0.003479489823803306
200	20	0.02734375	0.0002149456704501063	0.09581121802330017	200	8000	9261	2	200	20	6e-06	0.02734375	0.0002149456704501063	0.09581121802330017
200	20	0.02734375	0.0002149456704501063	0.09581121802330017	200	8000	9261	2	200	20	6e-06	0.02734375	0.0002149456704501063	0.09581121802330017
200	20	0.02734375	0.0002149456704501063	0.09581121802330017	200	8000	9261	2	200	20	6e-06	0.02734375	0.0002149456704501063	0.09581121802330017
30	20	0.015625	4.058805643580854e-05	0.02052950486540794	30	8000	9261	2	30	20	6e-06	0.015625	4.058805643580854e-05	0.02052950486540794
30	20	0.015625	4.058805643580854e-05	0.02052950486540794	30	8000	9261	2	30	20	6e-06	0.015625	4.058805643580854e-05	0.02052950486540794
30	20	0.015625	4.058805643580854e-05	0.02052950486540794	30	8000	9261	2	30	20	5e-06	0.015625	4.058805643580854e-05	0.02052950486540794
300	20	0.0087890625	0.0002139830903615803	0.08570052683353424	248	8000	9261	2	300	20	3.159369	0.013671875	0.0003594927839003503	0.09575246274471283
300	20	0.0087890625	0.0002139830903615803	0.08570052683353424	248	8000	9261	2	300	20	3.162127	0.013671875	0.0003594927839003503	0.09575246274471283
300	20	0.0087890625	0.0002139830903615803	0.08570052683353424	248	8000	9261	2	300	20	3.161983	0.013671875	0.0003594927839003503	0.09575246274471283
400	20	0.0087890625	0.0002139830903615803	0.08570052683353424	248	8000	9261	2	400	20	3.955439	0.00732421875	0.0001859473995864391	0.07707518339157104
400	20	0.0087890625	0.0002139830903615803	0.08570052683353424	248	8000	9261	2	400	20	3.95817	0.00732421875	0.0001859473995864391	0.07707518339157104
400	20	0.0087890625	0.0002139830903615803	0.08570052683353424	248	8000	9261	2	400	20	3.951656	0.00732421875	0.0001859473995864391	0.07707518339157104
50	20	0.015625	0.001421794877387583	0.02630037069320679	50	8000	9261	2	50	20	6e-06	0.015625	0.001421794877387583	0.02630037069320679
50	20	0.015625	0.001421794877387583	0.02630037069320679	50	8000	9261	2	50	20	6e-06	0.015625	0.001421794877387583	0.02630037069320679
50	20	0.015625	0.001421794877387583	0.02630037069320679	50	8000	9261	2	50	20	6e-06	0.015625	0.001421794877387583	0.02630037069320679
500	20	0.0087890625	0.0002139830903615803	0.08570052683353424	248	8000	9261	2	500	20	3.952065	0.00732421875	0.0001859473995864391	0.07707518339157104
500	20	0.0087890625	0.0002139830903615803	0.08570052683353424	248	8000	9261	2	500	20	3.957239	0.00732421875	0.0001859473995864391	0.07707518339157104
500	20	0.0087890625	0.0002139830903615803	0.08570052683353424	248	8000	9261	2	500	20	3.955578	0.00732421875	0.0001859473995864391	0.07707518339157104
600	20	0.0087890625	0.0002139830903615803	0.08570052683353424	248	8000	9261	2	600	20	3.966317	0.00732421875	0.0001859473995864391	0.07707518339157104
600	20	0.0087890625	0.0002139830903615803	0.08570052683353424	248	8000	9261	2	600	20	3.957834	0.00732421875	0.0001859473995864391	0.07707518339157104
600	20	0.0087890625	0.0002139830903615803	0.08570052683353424	248	8000	9261	2	600	20	3.953414	0.00732421875	0.0001859473995864391	0.07707518339157104
100	22	0.046875	0.00176820217166096	0.1171048283576965	100	10648	12167	2	100	22	6e-06	0.046875	0.00176820217166096	0.1171048283576965
100	22	0.046875	0.00176820217166096	0.1171048283576965	100	10648	12167	2	100	22	6e-06	0.046875	0.00176820217166096	0.1171048283576965
100	22	0.046875	0.00176820217166096	0.1171048283576965	100	10648	12167	2	100	22	6e-06	0.046875	0.00176820217166096	0.1171048283576965
20	22	0.109375	0.000332930008880794	0.1204245686531067	20	10648	12167	2	20	22	6e-06	0.109375	0.000332930008880794	0.1204245686531067
20	22	0.109375	0.000332930008880794	0.1204245686531067	20	10648	12167	2	20	22	6e-06	0.109375	0.000332930008880794	0.1204245686531067
20	22	0.109375	0.000332930008880794	0.1204245686531067	20	10648	12167	2	20	22	6e-06	0.109375	0.000332930008880794	0.1204245686531067
200	22	0.013671875	0.0001413031131960452	0.09476426243782043	200	10648	12167	2	200	22	6e-06	0.013671875	0.0001413031131960452	0.09476426243782043
200	22	0.013671875	0.0001413031131960452	0.09476426243782043	200	10648	12167	2	200	22	6e-06	0.013671875	0.0001413031131960452	0.09476426243782043
200	22	0.013671875	0.0001413031131960452	0.09476426243782043	200	10648	12167	2	200	22	6e-06	0.013671875	0.0001413031131960452	0.09476426243782043
30	22	0.140625	1.527101449028123e-05	0.1711035966873169	30	10648	12167	2	30	22	6e-06	0.140625	1.527101449028123e-05	0.1711035966873169
30	22	0.140625	1.527101449028123e-05	0.1711035966873169	30	10648	12167	2	30	22	6e-06	0.140625	1.527101449028123e-05	0.1711035966873169
30	22	0.140625	1.527101449028123e-05	0.1711035966873169	30	10648	12167	2	30	22	6e-06	0.140625	1.527101449028123e-05	0.1711035966873169
300	22	0.0166015625	0.001108414609916508	0.1175129264593124	285	10648	12167	2	300	22	1.093385	0.0078125	0.004669680260121822	0.1029946506023407
300	22	0.0166015625	0.001108414609916508	0.1175129264593124	285	10648	12167	2	300	22	1.094354	0.0078125	0.004669680260121822	0.1029946506023407
300	22	0.0166015625	0.001108414609916508	0.1175129264593124	285	10648	12167	2	300	22	1.093392	0.0078125	0.004669680260121822	0.1029946506023407
400	22	0.0166015625	0.001108414609916508	0.1175129264593124	285	10648	12167	2	400	22	5.103998	0.01171875	0.0001266527542611584	0.1347219049930573
400	22	0.0166015625	0.001108414609916508	0.1175129264593124	285	10648	12167	2	400	22	5.103876	0.01171875	0.0001266527542611584	0.1347219049930573
400	22	0.0166015625	0.001108414609916508	0.1175129264593124	285	10648	12167	2	400	22	5.119956	0.01171875	0.0001266527542611584	0.1347219049930573
50	22	0.03125	0.001174517092294991	0.09640537947416306	50	10648	12167	2	50	22	6e-06	0.03125	0.001174517092294991	0.09640537947416306
50	22	0.03125	0.001174517092294991	0.09640537947416306	50	10648	12167	2	50	22	6e-06	0.03125	0.001174517092294991	0.09640537947416306
50	22	0.03125	0.001174517092294991	0.09640537947416306	50	10648	12167	2	50	22	6e-06	0.03125	0.001174517092294991	0.09640537947416306
500	22	0.0166015625	0.001108414609916508	0.1175129264593124	285	10648	12167	2	500	22	5.105182	0.01171875	0.0001266527542611584	0.1347219049930573
500	22	0.0166015625	0.001108414609916508	0.1175129264593124	285	10648	12167	2	500	22	5.1059	0.01171875	0.0001266527542611584	0.1347219049930573
500	22	0.0166015625	0.001108414609916508	0.1175129264593124	285	10648	12167	2	500	22	5.103067	0.01171875	0.0001266527542611584	0.1347219049930573
600	22	0.0166015625	0.001108414609916508	0.1175129264593124	285	10648	12167	2	600	22	5.10223	0.01171875	0.0001266527542611584	0.1347219049930573
600	22	0.0166015625	0.001108414609916508	0.1175129264593124	285	10648	12167	2	600	22	5.103137	0.01171875	0.0001266527542611584	0.1347219049930573
600	22	0.0166015625	0.001108414609916508	0.1175129264593124	285	10648	12167	2	600	22	5.11056	0.01171875	0.0001266527542611584	0.1347219049930573
100	25	0.046875	0.0001216552700498141	0.1363112330436707	100	15625	17576	2	100	25	6e-06	0.046875	0.0001216552700498141	0.1363112330436707
100	25	0.046875	0.0001216552700498141	0.1363112330436707	100	15625	17576	2	100	25	5e-06	0.046875	0.0001216552700498141	0.1363112330436707
100	25	0.046875	0.0001216552700498141	0.1363112330436707	100	15625	17576	2	100	25	6e-06	0.046875	0.0001216552700498141	0.1363112330436707
20	25	0.0029296875	3.295960414106958e-05	0.00360159226693213	20	15625	17576	2	20	25	6e-06	0.0029296875	3.295960414106958e-05	0.00360159226693213
20	25	0.0029296875	3.295960414106958e-05	0.00360159226693213	20	15625	17576	2	20	25	6e-06	0.0029296875	3.295960414106958e-05	0.00360159226693213
20	25	0.0029296875	3.295960414106958e-05	0.00360159226693213	20	15625	17576	2	20	25	6e-06	0.0029296875	3.295960414106958e-05	0.00360159226693213
200	25	0.0234375	0.0004168215382378548	0.1915530860424042	200	15625	17576	2	200	25	6e-06	0.0234375	0.0004168215382378548	0.1915530860424042
200	25	0.0234375	0.0004168215382378548	0.1915530860424042	200	15625	17576	2	200	25	5e-06	0.0234375	0.0004168215382378548	0.1915530860424042
200	25	0.0234375	0.0004168215382378548	0.1915530860424042	200	15625	17576	2	200	25	6e-06	0.0234375	0.0004168215382378548	0.1915530860424042
30	25	2.6702880859375e-05	0.01864496804773808	3.068646037718281e-05	30	15625	17576	2	30	25	6e-06	2.6702880859375e-05	0.01864496804773808	3.068646037718281e-05
30	25	2.6702880859375e-05	0.01864496804773808	3.068646037718281e-05	30	15625	17576	2	30	25	6e-06	2.6702880859375e-05	0.01864496804773808	3.068646037718281e-05
30	25	2.6702880859375e-05	0.01864496804773808	3.068646037718281e-05	30	15625	17576	2	30	25	6e-06	2.6702880859375e-05	0.01864496804773808	3.068646037718281e-05
300	25	0.025390625	0.0004806518845725805	0.226144015789032	300	15625	17576	2	300	25	5e-06	0.025390625	0.0004806518845725805	0.226144015789032
300	25	0.025390625	0.0004806518845725805	0.226144015789032	300	15625	17576	2	300	25	6e-06	0.025390625	0.0004806518845725805	0.226144015789032
300	25	0.025390625	0.0004806518845725805	0.226144015789032	300	15625	17576	2	300	25	6e-06	0.025390625	0.0004806518845725805	0.226144015789032
400	25	0.0107421875	0.0003734353522304446	0.156657412648201	336	15625	17576	2	400	25	6.709817	0.025390625	0.0003943161573261023	0.1870577782392502
400	25	0.0107421875	0.0003734353522304446	0.156657412648201	336	15625	17576	2	400	25	6.719834	0.025390625	0.0003943161573261023	0.1870577782392502
400	25	0.0107421875	0.0003734353522304446	0.156657412648201	336	15625	17576	2	400	25	6.698403	0.025390625	0.0003943161573261023	0.1870577782392502
50	25	0.015625	3.617114998633042e-05	0.05990748479962349	50	15625	17576	2	50	25	6e-06	0.015625	3.617114998633042e-05	0.05990748479962349
50	25	0.015625	3.617114998633042e-05	0.05990748479962349	50	15625	17576	2	50	25	6e-06	0.015625	3.617114998633042e-05	0.05990748479962349
50	25	0.015625	3.617114998633042e-05	0.05990748479962349	50	15625	17576	2	50	25	6e-06	0.015625	3.617114998633042e-05	0.05990748479962349
500	25	0.0107421875	0.0003734353522304446	0.156657412648201	336	15625	17576	2	500	25	8.490505000000001	0.029296875	0.0008510762709192932	0.2182420641183853
500	25	0.0107421875	0.0003734353522304446	0.156657412648201	336	15625	17576	2	500	25	8.495744999999999	0.029296875	0.0008510762709192932	0.2182420641183853
500	25	0.0107421875	0.0003734353522304446	0.156657412648201	336	15625	17576	2	500	25	8.481318	0.029296875	0.0008510762709192932	0.2182420641183853
600	25	0.0107421875	0.0003734353522304446	0.156657412648201	336	15625	17576	2	600	25	8.482765000000001	0.029296875	0.0008510762709192932	0.2182420641183853
600	25	0.0107421875	0.0003734353522304446	0.156657412648201	336	15625	17576	2	600	25	8.477387	0.029296875	0.0008510762709192932	0.2182420641183853
600	25	0.0107421875	0.0003734353522304446	0.156657412648201	336	15625	17576	2	600	25	8.480503000000001	0.029296875	0.0008510762709192932	0.2182420641183853
100	28	0.046875	0.000176403351360932	0.2387199401855469	100	21952	24389	2	100	28	6e-06	0.046875	0.000176403351360932	0.2387199401855469
100	28	0.046875	0.000176403351360932	0.2387199401855469	100	21952	24389	2	100	28	6e-06	0.046875	0.000176403351360932	0.2387199401855469
100	28	0.046875	0.000176403351360932	0.2387199401855469	100	21952	24389	2	100	28	5e-06	0.046875	0.000176403351360932	0.2387199401855469
20	28	0.0625	0.0004532300808932632	0.07080459594726562	20	21952	24389	2	20	28	6e-06	0.0625	0.0004532300808932632	0.07080459594726562
20	28	0.0625	0.0004532300808932632	0.07080459594726562	20	21952	24389	2	20	28	6e-06	0.0625	0.0004532300808932632	0.07080459594726562
20	28	0.0625	0.0004532300808932632	0.07080459594726562	20	21952	24389	2	20	28	6e-06	0.0625	0.0004532300808932632	0.07080459594726562
200	28	0.0625	0.0002294881123816594	0.3615925312042236	200	21952	24389	2	200	28	6e-06	0.0625	0.0002294881123816594	0.3615925312042236
200	28	0.0625	0.0002294881123816594	0.3615925312042236	200	21952	24389	2	200	28	6e-06	0.0625	0.0002294881123816594	0.3615925312042236
200	28	0.0625	0.0002294881123816594	0.3615925312042236	200	21952	24389	2	200	28	6e-06	0.0625	0.0002294881123816594	0.3615925312042236
30	28	0.10546875	0.0125072356313467	0.1074871122837067	30	21952	24389	2	30	28	6e-06	0.10546875	0.0125072356313467	0.1074871122837067
30	28	0.10546875	0.0125072356313467	0.1074871122837067	30	21952	24389	2	30	28	6e-06	0.10546875	0.0125072356313467	0.1074871122837067
30	28	0.10546875	0.0125072356313467	0.1074871122837067	30	21952	24389	2	30	28	6e-06	0.10546875	0.0125072356313467	0.1074871122837067
300	28	0.046875	0.001859877724200487	0.2993341386318207	300	21952	24389	2	300	28	6e-06	0.046875	0.001859877724200487	0.2993341386318207
300	28	0.046875	0.001859877724200487	0.2993341386318207	300	21952	24389	2	300	28	6e-06	0.046875	0.001859877724200487	0.2993341386318207
300	28	0.046875	0.001859877724200487	0.2993341386318207	300	21952	24389	2	300	28	6e-06	0.046875	0.001859877724200487	0.2993341386318207
400	28	0.021484375	0.0008624300826340914	0.215006023645401	390	21952	24389	2	400	28	1.370233	0.01953125	0.0003460030711721629	0.2468418776988983
400	28	0.021484375	0.0008624300826340914	0.215006023645401	390	21952	24389	2	400	28	1.364786	0.01953125	0.0003460030711721629	0.2468418776988983
400	28	0.021484375	0.0008624300826340914	0.215006023645401	390	21952	24389	2	400	28	1.365402	0.01953125	0.0003460030711721629	0.2468418776988983
50	28	0.09375	0.01136650331318378	0.1761869639158249	50	21952	24389	2	50	28	6e-06	0.09375	0.01136650331318378	0.1761869639158249
50	28	0.09375	0.01136650331318378	0.1761869639158249	50	21952	24389	2	50	28	5e-06	0.09375	0.01136650331318378	0.1761869639158249
50	28	0.09375	0.01136650331318378	0.1761869639158249	50	21952	24389	2	50	28	6e-06	0.09375	0.01136650331318378	0.1761869639158249
500	28	0.021484375	0.0008624300826340914	0.215006023645401	390	21952	24389	2	500	28	12.300764	0.0234375	0.0006201243377290666	0.2752329409122467
500	28	0.021484375	0.0008624300826340914	0.215006023645401	390	21952	24389	2	500	28	12.313107	0.0234375	0.0006201243377290666	0.2752329409122467
500	28	0.021484375	0.0008624300826340914	0.215006023645401	390	21952	24389	2	500	28	12.313346	0.0234375	0.0006201243377290666	0.2752329409122467
600	28	0.021484375	0.0008624300826340914	0.215006023645401	390	21952	24389	2	600	28	12.301806	0.0234375	0.0006201243377290666	0.2752329409122467
600	28	0.021484375	0.0008624300826340914	0.215006023645401	390	21952	24389	2	600	28	12.302004	0.0234375	0.0006201243377290666	0.2752329409122467
600	28	0.021484375	0.0008624300826340914	0.215006023645401	390	21952	24389	2	600	28	12.296853	0.0234375	0.0006201243377290666	0.2752329409122467
100	30	0.0390625	0.001186160603538156	0.1598068326711655	100	27000	29791	2	100	30	6e-06	0.0390625	0.001186160603538156	0.1598068326711655
100	30	0.0390625	0.001186160603538156	0.1598068326711655	100	27000	29791	2	100	30	6e-06	0.0390625	0.001186160603538156	0.1598068326711655
100	30	0.0390625	0.001186160603538156	0.1598068326711655	100	27000	29791	2	100	30	6e-06	0.0390625	0.001186160603538156	0.1598068326711655
20	30	0.0625	4.655171142076142e-05	0.06262433528900146	20	27000	29791	2	20	30	6e-06	0.0625	4.655171142076142e-05	0.06262433528900146
20	30	0.0625	4.655171142076142e-05	0.06262433528900146	20	27000	29791	2	20	30	6e-06	0.0625	4.655171142076142e-05	0.06262433528900146
20	30	0.0625	4.655171142076142e-05	0.06262433528900146	20	27000	29791	2	20	30	6e-06	0.0625	4.655171142076142e-05	0.06262433528900146
200	30	0.0625	7.052556611597538e-05	0.2784542441368103	200	27000	29791	2	200	30	1e-05	0.0625	7.052556611597538e-05	0.2784542441368103
200	30	0.0625	7.052556611597538e-05	0.2784542441368103	200	27000	29791	2	200	30	6e-06	0.0625	7.052556611597538e-05	0.2784542441368103
200	30	0.0625	7.052556611597538e-05	0.2784542441368103	200	27000	29791	2	200	30	6e-06	0.0625	7.052556611597538e-05	0.2784542441368103
30	30	0.125	0.0006693672039546072	0.1506070494651794	30	27000	29791	2	30	30	6e-06	0.125	0.0006693672039546072	0.1506070494651794
30	30	0.125	0.0006693672039546072	0.1506070494651794	30	27000	29791	2	30	30	6e-06	0.125	0.0006693672039546072	0.1506070494651794
30	30	0.125	0.0006693672039546072	0.1506070494651794	30	27000	29791	2	30	30	5e-06	0.125	0.0006693672039546072	0.1506070494651794
300	30	0.0234375	0.0001516592456027865	0.2552264332771301	300	27000	29791	2	300	30	6e-06	0.0234375	0.0001516592456027865	0.2552264332771301
300	30	0.0234375	0.0001516592456027865	0.2552264332771301	300	27000	29791	2	300	30	6e-06	0.0234375	0.0001516592456027865	0.2552264332771301
300	30	0.0234375	0.0001516592456027865	0.2552264332771301	300	27000	29791	2	300	30	6e-06	0.0234375	0.0001516592456027865	0.2552264332771301
400	30	0.0322265625	0.0001000836127786897	0.3010803759098053	400	27000	29791	2	400	30	6e-06	0.0322265625	0.0001000836127786897	0.3010803759098053
400	30	0.0322265625	0.0001000836127786897	0.3010803759098053	400	27000	29791	2	400	30	6e-06	0.0322265625	0.0001000836127786897	0.3010803759098053
400	30	0.0322265625	0.0001000836127786897	0.3010803759098053	400	27000	29791	2	400	30	6e-06	0.0322265625	0.0001000836127786897	0.3010803759098053
50	30	0.0625	0.0001327528152614832	0.2027058005332947	50	27000	29791	2	50	30	6e-06	0.0625	0.0001327528152614832	0.2027058005332947
50	30	0.0625	0.0001327528152614832	0.2027058005332947	50	27000	29791	2	50	30	6e-06	0.0625	0.0001327528152614832	0.2027058005332947
50	30	0.0625	0.0001327528152614832	0.2027058005332947	50	27000	29791	2	50	30	6e-06	0.0625	0.0001327528152614832	0.2027058005332947
500	30	0.03515625	0.003310584928840399	0.3102766871452332	426	27000	29791	2	500	30	11.843429	0.017578125	0.001254502101801336	0.2514679431915283
500	30	0.03515625	0.003310584928840399	0.3102766871452332	426	27000	29791	2	500	30	11.845614	0.017578125	0.001254502101801336	0.2514679431915283
500	30	0.03515625	0.003310584928840399	0.3102766871452332	426	27000	29791	2	500	30	11.847963	0.017578125	0.001254502101801336	0.2514679431915283
600	30	0.03515625	0.003310584928840399	0.3102766871452332	426	27000	29791	2	600	30	15.856806	0.03515625	0.0004263358423486352	0.3128619194030762
600	30	0.03515625	0.003310584928840399	0.3102766871452332	426	27000	29791	2	600	30	15.877395	0.03515625	0.0004263358423486352	0.3128619194030762
600	30	0.03515625	0.003310584928840399	0.3102766871452332	426	27000	29791	2	600	30	15.847909	0.03515625	0.0004263358423486352	0.3128619194030762
100	35	0.078125	0.002037980128079653	0.3147234916687012	100	42875	46656	2	100	35	6e-06	0.078125	0.002037980128079653	0.3147234916687012
100	35	0.078125	0.002037980128079653	0.3147234916687012	100	42875	46656	2	100	35	6e-06	0.078125	0.002037980128079653	0.3147234916687012
100	35	0.078125	0.002037980128079653	0.3147234916687012	100	42875	46656	2	100	35	6e-06	0.078125	0.002037980128079653	0.3147234916687012
20	35	0.0625	0.001576214330270886	0.08350764960050583	20	42875	46656	2	20	35	6e-06	0.0625	0.001576214330270886	0.08350764960050583
20	35	0.0625	0.001576214330270886	0.08350764960050583	20	42875	46656	2	20	35	6e-06	0.0625	0.001576214330270886	0.08350764960050583
20	35	0.0625	0.001576214330270886	0.08350764960050583	20	42875	46656	2	20	35	6e-06	0.0625	0.001576214330270886	0.08350764960050583
200	35	0.041015625	0.0001046340839820914	0.3227866291999817	200	42875	46656	2	200	35	6e-06	0.041015625	0.0001046340839820914	0.3227866291999817
200	35	0.041015625	0.0001046340839820914	0.3227866291999817	200	42875	46656	2	200	35	6e-06	0.041015625	0.0001046340839820914	0.3227866291999817
200	35	0.041015625	0.0001046340839820914	0.3227866291999817	200	42875	46656	2	200	35	6e-06	0.041015625	0.0001046340839820914	0.3227866291999817
30	35	0.125	0.00367034669034183	0.1631086766719818	30	42875	46656	2	30	35	6e-06	0.125	0.00367034669034183	0.1631086766719818
30	35	0.125	0.00367034669034183	0.1631086766719818	30	42875	46656	2	30	35	6e-06	0.125	0.00367034669034183	0.1631086766719818
30	35	0.125	0.00367034669034183	0.1631086766719818	30	42875	46656	2	30	35	5e-06	0.125	0.00367034669034183	0.1631086766719818
300	35	0.0546875	0.006900518666952848	0.4580672681331635	300	42875	46656	2	300	35	6e-06	0.0546875	0.006900518666952848	0.4580672681331635
300	35	0.0546875	0.006900518666952848	0.4580672681331635	300	42875	46656	2	300	35	5e-06	0.0546875	0.006900518666952848	0.4580672681331635
300	35	0.0546875	0.006900518666952848	0.4580672681331635	300	42875	46656	2	300	35	6e-06	0.0546875	0.006900518666952848	0.4580672681331635
400	35	0.03125	0.0004400404286570847	0.4655961990356445	400	42875	46656	2	400	35	7e-06	0.03125	0.0004400404286570847	0.4655961990356445
400	35	0.03125	0.0004400404286570847	0.4655961990356445	400	42875	46656	2	400	35	6e-06	0.03125	0.0004400404286570847	0.4655961990356445
400	35	0.03125	0.0004400404286570847	0.4655961990356445	400	42875	46656	2	400	35	6e-06	0.03125	0.0004400404286570847	0.4655961990356445
50	35	0.09375	0.02353886142373085	0.1937041580677032	50	42875	46656	2	50	35	6e-06	0.09375	0.02353886142373085	0.1937041580677032
50	35	0.09375	0.02353886142373085	0.1937041580677032	50	42875	46656	2	50	35	6e-06	0.09375	0.02353886142373085	0.1937041580677032
50	35	0.09375	0.02353886142373085	0.1937041580677032	50	42875	46656	2	50	35	6e-06	0.09375	0.02353886142373085	0.1937041580677032
500	35	0.078125	0.001595806679688394	0.5514762997627258	500	42875	46656	2	500	35	6e-06	0.078125	0.001595806679688394	0.5514762997627258
500	35	0.078125	0.001595806679688394	0.5514762997627258	500	42875	46656	2	500	35	5e-06	0.078125	0.001595806679688394	0.5514762997627258
500	35	0.078125	0.001595806679688394	0.5514762997627258	500	42875	46656	2	500	35	6e-06	0.078125	0.001595806679688394	0.5514762997627258
